"angle","gap","Re","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25"
8.4438139,25.25,2.505,30.6445680856705,113.472036361694,91.7076110491288,80.7340660095215,85.5864815219023,109.494061470032,106.38992023468,107.84743263156,117.156199455261,91.7370510101318,97.3149785995484,124.472577095032,114.713094711304,106.206173682949,86.0119895935059,104.383924484253,113.291182994842,115.235214233398,111.568206361746,125.996739387512,99.421257019043,100.496790885925,120.844223022461,107.937781333923,97.7661912719975
12.497732,10.960581,2.505,23.1772956848145,90.5024895668029,38.7824945449829,85.315544128418,68.3792500495911,88.4595880508422,69.2891120910645,91.531933069229,78.3100986480713,82.6778182983398,110.529991149902,95.5967750549316,71.6242561340332,94.6152186393737,90.5641942024232,89.732367515564,111.096838951111,125.743750572205,113.467822551727,102.175464630127,91.5182399749756,97.9650835990905,101.235511779785,105.314624786377,125.719028949738
12.497732,25.25,1.0645111,20.2121248245239,80.5228424072266,64.4026184082031,80.4644826054573,67.9333210508015,89.6990809440614,80.1462115645408,87.0634164810181,84.6207885742188,86.302948474884,96.1116495132446,104.588231563568,80.5063171386719,70.7384567260742,65.3636218742873,75.0667701880014,76.3738555908203,83.2074488648712,89.0558494329453,89.3726067912705,84.2805816792748,83.8316488265991,86.423442363739,88.3247585296631,84.7365818023682
12.497732,25.25,2.505,23.2337923049927,92.5056762695313,75.5900535583496,99.1916075348854,84.5575855442984,110.318733692169,100.084214091301,105.939518928528,102.578834533691,104.249991416931,115.54824256897,125.454279899597,93.9801788330078,81.4188346862793,81.8013508083046,93.868278757539,95.5942163467407,104.213487650572,110.521722555161,110.73421787003,104.272721734915,103.296296596527,106.197110652924,108.376574516296,103.789099693298
12.497732,25.25,3.9454889,24.5722074508667,103.563845582467,80.0254974365234,110.503695011139,94.6300482308923,122.923891544342,112.109643578529,117.035548210144,112.922186851501,114.702969551086,126.665596961975,137.129531860352,99.6458129882812,85.1807594299316,92.0882563696213,105.383443667478,107.475837707519,117.258523614231,123.449321508408,123.477117267503,116.453289454783,115.077909946442,118.038626670837,120.320534706116,115.363156318665
12.497732,39.539419,2.505,23.1701936721802,145.951978683472,103.652464908068,120.692096710205,96.3225936889648,122.323689460754,89.7413673400878,90.9688377380371,122.23343372345,116.845727443695,108.789337158203,105.404495239258,114.068841934204,121.97950553894,113.508985519409,106.758815765381,106.877148628235,113.343098361123,127.273293495178,121.39520740509,108.514523506165,102.083558082581,105.399577617645,110.122557221621,107.72695350647
20.2863,6.0787324,2.505,45.6452489891945,78.6911884914412,22.6369864940643,61.353295010721,61.6768624782562,119.00647354126,53.3450248241425,69.2016885819064,62.735752256423,87.0935153961182,98.8657054901123,99.0314388275146,80.1698355674743,65.1144409179687,98.1550931930542,93.4172296524048,104.121551990509,116.337973158118,81.2101422798804,98.1842374801636,92.4541482925415,85.8782320022583,98.0826883850768,96.0992612838744,126.955266952515
20.2863,10.960581,1.0645111,37.9281828168849,86.8366004033805,22.9879702911341,69.4628782272339,51.4163470268249,94.5080404281616,53.94722032547,81.8135724067688,80.2404656410217,82.9179496765137,84.8368759155273,79.178897857666,64.5530615512206,68.5509629906372,72.9167977472302,79.5055195695781,86.9152322906533,92.3426486066161,79.1641210513259,76.6143431663514,75.0958943367004,76.1425981521606,80.1334934234619,86.1522989273071,92.9017238616943
20.2863,10.960581,2.505,45.4794320085713,105.189854048473,29.8621860578282,83.4952354431152,62.8857359886169,113.050094604492,66.8460712432861,98.4877166748047,96.1599807739258,98.6801738739014,99.902774810791,91.5626564025879,81.2855378729746,86.1613972379443,91.199260139377,98.9086874614581,107.591949414247,113.831398973632,98.48539072101,94.7894349098206,92.3690462112427,93.1585721969605,97.619589805603,104.492040634155,112.137625694275
20.2863,10.960581,3.9454889,50.2264583380769,116.751952737803,33.9698536658112,92.0369062423706,69.8383922576904,124.147829055786,74.5869541168213,107.402021408081,104.488224029541,106.669961929321,107.004581451416,96.4083251953125,91.6908325780431,97.0946141594189,102.596751045793,110.943984382628,120.396774339291,127.109488932429,110.213916327228,105.859834671021,102.916660308838,103.545024871826,108.267355918884,115.659008026123,123.764086723328
20.2863,25.25,0.57238131,33.4617619170859,96.9518613815308,50.5807225011918,74.2071342468262,56.1129579544067,97.0841197967529,66.8820368349552,69.1693305969238,68.8647356033325,82.1796221733093,86.6932582855225,62.8548687523447,74.0514240264893,84.0821986198425,85.4798650741577,62.5307455062866,74.1562519073486,79.6336317499123,86.1229634284973,89.7415323257446,58.3219308853149,75.7499857246892,75.2621059730179,75.1412038803101,82.4703845977783
20.2863,25.25,1.0645111,37.9729756233663,110.763362884521,59.9505150377136,84.6603908538818,64.7258996963501,110.906702041626,77.957910835743,79.7583751678467,78.9653835296631,94.0385127067566,99.3578453063965,72.9567071147808,84.8777475357056,96.2586860656738,98.1759271621704,72.8043870925903,86.2677717208862,92.1119269595233,98.5385799407959,103.112990379334,67.8514575958251,88.3382448746866,87.1341982047794,86.2408123016357,94.2658138275147
20.2863,25.25,2.505,45.5075311921202,134.732750892639,76.3749830275794,102.689771652222,79.6877536773682,132.697819709778,97.3191196918488,98.2601623535156,96.4306497573852,112.945412158966,117.996458053589,91.1159213919545,103.662059783936,115.809781074524,117.085687637329,90.9180450439453,107.708731174469,113.809984825851,118.646434783936,123.234047889709,84.8747539520263,110.340856749909,107.936636678772,105.565498352051,114.391958236694
20.2863,25.25,3.9454889,50.2490605859829,149.204021453857,86.2447800344491,113.505217552185,88.7297258377075,144.714399337769,109.005088329315,109.47603225708,106.879567146301,123.548148155212,127.201759338379,102.339807312466,114.91063117981,126.85525894165,126.66707611084,102.015213012695,120.891644954681,126.937761314182,130.068155288696,133.602377891541,95.5363731384276,123.631071611515,120.662554343051,117.161849975586,126.27889919281
20.2863,25.25,4.4376187,51.5391848879081,152.975129127502,88.8147443753785,116.327397346497,91.0953617095947,147.742958068848,112.057913661003,112.399828910828,109.574429512024,126.254145622253,129.381174087524,105.361800356126,117.810401916504,129.67419052124,128.966466903687,104.976516723633,124.393797397613,130.384047820086,132.971912384033,136.13222694397,98.3977298736571,127.129006489634,124.010069848307,120.175514221191,129.358229637146
20.2863,39.539419,1.0645111,37.8953515017452,110.756608963013,69.8649530410767,83.8723936080933,77.8245932548754,113.037777900696,73.8198761940003,78.2523632049561,84.1101595163346,84.9385137557983,107.790432929993,85.4086411704253,83.9005522846518,85.2976191043854,88.7996015548706,106.362874031067,82.1584975908396,91.3565709590912,82.5718957696084,88.4304227828979,89.1801624298096,102.402879714966,83.2727564898438,91.5750558376313,92.2873907089233
20.2863,39.539419,2.505,45.4229345830489,134.711660385132,88.2764921188354,102.073694229126,96.5784126185224,134.966034889221,92.7950239181519,98.2547006607056,104.263436317444,103.46831703186,128.896862030029,106.81057896488,105.092031348702,105.460721969605,108.002034187317,127.125423431396,102.897189962529,112.729359149933,103.519722042117,109.108507156372,108.441806793213,122.030498504639,104.325960198159,112.898913860321,112.026222229004
20.2863,39.539419,3.9454889,50.1586242954283,148.995668411255,99.622654914856,113.085004806519,107.82698358023,146.493676185608,104.472275733948,110.6878490448,116.50807929039,114.513333320618,140.167666435242,120.105559336476,118.101470219914,117.700878143311,119.324062347412,137.947445869446,115.644702392185,125.502014875412,116.395762396364,121.456819057464,119.842487335205,131.907590866089,117.367941542618,125.659321308136,123.716206550598
20.2863,44.421268,2.505,45.4172192680687,153.693730354309,118.774004936218,107.395840716858,102.788637161255,123.13871383667,105.868805885315,106.885202407837,97.6871091946494,103.227602005005,100.700793659592,109.083264350891,87.3343505859375,100.93402671814,90.6862373352051,101.66600894928,97.8248748779297,104.439861297607,106.657256126404,122.797023773193,106.464865684509,124.175514221191,108.20941116922,127.009548187256,110.138162374496
38.038476,3.9368763,2.505,94.5927848815918,109.754574089697,79.1413860321045,117.853953105682,81.1682268581661,127.825061777241,64.5017920138587,77.5823450088501,83.5352132022382,106.128857135773,108.772711753845,128.656897544861,77.9980144500732,78.1703815460205,96.7554149627686,106.657383918762,133.781054496765,148.829174995422,77.4027051925659,84.1718120574951,103.427467823029,116.857021808624,132.469405174255,121.345855712891,99.9484867988212
