"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","shear_hair_1","shear_hair_2","shear_hair_3","shear_hair_4","shear_hair_5","shear_hair_6","shear_hair_7","shear_hair_8","shear_hair_9","shear_hair_10","shear_hair_11","shear_hair_12","shear_hair_13","shear_hair_14","shear_hair_15","shear_hair_16","shear_hair_17","shear_hair_18","shear_hair_19","shear_hair_20","shear_hair_21","shear_hair_22","shear_hair_23","shear_hair_24","shear_hair_25","flux_hair_1","flux_hair_2","flux_hair_3","flux_hair_4","flux_hair_5","flux_hair_6","flux_hair_7","flux_hair_8","flux_hair_9","flux_hair_10","flux_hair_11","flux_hair_12","flux_hair_13","flux_hair_14","flux_hair_15","flux_hair_16","flux_hair_17","flux_hair_18","flux_hair_19","flux_hair_20","flux_hair_21","flux_hair_22","flux_hair_23","flux_hair_24","flux_hair_25","Umean_hair_1","Umean_hair_2","Umean_hair_3","Umean_hair_4","Umean_hair_5","Umean_hair_6","Umean_hair_7","Umean_hair_8","Umean_hair_9","Umean_hair_10","Umean_hair_11","Umean_hair_12","Umean_hair_13","Umean_hair_14","Umean_hair_15","Umean_hair_16","Umean_hair_17","Umean_hair_18","Umean_hair_19","Umean_hair_20","Umean_hair_21","Umean_hair_22","Umean_hair_23","Umean_hair_24","Umean_hair_25","leakiness_row_1","leakiness_row_2","leakiness_row_3","leakiness_row_4","leakiness_row_5"
"327",327,66.64073,19.417658,40.169762,0.01509288,4.488052,5.7702855e-05,0.0083418441,3581761.4,52.3844528198242,27.6843452453613,30.8374099731445,120.046425119483,37.042631149292,25.6612877038211,28.5602359771728,27.6467914581299,40.1509872576929,36.4363975524902,26.0197119665833,23.0244560241699,26.6698474884033,70.5179293422711,32.3605537414551,32.5628390312195,23.3208904266358,24.851692199707,25.4340534210205,26.6488981246948,28.681644602214,30.8724517822266,35.8300724029541,32.6908435056149,23.6889290809631,-0.00145412495173514,0.000256289231590926,-0.00147271329537034,-0.000184078872203827,-0.000523190172854811,-0.000105909168720245,-0.000658909507095814,-0.000372944658622146,-0.000152214162051678,-0.000704694539308548,-0.000433855712413788,0.00011736108828336,-0.000231255932536442,-0.000361973894760013,-0.000563105203211308,-8.2018930464983e-05,-7.73807195946583e-06,1.59980133175851e-05,-0.000132705712690949,-0.000736534580588341,-0.000448461972177029,-4.19778982177377e-05,0.00035406887717545,-3.28118689358232e-05,-0.000549883473664522,0.0231657641980786,0.0213318573558638,0.0147577338152284,0.0194328705635715,0.0174978046023643,0.0189138843257794,0.0153689717214293,0.0156767844711622,0.0166896998032248,0.0176806034671675,0.0181339566385603,0.0174236319829509,0.0159638593361847,0.0165811415966927,0.0168917488441438,0.0170542886533707,0.0168711931115121,0.0174185228919305,0.0164271549643752,0.0165762443991602,0.0166101738439494,0.01626640153658,0.0165849747892128,0.0173511915950784,0.0176634508424582,1.11005005261764,0.956529852903914,0.9165826553506,0.899630446704493,0.89124660645078
"328",328,70.743169,13.58087,12.183776,0.0060313728,4.9902216,1.1889481e-05,0.011373315,7875146.5,47.6970127325655,30.6584930419922,22.9114720610313,36.5023345947266,25.0543129573614,26.1650906002738,26.7685165405273,27.482723236084,22.4702033996582,35.2434558868408,28.4576072692871,22.5792094657921,26.0139441523419,23.8102989196777,32.4569569723503,40.5280838240146,23.8448181152344,32.8966524354583,23.1089985630509,27.7210976504522,30.2776295608591,26.6512142780338,24.7682495117188,30.815123752385,222.01705650019,-0.00167754955356941,0.000851259727030993,-0.000624391425400972,0.000349825620651245,-0.00104362241923809,1.56530449166894e-05,-0.000265567844733596,-2.39169113337994e-05,-0.000593398232012987,0.000483225428499281,5.38148069754243e-05,-0.000443710412830114,-0.000624626968055964,3.16417111316695e-05,-0.00014374771900475,-0.000177732091397047,-0.000256967004854232,-4.16171848773955e-05,-0.00041919955983758,-9.39944125711917e-05,0.000114133342169225,-0.000443426225334406,-9.47987474501132e-05,0.000153618562966585,2.51330276951194e-05,0.0250462888328907,0.0167954417985852,0.0149704607586602,0.0177433124076259,0.0180246343403433,0.0169068569452947,0.0159616678398536,0.0164271861348637,0.0170518789974981,0.0172356509047913,0.016705416752157,0.0178697195296136,0.0168313211051649,0.016435822444653,0.0168337642695414,0.0170523808690118,0.0170456126180567,0.0170276243574466,0.0169101959300341,0.0169376723890199,0.0160936971664432,0.0169778017040665,0.0169831325759441,0.0166865404757083,0.0169254702044698,0.899895244673438,0.83958004568005,0.824266663970581,0.818216352215386,0.814856096199753
"329",329,80.43587,12.684579,2.7160183,0.013282126,0.25442959,2.6513281e-05,0.021298986,4016757.4,15.0682582855225,13.8552878075495,48.8981058127799,14.2339863777161,13.8373756408691,18.2033777668069,13.6714544296265,13.493631362915,14.1112131807296,15.6668400275848,13.5658407211304,13.8114998565316,13.8391270253961,13.2259645462036,13.2751531600952,13.6474914550781,61.2607824532907,13.178758957534,14.6876020431519,12.996542930603,13.2191623188064,28.3217459166785,12.9674472808838,13.6831941604614,13.5329192955301,-0.000123787323536817,5.27087533846498e-05,-8.38851444423198e-05,-9.28062442690134e-05,-0.000132515471428633,-0.000292680848389864,-0.000122745402390137,-0.000231773382052779,-0.000215095063089393,-0.00010045669414103,-5.67309036850929e-05,-5.44355297461152e-05,-0.00032480145059526,0.000109624966979027,-0.000165524645708501,-0.00016934427479282,0.000263299150392413,-9.76299401372643e-06,0.000331258314661681,-0.000267549129202961,-0.000278539370745421,0.000151350418105721,-0.000112827390199527,-8.85124057531358e-05,-5.20242936909198e-05,0.00905934483950877,0.00830857365071365,0.00838814663995015,0.0085506764039828,0.00842429960447281,0.00858077327582027,0.0084087727806018,0.00833684473835464,0.00842655182365468,0.00835401675387983,0.00834506783593996,0.00845596828778433,0.00835827408821549,0.00821765702139376,0.00830462990163554,0.00841075339790631,0.00839305897772784,0.00839033483942191,0.00817698924154087,0.00825577404232862,0.00834664281229885,0.00833864605227545,0.00822183261257311,0.00827243464407601,0.00838458619793388,0.681802709372326,0.678342984561265,0.673504835913967,0.668461312379416,0.663327707458375
"330",330,85.66132,40.71132,30.120388,0.010683978,1.7980586,8.7108257e-06,0.027050011,9584775.2,36.1112098693848,19.2535266876221,22.5003299713135,21.7633628845215,24.682523727417,20.0615663381657,22.1926302450585,23.4184551239014,22.312433794125,23.3300437927246,21.4433822631836,20.3293629477889,24.4666557312012,23.4863681793213,21.9713592529297,22.8140726089478,21.4577083587646,20.3263711929321,23.6850957870483,24.4441871643066,23.4252071380615,21.678071975708,22.6116914749146,21.5046806335449,20.2604197834921,-0.00132381850481033,-4.53549809753896e-05,-0.000212541433051229,-0.00014396289549768,-0.000111976277898066,-0.000467558454722166,-0.000575414571911097,-8.75326506793501e-05,-0.00051092866808176,6.04539765045046e-05,-0.000194383483380079,-0.000562377173453569,-9.8769238218665e-05,-5.54627124220133e-05,-0.00043343898281455,0.000100105688907206,-0.000208364233374596,-0.000587816406041384,-0.000159816352650523,-7.74833988398313e-05,-2.24950630217792e-05,-0.000393183335661888,0.000115918789058924,-0.000209300272166729,-0.000592858627438545,0.0210184187234241,0.0129459512866108,0.0122506973989105,0.0140218315554297,0.0138400308902027,0.0136711324070558,0.013237471959248,0.012861402307638,0.0134900604631557,0.0135666947077772,0.0134920938269658,0.0137044017682183,0.0131418582434485,0.012928733494576,0.0134652098337301,0.0133908200334394,0.0133438765780697,0.0136931145067266,0.0131276736737056,0.0131836966463804,0.0129282961062067,0.0134062801676047,0.0133266473548436,0.0132730300811411,0.0136810182932759,1.03391979310545,0.949220797722034,0.931105065837789,0.924716161528583,0.9214225227995
"331",331,69.809619,49.161151,15.365856,0.0056144275,7.5703897,2.847989e-06,0.024537705,619438.89,43.6585121154785,24.3404006958008,22.9417760372162,33.7208126256913,35.5103706146169,29.7206020355225,36.206485748291,99.4613454949794,25.8113436249121,23.3332435290233,23.4136867523193,23.8654766082764,24.182071685791,149.254668492226,36.3611687752798,34.1803760528564,30.8743035493621,28.453218460083,28.4271183013916,28.7055644989014,69.5526806190216,25.2629261016846,23.2090433142289,22.0333169619281,22.8409900665283,-0.0021852907910943,-3.62913813441993e-05,-0.000313097631558776,8.88921152800323e-05,-0.000122399696148932,0.000174572600284591,-0.00011550422385335,-0.000136110130697489,-0.000533467020839453,-0.00046310406178236,-0.000316147220321,0.000115650902502239,0.000100906077772379,0.000181789517402649,-0.000196272227913141,-0.000112228440120816,1.16951409727334e-05,7.38034918904306e-05,4.15066082496196e-05,8.26719738543034e-05,-0.000182861194014549,-0.000589418169111013,-0.000505020163953304,-1.71807399019599e-05,4.80441739782692e-05,0.0276807861572436,0.0177919964063787,0.0181534667852739,0.0178571821267319,0.0181589596909114,0.0175732809581068,0.0182056667643672,0.0182710120649788,0.0185814500893248,0.0189679734869896,0.0183185625305689,0.0177858448405699,0.0178376381975495,0.0182622920271674,0.0182371499958098,0.0181011328684592,0.017615075898149,0.0175140371860012,0.0174713860935099,0.0179074188978442,0.0184997276244721,0.0188616171683428,0.0190189628344023,0.0180913876913669,0.0176221845780322,0.962986980769395,0.957406016786505,0.952724633178441,0.952608688867961,0.95078574569178
"332",332,50.272749,14.458117,24.949703,0.016682214,3.1400505,6.6151089e-05,0.010206273,5142463.6,31.6791591644287,34.6987361907959,23.9481754302979,29.4871139526367,23.1092205047607,24.4881916046143,26.6550884246826,24.5127364427415,21.5836410522461,27.9568786621094,24.0403738118109,25.6420154571533,25.3306713104248,26.2228699380913,23.4726964300402,31.1936569213867,25.9465570449829,30.113231155102,194.914250021399,26.2081737518311,25.0001735687256,54.9101062099381,22.367287071398,28.0518207550049,24.1833477020264,-0.0015014042891562,-0.000877110853791237,-0.000563446950167418,-0.000624984182417393,-0.000980155846104026,-1.47800501435995e-05,1.91794820129871e-05,-0.000451087258756161,-0.000312507899478078,-0.000113212297670543,-0.000647743295878172,-0.000280732814222574,-8.56927540153263e-05,-0.000261446952819824,-0.000602036688476801,0.000119547569658607,-1.33320409804581e-05,-0.000185128130018711,-0.000167657349258661,-2.13094279170035e-05,-0.000204119495116174,2.27943146601319e-05,-0.000613890547305346,0.000121283825486898,3.01212072372325e-07,0.0179003577226233,0.0187225322082225,0.0118690876766051,0.0161852726372315,0.015470442150452,0.0162399505778585,0.0138305901611677,0.0144623967529868,0.0145033183784779,0.0153967336764078,0.0161050305502308,0.0158172585617481,0.0142509138292789,0.0148174404731668,0.0153304527914903,0.0150476776378798,0.0157235629365244,0.0156652865526065,0.0148722163427334,0.0148750927417175,0.0147910687890847,0.0151411971582297,0.0159316099441205,0.0149253644067139,0.0158729213837527,0.910679288525716,0.890239727310448,0.888867635134763,0.889172874615373,0.888104317387333
"333",333,14.087377,7.5715588,37.662218,0.0039646893,0.32904461,1.3539285e-06,0.026823586,1222085.4,19.6463893782644,22.9503021240234,6.71488842094872,40.6432464377382,10.2960424423218,20.5274753570557,38.9712194817238,14.0320432746145,10.4174762767497,12.584602355957,14.9195034695855,17.5889511108399,13.3421980550525,18.4369163356433,12.549934387207,14.8254728317261,16.5079689025879,18.1666431427002,14.1806807518005,13.5224647521972,13.2453536987305,14.6095218658447,158.896776394837,15.0929107666016,16.5897731781006,-0.00142207185993902,-0.00267206312716007,0.00011406208272092,-0.000422684344695881,-0.000471123643219471,-0.00117304942617193,0.000180935509502888,0.000272337643895298,-0.000322709718719125,-0.000421727642416954,-0.00144937481358647,-0.00101527325296775,0.000119281938299537,-8.6762877064757e-05,-0.000371622823178768,-0.000148601836524904,-0.000775815458968281,-0.000262687602837104,0.000203846223652363,0.00029796767886728,-0.000167133117094636,5.33822840079664e-05,1.70872230082744e-05,-0.000512628652155399,-0.000586570480605588,0.00485065099034556,0.0106884097155037,0.00309111607726227,0.00723536683047312,0.00507666616241039,0.00961438762899663,0.00565022200374053,0.00678702055181613,0.0065202757629255,0.00698467458081547,0.00859212329101861,0.00954586361453678,0.00762115915326696,0.00742239396044516,0.00753871588220054,0.0080929949168922,0.00897339069214052,0.00952597924399043,0.00816291129309533,0.00784593011376337,0.00793513253904583,0.00805686918550534,0.00867680940157223,0.00911122682981344,0.00975926864458658,0.32724424447224,0.579098403545019,0.705079473211129,0.778843391190749,0.82898194973163
"334",334,66.553561,3.1884597,7.9059656,0.010532563,8.4527312,5.5476981e-05,0.044004237,4835627.6,38.780232456553,32.6613845825196,37.9587459662566,44.3914951890751,37.0536032191269,30.2686977386475,26.1466770172119,25.5160236358643,25.0985507965088,35.4673080444336,54.2213617947286,29.1874303817749,34.767190639154,24.4526333808899,23.4893901348114,35.6655979156494,70.203556660513,28.8039422035217,28.2138957977295,41.4159965518613,24.1863412857056,22.5632045269012,37.7007255554199,90.389429801107,29.9216756820679,-0.000280095866881311,-0.000911882784217596,-0.000621640805155039,2.25438959896562e-05,-0.000218736874405295,-0.000580860354006291,-0.000855659104883671,-0.00113845186447725,-0.000505587446503341,0.000110554151702672,-4.42108314018694e-06,-0.00025769327278249,-0.000537821520119905,-0.000794774148613215,-0.000188617011532187,0.000394684355705976,0.000243771806359291,5.6723278015852e-05,-0.000147944260388613,-0.000160726651549339,-0.000514450203627348,5.99830914288758e-05,0.000595311958342791,0.000456328220665455,0.000398461163043976,0.0215778803568261,0.0221626937055369,0.0192286265056429,0.0205523693002312,0.0191194079514378,0.0209375613323459,0.0188029383094274,0.0186435228548382,0.0187605215776053,0.0188028244361301,0.0200244965437667,0.0202719919075274,0.0173366728120015,0.0185080010199873,0.018483178630842,0.0184892111808213,0.0196706469077908,0.0199591890679854,0.0159928644217063,0.0172509021160952,0.0184920576270343,0.0182382620634458,0.0182700620783675,0.0194281064542528,0.0199344685625492,0.489188020265622,0.490009295955339,0.485332694841976,0.480404785496454,0.478679254310264
"335",335,45.706011,32.441921,37.5646,0.0067822674,2.454051,1.6151087e-06,0.034202954,3713522.9,85.6398016351387,24.6456756591797,19.9703903198242,26.0685558319092,25.8470840454102,29.1351375579834,26.6241836547852,19.4920597076416,24.9395999908447,23.7731475830078,21.9368562698364,24.2492294311523,19.4135856628418,24.7984940525279,22.4660930633545,21.0774459838867,26.2060966491699,21.6371011734009,19.7410488128662,26.0305633544922,22.2490726111108,21.0364477721328,27.4833327571552,23.4689311981201,283.749790982797,-0.00210114903561771,5.81876114010813e-05,0.000539649143815041,-0.000690169533714652,-0.000351770887151361,0.000265349480323494,0.000345034952275455,-6.84370454400779e-05,-0.000133099561557174,-0.000549824863672256,-0.000334384750574827,-0.000160512696951628,-0.000117617446929216,-0.00010795935569331,-0.000493815999478102,-0.000384073209017515,-0.000277753320522606,-0.000532144196331501,-0.000583590306341648,-0.000139975132420659,-0.000488521702587605,-0.000794801484793425,-0.000311012506484985,-0.000597671434283257,-4.60480898618687e-06,0.0188327980193725,0.0172149263013681,0.0109998006636368,0.0156290083723323,0.0131216180319278,0.0148417880578647,0.0129041537254297,0.013480095708614,0.0133440655609277,0.0144611185764017,0.0146620629990432,0.0144868522658587,0.0140071350315839,0.0136901269024674,0.0144482580690191,0.014752298348074,0.0144531372308035,0.0149657697176074,0.014668364009295,0.0140248737934706,0.0143142579899922,0.0148455862660136,0.0143144027956551,0.0146453125094795,0.0149087331554766,0.993609158469287,0.957689995890056,0.95743928449015,0.958100211703956,0.959098937444893
"336",336,120.92115,29.360512,33.238202,0.017568129,4.2345997,4.5131754e-05,0.049040489,2612794.8,28.9399013519287,17.6645013886096,28.8026123046875,25.0243587493896,24.9451484680176,25.9541802515554,25.5217968173512,29.9095787786434,29.8551058769226,30.9073162078857,30.842423163038,21.389235496521,23.7900123596191,21.8844876289367,23.7908697128296,23.5114645957947,22.5719509124756,25.9243679046631,24.1868000030518,24.6303539276123,27.3582630157471,28.5337781906128,28.3788219401412,30.0653896331787,290.984246676059,0.00186938881129026,0.00026385947316885,-0.00115679796785116,0.000526937566697598,-7.23668001592161e-05,-0.000193990681320429,-0.000798874948173761,-0.00043272577226162,5.61409574002028e-05,0.000514466462656856,7.30862766504287e-05,-1.80412754416464e-05,-0.000428069345653057,-7.10275955498219e-05,-7.32623767107724e-05,-0.000539298433810472,-0.000205636076629162,7.37697575241329e-05,-0.000638116553425789,-0.000237522570416331,0.000106944647617638,-0.000353008049365599,1.59797091037036e-05,0.000341873370110989,0.000257124051451683,0.0204195775757479,0.0133088317909033,0.0188726363225467,0.0157010801284685,0.0175770963921821,0.0153693356105077,0.0177679698953752,0.0166152499064173,0.0162962455555406,0.0160654296721399,0.0160783817889521,0.0159030673641542,0.0166302513392841,0.0165429262675916,0.0164467133212005,0.0168860573990126,0.0162657582443205,0.0155844200849157,0.0169333980378902,0.0163910104948898,0.0160376136495724,0.0162765676028687,0.0158095938627967,0.0155276204753205,0.0160438574522226,1.01951710831975,0.957042853963406,0.943695277625423,0.937953113294692,0.937190399970568
"337",337,121.72265,33.126925,35.46223,0.016536598,2.2176827,2.9382627e-05,0.03350161,826226.49,49.428804614198,36.7587305630816,33.3680572509766,23.7452860182183,21.4199256896973,19.1742391586304,25.9790496826172,21.6772060394287,25.1403679847717,21.6271629333496,24.566780090332,21.3858861923218,21.1626599222803,22.1087035873643,20.3934191719486,22.5361213684082,19.2479935884476,23.4408226013184,49.7202584995109,21.3739748001099,25.6603622436523,19.8151688135073,24.1948819625096,20.6145191192627,24.3675880432129,0.00137363773584366,0.000389422208070755,-5.27214445173752e-06,0.000516540851444007,0.000254074555356056,7.94476065784694e-05,-0.000131064614281058,-0.000476092949509621,0.000144754033535719,-4.95866881683469e-05,0.000406387402210385,2.08109728991987e-05,-0.000378505572676659,-0.000330987591296434,-0.00010868962854147,-3.33834178745746e-05,6.95877438411119e-05,5.87552567012608e-05,1.56787643209098e-05,-0.00072391176968813,-0.000216668494045734,-0.00049498787894845,3.62296402454387e-06,-0.000297235708683729,0.000152175886556506,0.0178846624375367,0.0114203510118992,0.0156810178986603,0.0135013265752072,0.0147738009437302,0.013218300568535,0.0142888282454454,0.0146881302168909,0.0139511487088131,0.0141794753136675,0.0132843763892827,0.0137120788924855,0.014341035957479,0.0142922223329999,0.014242309605376,0.0137136091165292,0.0135009994796043,0.0134130385862766,0.0139717797431662,0.0146873337356558,0.0139573900580085,0.0146409846943057,0.013645184382318,0.0139924775664906,0.0132512250049972,1.02212243899625,0.958864328485409,0.946738576115361,0.943191064994705,0.940426598789054
"338",338,92.508547,27.228429,27.692393,0.0076093166,1.4936039,3.3805036e-05,0.0065537667,969569.62,34.3782024383545,18.2772759033873,21.9252300262451,24.0544929504395,26.7483701705933,22.1059255599976,25.9777431488037,22.1475257873535,22.0842609405518,21.6583471298218,19.6572017669678,19.6243209838867,18.9879512786865,19.8129329681397,20.0011596682452,24.56077003479,22.5421180725098,23.0708961486816,23.0131149291992,21.2209990551469,22.3785362243652,20.3020800823974,21.2096557617187,19.4730215072632,20.040412902832,-0.0007281318930618,0.000374478716403245,-0.00125326610449702,0.000417843854986131,-0.000504215534776449,0.000782800063490868,9.27015165798366e-05,-0.000283147618174553,-0.000366202980279922,-0.00027350614592433,-0.000227545343339443,-0.000220548324286937,-0.000302737887948751,5.91474673710764e-05,-0.000349423963576555,0.00044642986357212,1.1699274182328e-06,0.000347500998526812,7.9042858676985e-05,-0.000423850562423468,-1.84648199938238e-05,-0.000481942929327488,-6.67068143375218e-05,-0.000541257757693529,-0.000147494725417346,0.0209874472406876,0.0121016460904523,0.0126662450012839,0.0131987601097123,0.0138620724630186,0.012532375883507,0.0125309244031671,0.0129029580106126,0.0130817363930172,0.0134747980790209,0.0131624665667331,0.0130344507942959,0.0129828694315553,0.0126694649033364,0.0130435903210768,0.0127244353759432,0.0127512396471786,0.0124081780054887,0.0124412733938259,0.0128164207740378,0.0126162624356657,0.0130283061493484,0.0126980511116724,0.0131120640757889,0.0127145494731539,1.06263132266797,0.927356966259734,0.895551180993595,0.886783117513308,0.879137745987488
"339",339,131.14951,18.203847,25.047329,0.0097837022,8.9008354,6.1240864e-05,0.019157244,378685.7,31.8338203430175,20.3477172851562,32.9378619954874,30.059206023027,27.1912174224853,84.6473947939265,28.3096714019775,26.5328807830811,33.4956983317609,310.969699686159,23.3636779785156,24.8516941070557,31.0751817405657,813.30070041243,24.5993738174438,24.9071884155273,27.3185785576293,35.7569704055786,37.4775905609131,24.8009357452393,25.3372344970703,25.6575330871422,34.6268978118896,30.8636366867775,24.9658260345459,0.00275707005336881,0.000182078931480646,-0.000495171464979649,0.00052844899520278,0.000355309779522941,0.000124645113945007,-0.000159624269232154,-0.000164463261142373,-6.12657219171525e-05,0.00045488802343607,0.000474955070763826,-1.8176894634962e-05,-0.000245772004127502,0.000207456983625889,0.00032310388982296,3.0206236988306e-05,-4.94197248481213e-05,-0.000171013217419386,-0.000321448599919677,0.000152314651757479,-0.000113329006358981,-0.00010151512734592,-0.000163086999207735,-4.83856350183486e-05,-0.000116058938205242,0.0224715584913652,0.0138959419241199,0.0231755219452865,0.0178434044043107,0.0198477462992071,0.0174235214644527,0.0201279037521007,0.0192938180756092,0.0195212624689922,0.0190577139316254,0.0179374100222402,0.0176340953009141,0.019285517410215,0.019345024590618,0.0186856234754094,0.018367198375742,0.0182624326958625,0.0183198371264452,0.0191760876633978,0.0188359624912021,0.0188155595214568,0.0187972767816529,0.0185912726987552,0.0184642552350896,0.0181821136040702,0.95763484052072,0.92795590039168,0.925967608633218,0.925946032129189,0.926095740131471
"340",340,129.73821,46.060873,12.459219,0.017682479,9.7402732,7.5201497e-05,0.030797274,8398638.5,22.7936175763607,120.553099274178,24.4702205657959,36.4260773658752,23.0634613037109,32.705596138381,27.5523071289062,25.1323971748352,63.3997270449581,36.1220645904541,29.699310541153,24.3893638585481,25.9186935424805,24.4534366130829,37.8269610817525,63.9053469881027,27.4521408081055,22.4275822466808,86.2664576813219,24.4106597900391,35.1224162578583,29.7599254226862,26.7225486570713,25.49049949646,35.2869319915772,0.000754697268130258,6.4990261569619e-05,-0.000395275700837374,6.56181573867797e-05,6.76833081524818e-05,-0.000343497280031443,-9.96578484773641e-06,-0.000528930116444826,-1.84737369418143e-05,0.0003397470228374,2.46457662433385e-05,-0.00037346487864852,-0.000173798499628901,-0.000137223465368152,-0.000193368595093489,-7.42028187960385e-05,-4.02080398052931e-05,-1.48493638262151e-05,-0.000225941717624664,9.92445368319748e-05,0.000155905349180102,-0.000207243612036109,-0.000570913229137659,0.00022149933129549,0.000283760691061616,0.020408691686919,0.0188560440627716,0.0193512221510621,0.0187801154755954,0.0186204342097497,0.0189634507003235,0.0191052692433068,0.0197644188455868,0.0192966492754396,0.0185463572653651,0.0182543135082331,0.0194390032089633,0.0187828491802209,0.0192078802032531,0.0190790568153991,0.0189968856773123,0.0185557509337114,0.0188989897004221,0.0197071128536231,0.0185114421814198,0.0182934913810445,0.0189764402600004,0.0194872923726346,0.0189203200936824,0.018290299840941,0.971731608586852,0.972444903180003,0.972558794077874,0.971838731776855,0.971796191175236
"341",341,170.05551,44.08769,26.091832,0.019428678,0.77210275,1.1564482e-05,0.049779601,3226569.5,13.753870010376,18.9677352905273,44.257310155346,16.3700847625732,16.3741664440433,17.6542196273804,16.82870054245,18.3281259536743,18.3439912796021,18.4711875915527,18.781156249322,18.2651505470276,16.5097632408142,16.3891754150391,16.7932758331299,17.6399726867676,18.3116779327393,18.7596569061279,18.8330669403076,19.1793394088745,19.5264854431152,16.8415651321411,16.8256549835205,16.5989742279053,16.3034180871444,0.000539310730062425,-0.000660512484610081,-7.71897919476034e-05,-0.000298522481694818,0.000121532337740064,-0.000190192752052098,-0.000103494707494974,0.000173898731358349,-1.9663907121867e-05,0.000106913393363357,-0.000201587317511439,-6.18283990770579e-05,-0.000230982199311256,-0.000453379444777966,-0.00028699242696166,-0.000149217221885919,-2.14669844135641e-05,0.000118634348968044,0.000138566735433414,0.000296071163844317,9.2189548537135e-05,-0.000116271439939737,-0.000396134972572327,-0.000653528332710266,-0.000522009897977114,0.0073818875877413,0.0111903132624744,0.0116163065661452,0.0103367980623573,0.0104138115547091,0.0108371665619955,0.0108214468569181,0.0108195283804702,0.0107845494486838,0.0106155071965619,0.0106543686372846,0.0108099722584785,0.0110932567435068,0.0111173762420629,0.0108162807603676,0.010650260794803,0.0106177040516444,0.0107116575357017,0.0106304031958283,0.0106484318918399,0.010698033239796,0.0107505343013374,0.0108751409010176,0.01112415439349,0.0111746950084128,0.944570726674671,0.981380138922444,0.993553575874927,0.997697907209416,0.999748818936059
"342",342,82.925521,4.7993341,25.421095,0.012793088,0.23097929,6.424834e-05,0.035750472,7569302,28.9075660705566,24.5074854502065,28.329963684082,21.966947555542,24.3425074440259,133.308099074696,25.9728507995605,22.5867977142334,21.1294269561768,20.9466686248779,18.7036148663026,22.3732277661758,19.6231098175049,20.1242923736572,17.5994502068877,17.1036615371704,17.6374045394304,18.5352376145408,19.232837677002,17.2806885911676,16.5787887573242,20.5268062294342,15.1431970596314,28.8947551063157,17.2021217346192,-0.000139542769640684,-0.00015860884450376,-0.000836536824703217,-0.000100378284230828,-0.000942458656616509,0.000114295668900013,-0.000202330195344985,-0.000996390823274851,-0.000572791076730937,-0.000416984651237727,-0.000126840066630393,0.000364116679877043,-0.000696948055177927,-0.000270277775125578,-0.000634166829288006,-2.93993190862239e-05,-0.000124959666281938,0.000382327592000365,-0.000422858700156212,-0.000919525304809213,-0.000344469068571925,-0.000197692459449172,-9.28930006921289e-06,0.000403250940144062,0.000486871529486962,0.0137736104538196,0.013194891788508,0.0128363549542343,0.0115665630143692,0.0118775614201918,0.011517520697628,0.0111006542540681,0.0101466450081349,0.0103116535034399,0.0106982214879232,0.0105887437036021,0.0101312041816854,0.00921181984777443,0.00946414656322455,0.00962402697292933,0.00940544198380549,0.00975579929445998,0.00948553985877018,0.00852035592340936,0.00879565992704969,0.00863703172323593,0.00894961752100153,0.00895270343587697,0.00903965864757283,0.00933987324970036,0.486021421698388,0.447044846476638,0.405793842572408,0.374272611437482,0.344583409714469
"343",343,169.22936,9.4077316,22.342731,0.01843473,3.6688967,2.1848056e-05,0.048182023,3174546.8,15.7474498748779,33.5628578133603,30.3219261169434,17.7874488830566,25.6209754943848,21.5403175354004,27.7921333312988,25.0098476409912,25.4397916793823,25.7463793754578,20.7425212860107,20.482191677616,72.7051030497898,1044.63059823438,26.6102695465088,28.4287023544311,29.0571386950346,22.372805595398,23.3747415542603,24.241003036499,25.2681865692139,26.8018302917481,29.4167886597346,40.7092011012993,27.6680717952174,0.000986305452883244,-0.00091585859307088,0.00130235548689961,0.000131013865116984,0.0007987452885136,-0.000263746406883002,0.000727407648926601,0.00014871771261096,0.000272474281489849,0.000223311807960272,-0.00024708803743124,-0.000377737203612924,9.35044083744286e-05,0.00019493867456913,-0.000163729917258024,-0.000194325812160969,-0.000217720674350858,-0.000562516206875443,8.30674786120655e-05,0.000169382229447365,0.000221576558426023,0.0002620984534733,-7.01796320499852e-05,-2.9812448658049e-05,-0.000346430352889001,0.011295858073571,0.0129888271354597,0.0146911087226833,0.0129991050804306,0.0134915831936452,0.0139262295982096,0.0146309661123548,0.015452052209232,0.014686137024601,0.0141980820549299,0.0143173497009064,0.0148154536233182,0.0159109998057215,0.015407001116002,0.0149541759487701,0.014754741633067,0.0149746971164796,0.0153950323214118,0.0159087898025758,0.0154769373595165,0.0151453172679488,0.0149947721559774,0.0149501634677695,0.0151078233140386,0.0153712756918522,0.753781241918914,0.871612561370348,0.925248649270507,0.948041179187906,0.963703877845158
