"angle","gap","Re","total.conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
8.4438139,25.25,2.505,54.7262576284487,1.20565493708993,2.30639348116615,1.51717144793564,2.33375560367609,2.25094980184523,1.69838085845915,1.66642218264658,2.11327672280773,2.44461303850908,2.36766095411908,1.54463557516071,2.0794091772242,2.43283746998864,3.09884452635949,3.09179557747287,1.78400354316197,1.75256864259144,2.1501955715685,3.0064310050703,3.53223591606808,2.33617767617124,1.91388821059281,2.05798745243031,2.50344984157643,1.53751841475702,5.02921986619171,7.94950844662705,10.5495954678208,14.3102453311429,16.8876885166662
12.497732,10.960581,2.505,182.252111730332,5.27608416190226,6.17858327753314,6.11355783520861,7.49219844177131,6.06054738304155,6.7897840438719,5.67027775184286,6.81197864720846,7.47730274093444,6.76901281903616,6.84938981797397,8.41684164023656,7.8858743827857,7.54904799526631,7.15048352886175,6.55949924718768,8.23976742422785,8.86509100667478,9.68127819396138,7.97412405486615,8.04377931711997,7.2460458507658,6.12101062995217,7.94238627066882,9.08816526743254,17.568225274644,26.0128076205276,36.3245256653896,46.2497635850041,56.0967895847668
12.497732,25.25,1.0645111,44.5015349541384,1.19544912145174,3.25480632056498,2.16992997236544,1.93945155623782,1.65409282088349,1.51383583386449,1.40274852904857,1.63231820830322,1.47113214445723,1.52146653200644,2.11224255517311,1.95331957299673,1.35019197904933,2.34744209463676,1.49458328513055,1.25885316565034,1.36441158342702,2.19529847218889,1.82892259749083,1.55984501835848,2.58956304438215,1.82085943600098,1.45063238001872,1.23989795923324,2.1802407712179,6.62018541438216,6.51012874003437,8.69047901293673,10.0107805800829,12.6699612067023
12.497732,25.25,2.505,48.8800672821102,1.22184589793211,3.79273287387445,2.4197139680488,2.18164352225392,1.78765547363155,1.6221023345067,1.49793386337564,1.73460342696016,1.59520486349604,1.63606082219911,2.34664572778264,2.17498386878374,1.43723621423659,2.63798498851571,1.61707403154697,1.36845064712094,1.48815725822031,2.46175643535755,2.02588782676417,1.65593992554593,2.8961489677792,1.99129419058386,1.52799941537865,1.3234688899394,2.43754184827611,7.43429273985536,7.08933519376781,9.48749870922169,11.0106595749981,13.8582810642673
12.497732,25.25,3.9454889,51.5065651608729,1.28835421445804,4.08507649805335,2.57187288641836,2.31526029669202,1.85303390639428,1.67927923489443,1.5498104256979,1.87526212850613,1.66467889695233,1.69648549816204,2.47327153826083,2.3035248523937,1.49050412298604,2.81863273944451,1.68169899655781,1.43972192848195,1.5604558274441,2.61164901675856,2.15315234769083,1.71753610890842,3.05118997270767,2.09718889100924,1.57197632493328,1.37043088451036,2.58651762255664,7.94530359892974,7.39738386367864,10.013222914275,11.602662631673,14.5479921523165
12.497732,39.539419,2.505,20.2978024100891,0.314276022828781,0.992800373681006,0.869046892825073,0.972050160393994,0.735183361830097,0.945565220783833,1.05499965998196,1.27012221950564,0.307495955433409,1.41843579541163,0.536096084342781,1.5734432569848,1.20110442943574,0.350878094037376,0.615927629162385,0.56764749431429,0.605918433014503,1.02585731842327,0.70719922497762,0.451997371993114,0.762550308010796,0.580213783715793,0.826157921390923,0.661416150047074,0.951419247563185,2.17612328933486,3.70779840298988,5.10559331167826,4.36733339838756,4.9409540076985
20.2863,6.0787324,2.505,314.921444719639,9.50156316239923,11.5412416327724,6.22341223771722,17.2329954008942,10.4675775329852,14.8057455958059,7.88792381327536,12.4336515148016,9.11083313572041,12.7760902797963,15.5892217977998,17.004227172109,11.4821684487779,12.5588119126009,7.93696058757051,10.908098029807,12.736362750291,14.0515219094984,13.4112930422635,13.4609911566573,14.0442296878554,13.896424382289,13.9547033164518,16.7730841998691,15.1323120196306,27.2662170328888,50.3942423429606,66.914023900227,69.6739236385457,100.673037805017
20.2863,10.960581,1.0645111,156.371181084673,4.31786419344721,9.68559707453288,4.23008464658699,6.13152803697975,4.6970079502161,7.20275627659673,5.01886162511629,6.32095022946307,6.94298161668532,4.36617685895834,4.53993579115744,5.79403328280485,6.55753668511193,6.84917729833865,6.42677296749965,6.57470332157056,7.40650028072151,6.93335942146716,6.73120373832086,5.67799056324297,6.94275979750725,7.02758283573537,5.89998551056746,6.55632469427745,7.53950638776714,18.2335459145671,23.0501538889089,27.964077779069,40.7480499747094,46.3753535274185
20.2863,10.960581,2.505,170.452302139621,4.37742879534478,11.5359693436293,4.30220614360129,6.31819300735879,5.0676590762046,7.85532749590317,5.29893308833999,6.79707973172708,7.65645799031141,4.58692372820691,4.63029302890388,6.36272222610492,7.46585208445271,7.47346291492175,7.00660012633606,7.52590546334027,8.25455673564826,7.82794185594896,7.32595619488503,5.90009125544815,7.56270669857156,7.68873399050118,6.32721587030609,7.07305585882297,8.23102943480154,20.2156042825754,24.5401126678066,30.0334767052542,45.554319180648,50.1087893033365
20.2863,10.960581,3.9454889,179.460091614977,4.35281861520948,12.5196880011356,4.51415659033147,6.71261111548821,5.27471990170263,7.66707693025548,5.45772380303145,7.06529104471763,8.0212814024422,4.87438907148925,4.89648255994103,6.67194764511874,7.9401662462254,8.17632407938119,7.36345963945351,8.10858012408402,8.76643758334483,8.39812326302481,7.60481271908825,6.29412464423656,7.95102645504357,8.05904701284296,6.57238870151941,7.50358821737856,8.69382624849085,21.3866632066766,25.1121317504778,31.5293917237089,48.7530909355137,52.6788139986002
