"angle","gap","Re","row1","row2","row3","row4","row5"
8.4438139,25.25,2.505,0.704447208692242,0.860883713437167,0.932308207488774,0.962457785827573,0.978504617903382
12.497732,10.960581,2.505,0.420814007394947,0.663622190937167,0.787307681356906,0.854798805304066,0.895190252952355
12.497732,25.25,1.0645111,0.709136510635338,0.860470797475233,0.929581724867846,0.957803932550523,0.973673496267293
12.497732,25.25,2.505,0.715656271841532,0.864814120158941,0.934067715167378,0.960641314331006,0.97636632962036
12.497732,25.25,3.9454889,0.718272066206361,0.866585306023869,0.936294049862772,0.961863902107616,0.977612255488445
12.497732,39.539419,2.505,0.860748270229281,0.931367814044934,0.969988187582543,0.985569410338066,0.993219736523655
20.2863,6.0787324,2.505,0.405691437878413,0.535504533307685,0.640387233831085,0.716162256461879,0.772993293886781
20.2863,10.960581,1.0645111,0.50815940183568,0.682228905789088,0.783258884227058,0.842298297629119,0.880293689016738
20.2863,10.960581,2.505,0.527436389125457,0.697573242033056,0.795812483992583,0.852980829987088,0.890967989221681
20.2863,10.960581,3.9454889,0.535193562908292,0.704245795418198,0.801107459613898,0.85726343658486,0.895753999413185
20.2863,25.25,0.57238131,0.743111350786057,0.868255975275048,0.92558030049239,0.951813324881756,0.965363294219909
20.2863,25.25,1.0645111,0.751876677375209,0.873590435255901,0.929899060929699,0.955592099623367,0.968756819731013
20.2863,25.25,2.505,0.760149573272017,0.879325775568335,0.934633852212185,0.959724698090771,0.972500034528008
20.2863,25.25,3.9454889,0.763636585889811,0.881834437676201,0.936748649056147,0.961539949214008,0.974213882972253
20.2863,25.25,4.4376187,0.764400413171,0.882435797173336,0.937261326057875,0.961977430323993,0.974628758792921
20.2863,39.539419,1.0645111,0.877860521755647,0.935346612376258,0.968117640967442,0.981282186570461,0.988002074100756
20.2863,39.539419,2.505,0.882161519788982,0.938491639611505,0.970754126921141,0.983652906653782,0.990299843673129
20.2863,39.539419,3.9454889,0.884255063131762,0.939927763589852,0.971962094723325,0.984757094440283,0.99139574384278
20.2863,44.421268,2.505,0.907502831453458,0.94991836929558,0.976937078627137,0.988390371013278,0.993205734639584
38.038476,3.9368763,2.505,0.500710895983114,0.508524361082818,0.540244515858746,0.576281944250998,0.610994558468228
38.038476,6.0787324,1.0645111,0.623618302715477,0.619894581551198,0.652089990766253,0.686562135770703,0.712762459127019
38.038476,6.0787324,2.505,0.662076134552869,0.65382064821121,0.684251891617217,0.716710064849661,0.740399320878787
38.038476,6.0787324,3.9454889,0.678456721613184,0.668282429475803,0.697755158370419,0.729390846062258,0.752105622408853
38.038476,10.960581,0.57238131,0.778840829084317,0.760276551218315,0.792435662584224,0.817532799289717,0.835726766979788
38.038476,10.960581,1.0645111,0.8059505267775,0.780517575942601,0.810429577985778,0.833974062263539,0.851099943139901
38.038476,10.960581,2.505,0.832470299823908,0.801988529729424,0.829142708019159,0.851140771048667,0.86724733938269
38.038476,10.960581,3.9454889,0.843392438001465,0.810917208323372,0.836825815214543,0.858248574090152,0.873978677499884
38.038476,10.960581,4.4376187,0.845926270463193,0.812986113898611,0.838597739123507,0.8598906629259,0.875542442662021
38.038476,16.835469,2.505,0.900939423647554,0.874824827784129,0.898068063911827,0.911388369536435,0.923871678693686
38.038476,25.25,0.3564649,0.90487460289815,0.900156145960015,0.9198034478984,0.93015398085195,0.936245004612235
38.038476,25.25,0.57238131,0.918618375722726,0.907952175473717,0.926680740408095,0.936557100791348,0.942373512165117
38.038476,25.25,1.0645111,0.93043289594522,0.916104196284044,0.93390841881861,0.943296480425246,0.94884418128718
