"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","total_conc","norm_conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
"387",366,124.92426,24.793286,8.2947041,0.006516046,2.1734653,1.9726525e-05,0.0099047975,43794.812,308595976.099865,2124.38599610457,23506150.3070574,8474797.08438741,50944111.7731984,5491737.83121181,13710592.0867599,2138303.09872772,42528090.2810944,40636640.7725225,11104361.6917753,3760408.35753714,1334108.13199524,657873.744484275,36794652.8380507,11009132.6872096,3329841.67868268,1077176.76490241,457994.129795113,299119.948236859,33515340.2806518,11057668.9613024,3908289.58319621,1551234.24636716,702415.032587572,340114.960664612,265819.827466563,82925059.1646432,63868723.2977939,57493392.6983144,52967918.0468774,51340882.8922363
"388",368,147.07824,2.5199513,31.151398,0.017516172,9.8494098,8.1058184e-05,0.011934351,4147049.6,298875129404.359,5457.12231381655,31891674801.5477,31912696891.0309,54895112569.8,3907185145.15301,6171627710.83228,10638479044.4602,33152030791.6081,27550925304.5788,3328703414.45478,680898084.720316,971181646.733674,5499498388.48304,25765131670.9059,3213882823.4117,589355936.158129,310045039.682884,637303796.060672,3567756444.1145,33576279425.7866,7922638769.16227,3318387437.16233,2080686048.33853,1607710219.22246,1699510247.14518,3986427753.80514,118699484262.379,53869322692.0536,38031206838.9706,34083475710.3338,54191639900.6226
"389",411,9.9501823,15.662637,20.169668,0.0088309804,2.8661149,5.5954124e-05,0.029830393,238076.42,12841583796.6759,12684.5257757173,12631971.3404282,22718858.9793306,22563548.9424784,24401156.8182027,26027584.2091358,46795174.7936579,48471297.605029,140268284.439062,90794031.7948533,79537441.1552488,81953345.7414804,119869264.729668,469852199.652178,362534289.137818,351986741.387696,330140749.221157,316350477.907661,349826834.083608,1804262247.91058,1510585831.60382,1408394960.91633,1372156993.30339,1346492158.11638,1263029813.31493,1239938539.5718,57914379.2622371,145695213.426025,512422367.860312,2180691291.39012,9944860544.73723
"390",372,127.40873,21.244698,17.916322,0.0040193009,3.2495343,4.5313231e-05,0.047742172,5451584.9,227252549698.563,11150.2164969137,17869405288.9299,7228262451.8222,40034897304.7368,3911417106.58702,10022718087.1825,1601219116.6954,31177330058.5589,28704838918.3599,8170662709.61714,2512413635.05204,927523921.262966,467296663.84525,27180385505.7302,7488472685.29732,2140316732.45373,710410473.847027,291812921.644453,200534493.183367,24403574014.9346,7651953439.03997,2650528321.91456,997466789.933578,462499729.087266,260555288.241208,186054040.606119,65132565045.4889,46712684369.0238,40782735848.1373,38011932812.1561,36612631623.7573
"391",415,53.46398,8.1865311,28.990194,0.0059801076,3.7694768,6.8951427e-05,0.0085853215,8493935.2,194936541348.368,3058.25739767904,665297736.56709,319838774.380047,2788115779.49519,247024321.463059,953865248.665933,205548552.649832,5607130418.18797,10830196547.1761,2126506093.06312,686412239.402444,396755270.111012,445807979.669533,22411280845.012,6489953662.84712,3291929442.75421,2036116087.96121,1486009098.64065,1332852307.65969,56300958488.8715,27400607848.2863,17174679404.9216,12776592538.525,8905190973.27487,6018893581.22908,4038978107.55303,3773252290.44232,7013568540.9668,14485678129.4222,37048141444.8748,132615900942.661
"392",376,178.47595,20.946939,4.0232601,0.0050976032,7.6381609,8.8074757e-05,0.040522777,1209314.2,74479532153.297,18546.8019329951,10641012487.6313,12427246048.5039,12844824358.9235,3375953480.6354,3541017507.3331,5997239852.41306,6440742466.64884,3640948460.02573,1515677147.37861,1011289944.18909,1420321897.64141,3155262634.43942,1878465759.65795,792810201.233167,385323409.259836,374505145.770898,676107532.040959,1552743663.89694,809037299.268459,447852253.210715,217067761.191817,141857732.102224,192591783.588767,366813833.931172,632819492.380667,35913082895.0587,19354953307.0304,10743500083.6743,5659955711.85975,2808040155.67382
"393",370,28.934804,39.463315,14.629994,0.010018363,6.5423377,6.2092609e-05,0.0052048101,4153215.1,8235957436.62881,912.843022217582,11163586.8913673,14008405.8264545,10949421.5717412,26203963.4950699,27383654.655248,33660499.6886724,33223123.2236513,112764349.238311,96565761.1270108,82119504.465984,80594474.2587459,77062466.6358523,390330580.78612,337592975.815511,282519677.105653,254486929.150039,217189485.449603,181380988.483946,1304413310.93466,992583565.264763,1035073213.78285,949585243.183274,697844083.717329,610322268.416246,376935903.460707,36121414.2895631,120471241.062642,449106555.725904,1663500636.79087,5966757588.75983
"394",374,104.8358,14.02987,24.533737,0.0092304455,8.565706,9.3215306e-05,0.012022672,3730645.1,58920808380.1141,2672.02621810923,2344346368.74854,683326990.582243,7655039786.32046,491469514.502109,1856961216.69226,171809788.224262,7501881761.6162,8242176504.45753,1773625613.5412,434874115.53853,119297543.424904,60632041.1337575,9273353274.83902,2072568827.79642,505381981.976137,126524114.386958,42588806.1993169,30782272.9598828,11399229796.8071,2922703822.984,798701144.252366,256002235.887621,84732259.3394491,41102993.1770723,31695604.7267439,10682713145.6512,10022122281.0348,10630605818.0959,12051199278.1577,15534167857.1743
"395",380,30.812207,30.046099,48.483071,0.003159632,5.8990084,2.9287427e-05,0.028588409,4779339.8,80131985777.1075,6031.5165316549,77327353.4813885,98832155.1957061,80563609.3435804,201597519.048131,209954696.124036,265203858.260707,273524428.605615,1022771806.74529,800797524.636775,690632250.200155,599950187.633832,645513242.066401,3863953582.09842,3017441294.8682,2593604945.20004,2205214314.20276,1850542323.44238,1542222216.8567,14095815837.3537,10814524375.1324,9797481755.79665,8738662203.47151,7227437051.84253,5873319270.38716,3545097975.1134,256723118.020675,950280502.038489,3759665011.28245,15072978676.6685,60092338469.0974
"396",378,50.312114,7.9550634,46.698807,0.0059185193,0.13673399,2.5927798e-05,0.010056124,553440.68,15398614677.8885,3672.81100192083,45870450.5173157,22388213.3883688,182751641.075137,18587827.9331984,62111209.8549695,19382143.0424844,384094714.889951,771061938.024017,153065281.29884,55720873.3052758,34848991.2111986,44129364.5915662,1619399550.29797,507202973.720512,262232707.789092,182504211.350936,133258593.212721,127323983.624355,4338962869.92874,2181517439.39551,1435941529.49054,1071265223.52997,774232656.674014,564642066.242676,406118223.499191,251010304.980822,484175895.720603,1058826448.4309,2831922019.99559,10772680008.7606
"397",382,89.224394,34.342614,37.131866,0.015297596,5.4237114,7.3139557e-05,0.031401446,165486.01,1795656566.20957,3085.58639460986,23947714.0947557,5600159.59445034,117955994.771453,10670791.2765833,45291048.8476995,3282364.24659716,187202029.946538,267032954.526678,71272286.253245,16649605.6085552,4358657.10639365,1473340.3791464,323708002.338234,88986807.3574919,24113348.0944251,6485075.7207919,1818804.67872145,687068.179650767,430978446.83694,119560663.119929,32669960.7222115,8535330.7873522,2352631.15815073,704064.910988218,319415.652588812,147503868.460659,246446234.317418,360786843.874019,445799106.369315,595120513.18816
"398",386,140.93856,28.015695,39.392358,0.0063470638,7.4615591,3.4233921e-05,0.042950417,3445769.6,89140020475.806,8885.74562895603,8976995817.56181,4235618842.2399,17211344659.9266,2180364787.25205,4189378902.36561,866505950.651776,12384750871.0251,9776151763.43693,3372373545.23481,1137353730.57963,514800171.976802,230690026.72459,9152682874.7031,2633311108.86989,984580379.569753,361638800.406398,150141856.286301,79441569.8421257,6431827058.34019,2503590824.63199,991761763.22993,416832642.832695,199908779.976662,107319897.24796,50653850.8934506,30423959319.7283,19621000511.2945,15031369237.9528,13361796589.6776,10701894817.1529
"399",390,105.2617,7.2611068,13.674478,0.010762328,9.4899655,5.989295e-05,0.038703634,3883819,408626327689.129,11692.7096263578,18886926117.9642,8567528340.25451,53844629387.8123,3231217365.85831,10496917339.7469,1937890567.6235,50515140587.1244,52619579354.5112,10055268785.8417,2037237571.17286,660443155.536934,771053607.510418,58773710207.5121,11775229637.7852,2394783989.64873,658294189.786668,311628790.194194,483229505.363745,87225044656.5527,21962855536.2466,6691519414.94119,2429288212.81651,1033815416.28544,608551284.053619,654544666.985151,81299083846.0311,66181165860.3531,66143582474.5731,74396876320.2907,120605619187.881
"400",384,29.35459,41.340113,25.67471,0.01969205,8.8078543,6.656925e-05,0.0084694404,2989732.8,8904572821.85877,1423.73038687458,12394408.4808594,15226715.3253253,12438561.0837254,30042367.4282379,31561737.2555378,39011060.2644749,37576511.6025538,121159332.940903,105310032.307336,94170834.7615892,88801625.6170878,79339396.2204735,403639137.288689,356913751.194977,321077859.417073,256859124.820058,255322938.100917,173272024.338187,1360448462.33699,1254431243.50774,989972213.99884,1025878619.43588,762338518.52419,689576125.912385,387810219.694741,40059684.88991,138191676.550804,488781221.84739,1767084835.1599,6470455403.41076
"401",394,70.151654,30.770449,11.913148,0.014160822,9.7667791,9.2993795e-06,0.040774399,697454.89,14677418873.2363,6928.4510004404,88065466.2064571,31472382.7871438,345692745.281536,51908905.0893122,203712737.201124,21332745.9247727,836862552.241182,1345662524.99964,395477013.051403,129417283.832978,47337552.3815937,22012076.5855986,2091722006.35632,745741683.213167,326514749.477321,139259289.03102,61345144.9533382,28665501.2292398,3982224877.26486,1854642004.24525,996048307.94889,544902160.641163,257558804.065117,99923269.1124534,29917090.1154291,465230594.275137,1113816940.45639,1939906450.85122,3393248374.26041,7765216513.39317
"402",398,118.6296,19.78149,2.7116688,0.00815974,4.6399476,1.4391282e-05,0.017505994,8596945.6,148105949074.589,4192.33068888365,9709291388.59731,3380390905.32406,23433292841.169,2218523363.75417,5924667775.77456,800394842.969025,21196464123.0411,18695785358.2267,5267707595.6571,1502567427.29571,502379270.337873,256897876.08172,19046813624.2128,5210060405.76825,1382261221.53952,441490043.073766,170841470.154201,120948640.035464,20160807055.5477,5541610972.76741,1929119330.8074,654985919.050992,285606615.625771,156735449.003315,116305558.773963,36522975135.0903,30140050105.5388,26225337527.5991,26372415404.784,28845170901.5766
"403",388,78.556622,37.983074,41.686917,0.015642215,8.6536179,8.2373154e-05,0.025874197,364466.17,2857478805.67672,2837.97065024572,22587951.8676005,6715065.63943833,99526692.8399129,11700921.249777,46949772.6247901,3803283.50983886,198884530.325354,335703011.143035,93763742.4813178,22341043.0439082,7470626.18057678,2401950.77911459,487466640.566423,150936177.537196,44770130.8775781,16092900.0368754,4959702.44803154,1830183.37023018,800790233.128001,318033676.639104,114186130.756179,46728164.2840775,14748153.4253303,3985473.35465264,1102647.56837353,128829710.346952,261338507.70976,461680373.627952,706055734.836334,1299574479.15572
"404",402,146.86779,9.0752011,24.721434,0.0049204807,8.0972743,9.8669715e-05,0.024180828,2606332.2,158092395993.398,8730.21249078788,18408471000.9297,12893783989.9541,32244476737.0089,3436284069.37726,6416219276.32269,2998161776.13482,20781518396.0255,16991279498.8229,3823622235.81502,1229541619.2519,710333566.112591,814202529.991481,14143021087.2813,3248364461.91659,821632528.771745,294118068.725478,204146849.18223,260410979.906745,12428447532.0373,3584603950.37011,1193060771.87955,514684200.037958,280982964.452959,192744125.037666,178283778.051145,63546731727.8927,33632183517.8603,23568979449.9939,18971693975.7841,18372807321.8666
"405",406,1.6825539,42.25138,24.244974,0.0035933671,8.1148515,5.1360562e-05,0.02280611,5095417.6,66501153144.1762,7243.72924637485,101975762.824214,169416605.7971,151930403.18544,228339483.535674,243972673.65078,330391663.152575,335834974.269839,828994324.014871,705671615.709684,614775566.839501,653273334.651144,859116636.710653,2381215502.84489,2252938765.91919,2175997520.82415,2244191311.78021,2028539561.73493,2052567039.06637,6091932340.60662,6766438231.00865,7403226501.90872,7501993647.3087,7275599908.65991,6954528705.98303,6148291062.18938,423322771.806754,1138538794.60887,3661831477.92585,13135449702.1697,48142010397.665
"406",392,12.032958,29.042862,25.92243,0.01238071,1.2483417,7.8328588e-05,0.015600525,8373179.7,101248743102.907,4711.15865142376,129402692.710311,195090076.91448,186902674.817215,290090263.457238,286930427.474876,438450639.965453,402853142.864089,1215175960.6002,952515749.031961,893005432.164899,898032057.915671,1042064053.95601,3654221928.13049,3261773985.6719,3130592003.43304,2663148027.84465,2918220986.04746,2769411298.36375,12340120735.0096,12069168482.5604,11384572976.3731,11432586737.7917,10644025912.1112,9827026195.9376,8223360661.75914,511395444.442006,1418324473.76166,5000793253.66875,18397368229.4913,75920861701.5428
"407",410,39.723327,13.863846,40.444289,0.018770502,2.5069832,9.0364488e-05,0.018766278,8468067.6,244075693464.995,5625.16800292253,208582539.774122,183720191.744348,553769310.185896,319795139.763119,565369504.206494,413372854.377006,1996959459.90529,6398022892.0251,2242175659.69067,1254171670.94806,957456833.282326,1079497765.55638,20252121428.2343,8610605764.88091,5707164289.16372,4380787585.27864,3539367610.29336,2964523346.92347,60540547707.9476,35670893861.1755,26798604759.7038,21996587809.557,16732221087.7048,12475709767.5611,8233664625.11233,946072041.704366,3295496958.25191,11931324821.5025,45454570024.7744,182448229618.762
"408",414,130.27747,26.023751,14.363181,0.00295829,3.9378158,1.6491281e-05,0.023720984,1835676.6,29114642171.5864,5067.91937610215,2337200273.62702,940067953.074628,5106672182.97314,589307004.159755,1373983365.24136,252636622.466791,4019666582.47558,3580267345.0924,1074034287.60714,383675492.892149,148130905.126132,75803150.9714726,3400188965.95972,974201001.892196,282194797.45294,102380599.910022,49097500.3173782,31781916.5628006,2778902022.68068,984165457.420113,359994168.23243,148624348.033436,62051508.5035821,34764732.0799715,24849986.8335542,8383940409.67478,6235593574.34348,5261911181.68929,4839844782.09506,4393352223.78377
"409",396,69.438498,38.735036,16.623094,0.0086861732,0.58690593,2.6194224e-05,0.016013921,2952816.6,15619066946.8566,2141.27048952985,76649099.5510891,29414499.1272998,318002484.098465,59863637.4262128,213822856.058925,21995152.7379285,748165950.394772,1458103514.41466,436011031.402615,132360881.281842,45432108.8163271,22001381.7746348,2134074941.76253,847797772.047532,348625410.595896,153639603.089512,68962554.2900752,29610725.250878,4422682015.69399,2138906259.57271,978664903.340725,558544639.611795,254443317.351413,94677997.6133214,26614209.551434,424066082.776854,1043847596.61784,2093908917.69008,3582711007.03642,8474533342.73539
"410",400,96.959032,7.0380386,9.1041849,0.0089407275,6.088989,4.0844097e-05,0.026422008,68443.776,4924282597.55913,7289.35884600274,168447351.140643,62366105.2092302,555117473.284187,27049652.4611501,108570508.099461,15729703.9658995,572669663.819685,639202262.26582,114528248.552557,21178195.4486752,6099891.70577578,6068655.92352324,763541129.367995,149363851.26819,30555072.9550624,7785379.51953915,3028545.66266289,3891996.42059703,1200564617.22823,320008907.377327,94128457.1745851,31769037.1181823,11859995.9819536,5664578.87041549,5093316.73777709,785930929.634061,724019528.346196,787077253.896351,958165975.194046,1669088910.48847
"411",404,123.49829,17.936677,5.3728048,0.0030570874,6.5470252,5.9636207e-06,0.023327692,2508214.4,69293118500.8966,6368.97264570087,5239225379.44308,2171880320.56021,11205194742.9851,1157935471.96304,2930309529.2419,535605032.265838,9445922422.02868,8786167563.8952,2375765379.14553,771057756.931615,293109908.761022,159558252.446194,8421553246.85235,2387698272.89436,679090902.890006,230683388.30217,95027253.1876241,75934419.7279228,8118746194.87284,2640174523.16083,901959527.124031,341634078.281402,162977810.683512,94518292.6644156,71388830.5877147,18616300442.9884,14069772455.4995,12385658861.1796,11889987483.8544,12331399257.3747
"412",408,93.772812,7.3717438,26.816086,0.018987843,8.5210533,1.9214328e-05,0.019996736,699470.42,36812102312.8892,5293.44485801703,1049730133.11028,372546876.91636,3820887088.17756,186187292.644926,772113130.398325,92069007.1630688,4176556122.64199,4837606405.00701,838375534.547505,155149958.934682,40488695.1684837,35819926.0213431,6021506804.17287,1157549974.4712,236620252.175995,59293299.8734351,20632309.5692598,22381705.2349899,9419801130.66008,2431473528.27443,694046545.209654,230423753.117736,81341948.9502973,33905661.4089865,25595229.0387047,5243164098.2042,5226925552.84831,5907440519.67903,7517984345.49776,12916587796.6599
"413",412,12.714277,14.942012,10.610902,0.0032871917,9.6926792,2.0965416e-05,0.04441929,4942376,411301170812.609,18698.7164413746,404179372.420109,733506311.803257,719010419.388572,803390331.985587,815300725.946399,1498441945.02653,1477660863.672,4659530418.9582,2958964809.96507,2552143447.46407,2594409571.80987,3734824002.76032,15987368724.2838,11861837428.6798,10887005843.6148,10225347614.3264,9862216117.3263,10774072558.289,60317292242.2128,49790942653.3693,45770189837.7494,43606275341.4375,42086010002.3372,40283743431.632,36897506796.1507,1856696103.61194,4594793866.63051,16499872250.9575,69597848286.52,318751960304.889
"414",156,44.611516,49.065866,13.605812,0.006055019,8.6627761,2.2665691e-05,0.04373115,6039944.3,68490167802.0835,6383.18987042842,134280559.745186,109944976.726099,215135029.416671,250861590.560927,363948469.105127,178360416.832923,780721187.93114,2354799774.10235,1145201149.66445,799525458.186868,520737217.946645,459665194.678376,5933640173.55861,2798219450.22534,2632488180.78859,1716085710.13045,1269644021.38071,899718273.462766,15138336378.7339,7945089791.22061,8230640400.05503,5846792102.75808,4448739467.96193,2952309195.58763,1365283631.32304,459360565.887955,1573891664.43012,5279928794.57869,15249795809.5465,45927190967.6403
"415",293,114.24914,26.27378,28.662294,0.010356418,5.1512833,1.3384539e-05,0.0063024771,115900.29,456021074.283341,1175.61449832752,23251111.4478695,7719328.00484576,68651862.3178148,6589736.38679502,19734925.4213201,2310017.64917384,65271664.6694472,56295766.1449821,18191054.2448046,5355015.92682334,1656020.75898915,817418.43573682,62751594.4566062,18408586.2400526,5597441.22610855,1783986.7550586,669517.970442872,396470.385049235,59978467.4437066,19872250.3399656,6230065.97510814,2582766.57732982,976605.568390211,554125.007567362,375274.929352636,99622301.7705301,93906344.1267361,82315275.511336,89607597.033318,90569555.8414204
"416",417,86.004777,41.297103,27.215583,0.0069480319,6.7742782,1.3354228e-05,0.042601073,3308441.4,39976473799.3284,4242.44168741544,517125766.816014,142827592.189585,2219091791.10901,274149744.726632,1059599958.08556,92955689.1003649,4069926319.1173,5419350307.58607,1728738606.98759,431912208.002259,122212841.050295,44009235.0893585,6677526204.15073,2297868509.72344,675242614.285451,195157356.850807,52357941.3770593,21619101.8763187,8940122734.47053,3459549651.50403,1082480617.561,327354963.825805,90219788.5856969,25225261.4868602,9848993.77066896,2879045150.11461,5496631711.02986,7746223198.71557,9919771728.26381,13934802011.2046
"417",419,93.597928,34.691862,36.443587,0.0018128171,8.6047818,9.1532254e-05,0.035197959,1421332.1,16994217490.0134,3590.1724812403,273764134.439986,66819598.1164384,1425765336.35482,130476488.714454,530618044.800036,33583684.5728607,1909348919.9185,2661652489.86821,628068496.203474,192752563.201434,46144868.6147925,14342305.7980659,3075212204.35264,817182508.391909,208035274.628144,62696187.872287,18189025.6041479,6996346.03607653,3493972919.54222,986295408.447045,287070780.98625,88393732.181408,25360111.9479675,7813999.09418242,3662060.32601799,1766349068.91124,2604027138.00585,3542960723.68598,4188311546.8852,4892569012.52509
"418",416,9.108467,49.028637,32.185233,0.0066685874,5.8959644,6.6639695e-05,0.0084989945,5037880,15925776862.2058,1987.05800581639,31465253.6585718,40709403.31418,41041036.6944411,67638645.6759788,58305850.0585926,91345576.6928255,85866373.9828179,205701173.913147,187039033.48937,158793797.362695,183981131.812802,205255390.717351,562285751.801692,586733537.186223,578756774.66109,584095402.446398,543859872.905513,452716923.272923,1589897507.43563,1787649828.87267,1744334707.95486,1580243675.25608,1695760536.97698,1646054282.57539,1216245393.48754,113215693.667193,303156446.410215,940770527.295365,3308448262.27384,11260185932.5592
"419",427,59.611492,5.0350947,35.965176,0.0050788398,3.8079343,1.2252697e-05,0.026000973,2345969.2,255166778458.727,10800.942249127,2090521487.00188,1110315748.35194,7705584103.22117,416155596.050979,1668207263.21731,436624160.882629,11263396741.7544,17399844124.7755,2701541357.56453,655331580.721289,363830802.122917,589417294.16024,29689942979.5953,6785178409.44199,2989838474.03899,2025356593.77162,1517278209.97478,1632607118.5967,74752951264.0685,32377823749.0205,20108401503.6191,14149064961.0795,9700182790.05718,7159507633.46961,5877874512.16866,10906421338.575,13784383761.9053,21709965159.3445,44640201785.4194,164125806413.483
"420",418,82.289141,45.415999,47.3024,0.010572964,7.6932352,4.4516662e-05,0.031227477,3728325.2,26275261416.7394,2840.64808032007,326604145.476421,98346542.1261375,1050716183.96552,153979500.152994,567253913.026727,52132064.1486629,2079727888.03383,3584424675.2324,1079678088.43187,317328029.58099,95155379.6880005,37086888.6513892,3972998386.84063,1362884400.078,551714287.974567,174796158.314875,55768122.4465446,22680945.6177389,6978241487.31216,2346931688.73187,910196916.533221,316661246.859882,99805459.5111595,29654612.4460512,10494405.5578117,1475666871.56807,2853093365.36221,5113673061.58465,6140842301.27235,10691985816.9522
"421",421,27.056076,12.080654,28.296239,0.0066062718,5.7479374,6.6713977e-05,0.023264346,9990782.6,453606270794.418,8076.84938434062,291143657.311801,541216824.221133,483374262.532106,628795765.938532,717775875.005987,1249670887.22236,1488821960.0398,5778742715.54757,3120011463.2074,2266463893.56811,2273151259.65004,3092383910.2947,22835142193.4819,13857524353.1674,11313400154.7314,9637338363.80002,8477943649.42278,8618813787.9512,91773724849.359,62440372363.3363,52472118153.1269,46542223934.7657,40740059618.1597,34523260528.5451,28442796370.031,1315734744.06504,4085064488.20668,16530753242.2678,74740162502.5547,356934555817.324
"422",431,0.2983349,12.471858,35.950073,0.010796196,4.2365975,3.9726314e-05,0.043560494,1841121.1,222951618314.405,24244.4749617919,221961340.685704,461173962.879969,452989251.213183,382400083.532127,383168451.870575,863758453.876504,853707399.841558,2258569890.24392,1337201136.29298,1194646985.53285,1319369158.15878,2289959685.00025,7375343769.49408,5617257350.77076,5251391763.9143,5240045009.17308,5632128646.65957,7168053527.83975,26919137333.797,24718730808.8809,23939805666.8949,23998861756.2755,23968618114.0396,24025366824.3528,27077971943.1847,1136124554.77886,2483034389.12076,8399746855.22879,36284220067.8515,174648492447.425
"423",420,80.368124,16.117277,8.3602247,0.0010161603,3.7677008,8.2600507e-05,0.032104972,3910289,134826326302.691,6118.40916597507,1204429312.42783,301807508.771164,6346538174.42566,398065613.166181,2085494415.69299,124322309.82861,10972812207.0065,15954999770.4998,3364693429.88818,709809193.33556,174368645.220615,67851650.2401107,23339282060.5354,5589023342.76812,1560051184.78136,463026148.829615,146520717.409251,56887632.8841997,40127753187.8532,13931930039.3874,5189323876.37731,1843114157.31647,621096477.546987,191485647.790706,61639598.7076321,7852774995.62466,13580694545.6942,20271722689.1843,31154791087.2079,61966342984.9797
"424",435,88.137307,19.06262,34.670109,0.0022618154,6.808587,8.4856684e-05,0.0076161283,3931904.2,25025925706.5063,1153.6626415945,325690572.154536,69148444.7137924,1652272115.17047,113746370.897699,558917357.418928,27608787.6984293,2680125145.75903,3422209522.83978,775785592.062351,176095745.07939,38685608.0404144,12171165.3521967,4558902212.37164,1106237085.27043,253226664.256564,59090589.4754271,14502569.8664848,5533411.37324827,6764469280.99859,1780437902.2014,476252655.533349,117747745.444726,27336489.8104108,6960834.17443691,2771838.542576,2047111132.03879,3380397661.77409,4424947633.37413,5997492532.6138,9175976746.70549
"425",428,10.345549,2.8371054,3.7179276,0.0020610098,8.7510663,3.107739e-05,0.033346648,5839357.1,1273717001208.61,18389.8946883728,6821337828.27281,11583017049.4365,13853547354.6511,1775830217.07037,2098767127.52312,11179159231.3477,14751530954.9079,25491163031.873,3662283284.89696,1763575876.5206,3007814916.9506,18159311185.9757,59641337879.6694,18020827106.6522,13721739407.2959,13062340468.8318,15242834414.8681,41435508843.9093,230569482252.889,139529090551.348,120369788086.398,113436497461.323,110993225155.665,115652742812.212,167894248708.12,32257902232.3604,29805287530.8491,52084148296.2168,161124588121.227,998445075027.955
"426",425,103.99968,35.251052,14.100207,0.0050105485,4.5313048,9.2994803e-05,0.028661274,4845433.8,48069886110.8443,3468.41842706627,1644163968.66876,328481216.550577,5985488077.94316,509714490.403202,1790892595.29909,146139698.03423,6408967679.43553,6937172861.60193,1804082265.65438,568892586.999915,160351709.330773,61701014.5629462,7717939273.45561,2149360012.43079,643036169.52321,192182244.697986,62028499.886797,32075154.1766997,7135720581.85354,2558162368.0225,811700900.080859,261116291.54718,94404364.9649659,41896169.5413557,24215916.1783081,7958133263.16249,8855714463.17206,9532200438.14995,10796621354.1711,10927216592.1887
"427",429,177.63894,7.2308623,13.208753,0.011392375,7.1718428,1.7693601e-05,0.012111196,5081070.5,264047105625.725,7137.21942444182,36357803836.6831,44541747664.5118,46628826841.4723,8913227897.32074,9142158729.22174,20719240484.1797,22971209791.8458,14289594453.471,3852533175.85581,1981341727.30913,3453716207.74466,12333336799.4621,9159172484.07277,2358172141.47498,727787513.249909,671987553.115324,1964713644.16222,7379356787.14073,6465234237.63525,2027739848.92387,690788122.026778,364005414.895527,556848675.327991,1567772804.1783,4928788790.44304,127528378342.667,61745836902.568,35910522363.8426,22261190123.2159,16601177893.4307
"428",439,96.528018,34.79313,49.248994,0.013443304,2.9615827,8.5706316e-05,0.045757933,5243584.4,81908615192.3127,4917.96133072027,1780948404.58299,358062409.287585,7840304896.97312,666378348.506865,2742789847.01122,170722807.964698,9558569524.8673,12214886839.2853,3526455287.31573,922187923.056873,243162711.577963,84126092.9792112,14331580264.6627,3845280689.90621,1071009629.0424,292792944.978789,85827810.6810959,42573982.0009491,15559038873.8499,4547647395.97456,1409292493.73702,420389026.368935,129429797.015383,43535989.028646,21621201.6572031,9979315710.84369,13138460528.3501,16990818854.2151,19669065321.2722,22130954777.6317
"429",433,5.2839864,43.027087,40.627907,0.016385691,1.026266,1.1333298e-05,0.043950994,4809951.1,115022241904.075,13454.9944026781,234574359.813567,302951895.494265,325581284.930853,466495674.492172,498431738.457548,659115047.563277,649123853.981348,1522315653.62682,1293936017.53526,1337750307.83613,1423368672.34,1614806099.0627,3966405380.28425,4026555225.34943,4049962295.81919,4049001696.43638,3865109322.66701,4089058226.54984,10648610494.715,12555452730.1077,11610390017.9061,12757661106.7086,11717977702.4687,11375625768.1212,9981981331.8077,863107540.238685,2273166314.49435,7192176750.40091,24046092147.1061,80647699151.8351
"430",422,51.469629,33.551496,30.896378,0.0046104937,3.7832269,6.1808826e-05,0.028865584,5068200.4,65123783110.7679,5086.00013988196,118265741.602149,63674029.7852686,303601637.30885,147084635.663597,338638426.287818,101871767.985148,1104777868.43997,3046763488.59448,1025096260.79071,535140596.878769,330737611.351191,243954818.949196,7496466848.05108,3032100938.75407,1838692215.04135,1168238466.41286,755171278.01134,479216854.975465,16536745972.9441,9555829638.27627,6585612514.57946,4625632208.58462,3116192062.82692,1797365333.78289,776911894.890346,485541408.696268,1692372698.37653,5181692776.56435,14769886601.2462,42994289625.8846
"431",437,133.01257,10.853251,5.693808,0.01619812,7.3101601,2.5292434e-05,0.022468114,4330267.4,197154783280.334,7407.56136959482,17456481949.3789,10283337166.3103,37029752629.4729,3370775668.04495,7891703449.40384,2265253506.33889,26620963898.2633,23290397437.7074,5608781040.43375,1618984421.63304,734056682.224571,644830008.553241,21871633770.6331,5118844619.60353,1284428083.34719,422542054.582732,231005913.120688,265897243.877302,21572080018.4813,5965285729.32962,1895825636.70894,784646868.632597,397699230.048884,272664716.998092,256911537.204574,64769571745.1621,40148696522.051,31897049590.552,29194351685.1645,31145113737.404
"432",426,122.6096,6.4258961,19.182838,0.013288575,9.2391806,6.3658729e-05,0.015025644,8542559.3,427677222350.825,5697.85183847801,32559717261.5148,19101951174.7409,71540857422.636,5224123617.08626,13074059797.0959,4721417552.88881,55455598555.5775,51141748985.3844,9827500708.31927,2206969418.90121,1074334957.1274,1708812895.59434,52806335697.977,9841541555.58652,2177951203.65539,687933725.12056,490057665.097136,1029271369.31767,65072976126.861,16650689122.6517,5407450850.43724,2348955101.43324,1279174889.002,974028325.642927,1273764371.17583,123202525858.892,78475199522.6485,65959366965.3266,67033091216.7542,93007038787.2039
