"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","total_conc","norm_conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
"918",913,150.05667,31.995305,48.02314,0.0040853901,0.86879203,7.433631e-06,0.039384536,2660411.1,60819366042.0199,8668.61042337321,6793467790.49086,3357873605.72919,10485765164.966,1756256557.45038,3342147143.11945,824488828.911808,8033511345.33036,6979558970.07054,2409457584.26098,1055593444.55472,471203501.08009,184954190.042245,5352426997.71635,1942146456.93182,797297834.009426,302519266.872522,145415500.05335,59787507.0517064,3439848821.90025,1741684971.8739,714090056.268179,355890774.314987,168446604.615764,75780718.5847503,29752405.8203191,20637106561.186,13956403874.812,11100767690.0086,8599593562.63518,6525494353.37815
"919",932,83.701268,49.555176,38.377985,0.0049569162,0.97455662,6.5806491e-05,0.024163307,6757911.3,31176767107.888,1965.15261722626,317217060.26103,76500223.8064773,1541649631.72764,205212784.034878,760060861.686744,57809276.2668819,2510785786.80776,4222345564.10373,1020622705.82959,286534112.193169,93916038.9114936,32987515.3437381,5499925100.1917,1707525743.90148,535372121.224744,161843199.048625,46866918.2623264,17814369.077923,7906970890.3593,2850153779.87897,953762556.48086,250519624.744198,88752790.7298862,23764805.6625635,7853647.35226026,1935366915.79515,3533868708.79627,5656405936.38172,7969347451.70679,12081778095.208
"920",917,82.448255,21.707415,7.1339907,0.011305602,9.1836944,4.623307e-06,0.030073553,9705221.4,242674083112.896,5411.08709383711,3070958242.84318,823735699.97534,13581512272.3274,1288037068.39453,5611522999.91317,401291100.150066,22548766022.1825,29868088625.2695,8004893368.51434,2146315410.3567,598059889.397545,213460067.397687,40030168011.0935,11702111886.4227,3674206184.21299,1195484591.89321,355875595.247193,137673803.515602,61246852137.678,22891476922.2373,8733598166.09137,3154030311.22563,989438289.153385,309670174.138386,96856273.2648261,17476206215.1459,29849617190.6403,40830817360.9358,57095520072.3853,97421922273.7889
"921",911,47.544022,23.610235,8.767215,0.0088145161,5.2135321,5.5106706e-05,0.024508744,1997544.1,36909384295.9519,5458.93976771685,45513697.926281,31009331.5213482,138273937.756457,72077636.1905108,146381942.763498,57573446.5906051,507203048.689051,1413030483.42265,483842990.106052,252933015.742517,173460157.929595,144736214.252756,3720126812.48109,1559339615.60724,982782625.366654,680082615.379441,479539249.466358,333566658.562464,9568594071.5661,5380437471.88089,3928220482.26131,2897935603.69867,2069807107.73561,1166034190.96358,676881888.091185,214796967.204087,783236074.233665,2468002861.45357,7755437576.86325,25687910816.1973
"922",921,119.87518,22.208354,15.774127,0.019598503,7.8559924,7.3063813e-05,0.011093763,2473104.1,22735605266.2294,2473.87600721331,1481891650.1868,523354670.570728,3644114776.44209,334559087.614822,993305932.263955,126769801.674131,3111137894.53206,3005916242.44909,811916128.051349,251371200.786201,84191153.4167282,39601745.9475046,3004975095.34087,797180988.901883,231593854.452781,70567321.1157912,28060076.2121588,18794092.8279477,2867451484.13866,837344044.16457,283675184.43142,101560221.910789,44336643.6464657,24206431.7405979,17729543.4099851,5649361097.19962,4565772716.08496,4192996470.65087,4151171428.85143,4176303553.44249
"923",926,74.80084,48.639159,13.941441,0.019227563,5.234014,3.0164704e-05,0.039081529,8334013.4,70228112887.9816,3963.82177223741,555696546.446594,178877757.020422,1872280816.77092,289052857.687303,983673115.359919,131810932.663874,5061128523.26523,7548315685.89038,1847990010.96516,721662145.87002,245096846.829478,103299654.042686,9236805833.07497,4393838021.48558,1520176668.04771,490310613.364509,220683408.133217,75083445.3647576,20505734868.2269,8280068733.35902,3272605323.02333,1752416392.92877,667752011.326058,212659265.721966,61093411.1127962,2606855120.23794,6465665428.97633,10466364343.5977,15936897989.4707,34752330005.6988
"924",915,114.2315,38.135494,24.984564,0.0086877272,3.2075519,6.6340037e-05,0.0060610459,4696418.2,9605784335.65719,840.636757308811,526090126.576739,138789000.841929,1411380482.05669,135761966.252015,441860941.991092,40233501.197264,1386978271.77277,1193009129.52296,372124882.673067,129003349.529357,41225161.5399245,17314716.7740561,1304214780.90312,415257504.53157,131585121.507272,44539649.2504873,16167025.4578288,9246133.51748222,1211772944.12951,381997934.48859,154153945.709244,60200801.0444606,23591191.7847418,11840364.380817,7445408.22419966,2076259609.47536,2004834681.21315,1752677240.03936,1921010215.16776,1851002589.76156
"925",936,36.440883,27.242557,27.948168,0.00351032,2.3003568,2.4885921e-05,0.010986574,7706951.2,55249156132.0782,2399.30473213739,54240348.3411046,57525918.6486073,76953457.3054263,123985425.956936,166251746.600273,151441830.248751,278955474.653965,1133312327.25761,599476624.638422,440950188.713288,362409970.355111,358456153.39208,3817120367.51696,2137991249.3088,1747525752.13394,1373466868.02416,1113971609.22082,850590348.297251,10616045367.0335,8312076508.23945,6474062539.20524,5481959592.68228,4408485385.65483,3188139843.86662,1923761234.78284,188719724.295138,720634477.459924,2894605264.35652,11040666194.5019,40404530471.4647
"926",930,151.5679,22.122387,11.646163,0.0078452145,3.5983041,7.8804849e-05,0.014939239,7172334.4,96518260643.7264,3787.44379155812,11919020136.0165,7520324668.25277,19385768065.0112,2729171659.79829,5053783485.52146,1607718545.47743,12944422408.0967,10191732930.9555,3170772529.00208,1246659437.85479,613960017.914687,345454350.599451,7656787506.42686,2381914391.55289,833047966.783357,328871440.003151,165238339.976144,84272973.4060962,4959588593.03181,1979641655.72692,767627863.86184,340814617.230222,167691101.203797,83825863.6308687,40150096.3917368,38825112869.2805,22335096098.8938,15568579266.3265,11450132618.1485,8339339791.07719
"927",925,51.957803,24.282718,27.534298,0.01357882,1.2259614,1.6560372e-05,0.027323977,8698787.5,181677931021.256,6250.23551879221,358308102.107203,173814649.76442,1097200750.77713,398471396.590687,989372892.013327,270543588.174668,3698467336.01573,9363370066.17143,2982866795.41723,1351103125.51607,698686567.615351,604946164.731752,21258734847.1327,7559856229.00516,4781352466.2073,3224517779.89647,2068425424.53694,1341401116.01431,42822843238.605,27870644184.4126,18689036912.8282,12899952502.3302,9104539029.71616,5572545145.05581,2496930710.61955,1629323502.64876,5356855212.79441,15000972719.4518,40234287862.7929,119456491723.568
"928",929,129.44794,26.225747,14.924832,0.003778,1.8685071,3.6025394e-05,0.032760453,6247009,132212704502.543,6784.80661162923,10652293745.2628,4363461205.88485,23510221668.5739,2531429122.02578,6183724500.71697,933080073.776621,17983024391.8392,16318018044.6317,4865117725.76718,1608285845.78377,623477427.82638,262251190.398721,15681870070.4243,4428101079.66673,1363697303.06603,476638194.145186,200573828.960287,123901941.274771,13161498697.7212,4244624632.98773,1585955329.37734,556225980.408165,296645535.309404,156311864.825745,102275101.888683,38525976619.7215,27631258088.3586,23677150234.4077,22274782417.5373,20103537142.5183
"929",934,9.0077523,41.034023,30.81174,0.0010682834,7.701275,1.9340621e-05,0.028968882,1556301.5,23272863243.3457,7986.75190625259,42828210.4523368,59478321.5864255,57294560.2609384,88411124.3730504,87324712.7609574,125694997.783211,115687829.424819,307928652.784695,268587526.832524,263038406.161793,255950572.422142,313877670.215248,852859834.90434,763795841.821453,766223632.700411,771315526.45545,799678985.617872,770785956.510674,2315131744.61798,2574344880.71504,2653502834.93189,2455870851.98483,2426821490.72095,2300237150.2649,1836191927.04179,159601092.299701,417118664.342038,1409382828.4164,4724659778.0102,16562100880.2774
"930",940,151.11875,46.98016,49.37543,0.0048294305,8.194058,2.2062264e-05,0.0068188876,8353566.8,16863795611.8239,1089.18386646724,2006274685.9566,1031554167.05664,3081219528.53499,492923354.741409,1013002728.30379,263495939.529914,2107499712.28605,1779532059.24853,674012334.958473,315225117.374947,139373406.788943,66522262.3753846,1151892196.10924,602778836.70767,244539192.221901,93975288.4631829,43798486.7038191,20240973.5961409,877453066.388037,472597710.672358,217074756.226775,79144126.7783433,54021995.2419274,26172824.8938788,9470860.6649478,6119048381.54823,3876921734.86116,2974665180.74628,2157224973.80195,1735935340.86627
"931",933,67.204677,21.850778,32.800608,0.0048911209,7.1730589,9.6935408e-06,0.017705954,4765892.4,71683648828.5734,3820.46477018763,349694743.579014,116911155.383586,1504443877.71361,202636141.297644,768735284.201889,81116469.1810291,3620566313.67921,6245475564.25259,1602803231.7618,490764719.151237,169559931.407103,103634849.063986,10213749363.3957,3418820570.70489,1420449350.54897,714762611.895014,354762504.864163,178712544.164888,19753128140.5338,9514688495.56436,5266169945.34776,3002986081.28961,1619900592.53804,713406338.89607,255770008.157514,1971049776.67621,4673054208.35977,8612238295.63672,16301256945.5736,40126049602.3271
"932",919,28.057122,28.743644,35.938406,0.0061006246,9.7365645,8.5826289e-05,0.031127204,1670551.7,32388197507.4529,6812.84726097266,33255060.8532365,45045298.6129372,33702915.4538786,80509721.5341579,89918774.1607908,103272607.394928,119136034.725565,423960495.394771,330463025.652702,293660254.884688,253824007.241582,271117185.79349,1497399847.80439,1322840968.51402,1151030051.87583,958395605.067429,787579801.797591,686781664.351983,5530880789.60924,4189404127.94346,3739129136.25554,3306487155.83538,3119825267.2325,2476854128.21748,1543723581.24531,112003274.920052,392837137.815442,1573024968.96723,6404027939.41124,23906304186.3389
"933",938,149.67431,15.86817,5.445741,0.0069157369,1.1316943,1.9489546e-05,0.0058173627,7383610.5,60291012294.8847,1741.94738933475,7232955402.81339,4619052836.22013,12041843193.9959,1561039362.15643,2885385843.28092,952692387.108993,8184392129.80818,6488081908.25254,1863224053.60271,690326250.123379,334628299.143398,197788134.045521,5012430479.60198,1487935667.03488,456452650.022497,172187840.527239,81925514.9344996,49344658.1338638,3816883202.13142,1287146919.55694,489491682.220415,206067706.635557,98390550.6966428,53032989.807336,28312633.0299093,23893851433.0294,13583509722.3545,9574048645.16755,7260276810.25496,5979325684.07823
"934",944,168.13983,15.806796,7.2950805,0.01852027,2.9560775,1.9925538e-05,0.010854381,6905462.6,132426020788.713,4515.028569381,18403025061.9877,19042989292.7646,25094871034.615,5021414574.16731,6213410481.86358,7697462929.5609,13912113170.4934,9285711561.60603,3071738385.5365,1632361959.22087,1752822755.28034,3359967702.60771,5916319183.26393,1991456062.39775,738534138.073887,476293236.018504,724769234.255502,1348411032.29769,3418497528.18496,1394449222.39425,571754453.538252,299129350.616706,220651825.127189,319445838.450215,518420774.390171,62540885389.3674,32844401156.0852,19102602364.2514,11195782886.3073,6742348992.70175
"935",937,101.91287,10.65103,11.854492,0.011949064,4.9961642,5.7673558e-05,0.046353354,6875268.4,576405953326.96,11440.4531900287,21529834210.7533,7090359461.38194,70611724981.9217,4190518477.65636,15847558715.8148,1700294781.92743,71286861087.1714,77766625370.2269,16305652704.205,3550465598.53654,947020195.758179,598001680.427368,90722065156.9011,19113191492.1095,4352335957.10579,1101034106.86764,369900321.142075,337595735.558263,124964431049.554,30968972215.3784,8523815502.08272,2717512212.94941,977705357.124903,455996676.694452,376480277.711321,99231918654.0569,93025233062.57,99167765549.154,115996122769.684,168984913291.495
"936",941,52.74782,10.542362,38.85001,0.0092382564,1.0328994,4.7295923e-07,0.020043801,5630654.2,224411802770.749,6281.38153235212,2116542656.84418,874060676.07919,6037040500.91566,1108567456.35391,2923416641.96988,678088798.559301,10313055688.6205,14201859920.0976,4606478575.92463,2164522729.18297,1502354792.21886,1475220277.82664,19575688037.2016,8816776354.97447,5311063500.8018,4807705091.38993,4368116237.1187,4418365525.71431,33104850844.344,21346823307.1231,17442819756.8985,15912730981.6728,15237849077.6684,14086776816.9454,11981028524.3029,9027643833.83904,15023128585.5036,23950436295.2507,47297714747.2008,129112879308.955
"937",942,32.615241,2.4843892,28.111904,0.0083753321,7.6397502,4.9025684e-05,0.036169932,7061979,1561883973977.44,16689.1282472203,9008425152.17191,11642598338.8201,24166625290.6038,1740536475.55748,3297428405.20604,9830998300.8194,30044138546.3742,51360916387.2008,5653167682.76967,1742174048.73573,2356588543.67124,14369379054.2971,109179029415.229,24200365893.3441,14561582793.1044,12427178255.8084,12794172804.807,32495295280.5024,375945810317.272,186466007153.332,145061562309.439,126417671183.362,112965975813.899,106267327408.556,137889019122.558,44817648781.5958,44913101727.9571,75482225716.6745,205657624442.795,1191013373308.42
"938",923,143.07854,30.549901,4.8043788,0.005337202,0.22369699,4.8333892e-05,0.046700123,3504714.8,87205774063.2767,9196.30673066235,9488745528.1231,4262514446.10496,16491824117.417,2212407330.68847,4665148524.0543,1002432869.10246,11459054693.9922,9683166607.53573,3515765234.51139,1293311309.15383,542650594.971065,232302308.380208,8521715863.31467,2639017168.59201,904679479.567351,342010393.05615,156060654.288652,79953916.2398952,5771235471.53354,2221065692.40423,918946935.507879,442180274.037084,205461208.08413,103684760.105441,50438682.5110462,30243084091.645,19339043417.8374,15267196054.5522,12643437475.0587,9713013024.18335
"939",945,106.09546,36.814381,11.418212,0.0021701104,6.9941057,8.852098e-05,0.029576334,4908486.5,47639865517.482,3604.7173234189,1830757624.20897,430721781.657359,6185595793.86184,559425189.866697,1975929116.52506,168168772.961527,5993258913.10154,6896628488.42399,1883656041.1848,565949416.824348,187467119.739659,71270037.8136703,7089843871.6113,2129987448.97255,608094745.961791,195621813.383824,73433474.8442022,38178303.5262373,7221660090.45823,2299602591.15055,779175861.004894,281274455.214664,98850266.5279556,45010927.8117987,30303370.8445404,8447075199.72816,8696781992.45483,9604971103.98647,10135159658.2999,10755877563.0126
"940",946,66.427283,17.304629,22.882479,0.0020454209,9.6340629,7.211034e-05,0.0494524,8374944.2,450717308548.174,11436.5952151462,1891841141.28902,648655489.42757,9000893405.87092,961937130.602457,4100246516.47177,398025385.394361,20308079009.8489,38049195580.1928,8720160636.89724,2405360072.71482,931399526.817394,507075265.067483,64814720481.8782,19699708606.1586,7874886116.31618,3678567249.03378,1816118492.14316,960846967.430462,136185728365.678,61111933654.2727,32540507307.7203,18595278225.0319,9491051305.46948,4289376211.97009,1735716404.4768,11541390036.5875,25768288042.3175,50613191081.6897,98844847912.9604,263949591474.619
"941",927,57.710039,12.338635,45.797681,0.014659143,8.9736293,7.8188294e-05,0.0082574158,6963552.6,100991113600.037,2512.69444012163,329800092.882674,120261172.812071,1369176066.71313,151778753.427289,613082995.658823,85446805.4996299,3159249757.17162,6519381253.59132,1378950079.23124,463429735.587931,231561338.65174,173519637.007108,12542102995.8674,3919613745.41492,1894151293.8772,1109630918.59916,673435797.663989,483046853.605704,29880336589.233,14291955575.5979,8743336944.92809,5775295855.53397,3704329281.89506,2201893954.17487,1176346105.41077,1819237332.40787,4009558311.75736,8766842044.06934,20621981605.0284,65773494306.7736
"942",935,13.293059,33.820803,21.917055,0.0086399423,5.1281788,5.7810727e-05,0.0099938113,2567394.5,15591351098.0069,2690.61231752936,21955923.1555657,32655178.9114197,30994054.1130767,47716403.2999192,51872689.5376951,66088381.1392964,62316449.4072924,169498337.115435,152209987.569671,133064408.332575,150027512.696245,176367457.588396,580773018.604741,518640366.129362,488468451.755261,490113708.027355,470663337.11185,446107396.607037,1864566776.09093,1874504768.94922,1767701295.0239,1725171055.80096,1678798233.77213,1400165525.90229,1190910381.36523,85605156.1800621,227993923.384203,781167703.302322,2994766278.23561,11501818036.9047
"943",939,76.059447,39.332182,44.568476,0.018790613,4.8864339,6.0803359e-05,0.017415471,1943945.7,9919657375.49987,1957.16862537333,72300599.9955781,21791901.7491315,278220751.575304,43642907.5552823,176368484.4208,14151131.4664366,638643485.287065,1119043857.04111,280897618.070364,79446661.4242628,23500118.2269728,9378030.04306582,1699755381.33659,494692688.44757,187422094.852791,67636882.6799746,23421151.0261528,8021452.78631144,2617054576.61914,1224282632.52319,541244967.182468,206265801.846581,66492862.6126616,20093777.1239789,5887559.60709102,372313253.320014,872806008.729584,1512266284.80577,2480949651.12939,4681322177.51511
"944",943,64.354622,8.1291609,19.7788,0.0022061356,0.68096365,7.4666504e-05,0.03305473,5743681.8,498251642810.754,11021.4396631764,3256138717.51832,1319716681.82578,14027144323.0758,882588796.638996,3914321359.78925,520447113.474912,23430300563.2707,37556700824.9395,7046714612.80281,1791575898.75123,747353737.87372,632829696.059055,66645293133.1581,17206811537.3259,6872660625.72611,3784690516.63266,2299765910.46256,1675730821.45333,152822290853.459,64352158310.1104,36955123614.1813,23330229829.8532,14104517082.6423,8090104572.65607,4986433677.07307,18602999722.4199,28747657833.1739,47775174770.4263,98484952544.7586,304640857939.975
"945",947,83.350569,24.906671,34.819636,0.015389364,7.5948166,5.8488061e-05,0.02648817,4955769.8,75778825475.6456,3657.55252560585,720414501.313602,165829354.369531,3723328915.00995,308194380.434644,1459665296.97141,86380070.2195248,6973693473.81486,9577843804.60645,2350784357.5056,531241559.250592,124644208.870367,42494268.3253334,13620669157.1067,3612850340.76583,895369282.092992,250271060.050469,68876054.6478867,26202470.6590556,20891624272.5359,7203022323.1974,2245666467.78246,642091577.487305,192342206.341608,50311275.0831032,15014797.2029409,4609572770.69308,8827933221.44044,12627008198.5583,18474238365.323,31240072919.6307
"946",951,9.0866944,2.3780163,36.688673,0.00555337,3.3728816,8.9944591e-05,0.033218052,7589009.7,1757897730279.14,18302.964543596,11404547034.6945,19044128061.6346,22466032505.4699,2532806567.99339,2969570261.67561,18132628828.6385,22805025815.5826,36205983304.8598,4476249655.93943,1968636124.35236,3659970518.38185,26382451385.2856,80769444250.8604,21891070907.8782,16009916681.2294,15278904680.6181,18596920726.0949,59425911649.1865,319914890448.23,184930319037.123,161759390800.873,152654062854.799,149997440747.641,160982798414.559,243638629015.541,52914707601.7991,46440031473.8901,72693290988.8191,211972168895.867,1373877531318.77
"947",948,113.00946,49.419139,7.6143279,0.011038105,7.7821019,8.8487228e-06,0.031679498,3145378.6,24217007364.2947,3957.53313046312,1337993669.86655,339761839.467103,3314448981.81014,478616053.301615,1169786216.4036,179669088.773228,3117626153.42453,3321840940.58602,1099325563.42733,464229156.189941,149855473.577151,69348300.7171133,3031838471.34872,1100702319.42856,409208191.860925,155943510.179953,65139100.3507003,31808581.472482,2356678994.40575,1175142990.97919,479384304.441895,204754267.444377,93283907.4932539,40422980.762577,30198306.5819893,4992204491.1438,4945697511.90297,5104599434.49756,4794640174.64135,4379865752.10904
"948",950,73.041535,22.798916,43.188712,0.0048326027,2.7844513,7.4968165e-05,0.043187554,7627273,229237270293.145,7526.9075237548,1298462880.96098,408809759.678865,6418086201.22854,661385789.243434,2949536631.63971,217578289.734217,14199562400.0976,20372571713.6829,5582485856.4011,1446006713.81254,459183958.300728,195210122.850411,36987887931.7406,10831997194.6645,3860385999.12553,1419171179.49836,574941334.267864,245152213.439713,69300567174.7876,28866077379.3969,13277316318.0385,6093863371.42543,2474521839.33051,839552404.127496,256955635.671269,8125358841.86838,18028063110.7149,28055458365.0477,53919535852.7366,121108854122.778
"949",954,134.69599,9.1956552,38.421663,0.017753614,3.1568977,1.2097077e-06,0.018074511,7912231.8,384739699788.01,7099.50983978397,33799827775.2033,20217130624.6286,63848863048.2689,7380978668.8421,16307047161.8723,5434492564.71061,48644926874.6896,43557579973.8603,11662534911.9846,3737743240.02586,1707091598.11435,1786802330.19166,41994050510.5036,11383700114.5855,3205233389.80797,1103359659.87338,617081374.537611,904970847.37842,43335332527.9638,13953734421.8694,5081261421.46442,2205224026.22854,1212837501.28493,803739902.524361,854155317.596279,117865821448.101,77767445270.1145,62451752054.1768,59208395896.6865,67446285118.9317
"950",955,155.55088,6.3768177,31.894979,0.017988266,6.2790686,3.155807e-05,0.013308099,7371080.7,358375839135.853,5790.29787357412,45253382707.9964,41504847283.7973,72409668405.7536,8342766709.74158,12714911912.022,13063690776.6571,41826843558.7337,32671764827.284,7066558862.02269,2339081168.4357,2199696271.75529,5233142278.84005,26512737309.1057,5484229865.99815,1339596360.83653,609191146.856661,839225946.856226,2218406654.61451,24158443435.3092,6561203089.84797,2307860225.98258,1078351641.12358,686464791.349027,684267115.220029,1269506789.71334,159167898397.547,75948212957.1544,49510243408.3377,37003387284.2677,36746097088.5457
"951",949,170.00137,38.4736,36.008341,0.010427312,7.2858621,2.0484023e-05,0.027329576,2857121,43700989009.6667,7688.33735404316,5995497222.99983,5811344283.94724,7047069516.92711,1929549269.76584,2416010764.65542,2834603794.97633,4630954863.15076,2864167878.73819,1319393423.77819,797214656.126603,756553617.803086,1198632123.60889,1806811881.09896,758512530.358729,372783730.314138,285934954.234479,334623741.309741,438967335.681223,783733688.54543,515806352.068477,255411258.616967,152064900.215263,120970697.004755,143470768.552352,130905755.188698,18853911023.8742,11811118692.5484,6935961700.05497,3997634172.99727,2102363420.19194
"952",958,119.75546,26.849691,8.0508659,0.0010958086,7.258125,7.1454378e-05,0.046794352,850331.77,25102650169.8698,9300.6854429535,1572339842.97652,543936989.907965,4163587331.04395,380544077.947321,1115275760.54509,123539531.676007,3463364453.16739,3181820280.09682,975438060.255026,275567477.861801,89427913.002836,45581200.7924313,3327079861.03476,884165078.851618,277141923.12315,86639741.6062431,34728496.1066013,21391763.7162098,3035877805.72327,972638957.786531,319671634.343481,114147628.79301,52727771.808642,27922933.9366802,18093653.7664346,6279864163.92843,5082723823.33581,4567834932.00891,4631146864.43858,4541080386.15805
"953",959,150.00801,22.756641,22.902763,0.015254305,1.9070505,3.3725086e-05,0.037680505,6146997.3,201209445568.757,9300.27028634033,24099999054.6665,13767818145.1318,40239440082.1105,5406998983.99954,10278163913.0161,2701221380.2414,27678013673.2005,21286625610.9913,7022683206.78929,2689138744.35827,1203318399.43085,559054293.161308,17111635535.9179,5472691052.3609,1780439804.36472,692119464.698486,307174002.638262,142542420.835754,11278141021.1243,4383521511.04255,1737794952.8566,754989371.760284,361196632.508299,176394588.615223,78329722.9361007,78107257281.9089,46064397950.4575,32760820254.7311,25506602280.816,18770367800.8434
"954",953,107.26689,33.187077,32.44246,0.0017618108,9.8623465,6.9334278e-05,0.015142981,2080158.5,12347422983.6167,2039.54202221024,507808924.632404,122752732.564877,1574877484.0706,136053695.036573,497392573.291652,43596459.3278352,1709826891.29933,1686437301.04929,511347986.448611,147303938.911627,43764735.5332044,16466615.3667028,1870043771.42084,507158388.890951,157385013.411629,47848944.1231084,16185645.3035534,8555112.52151889,1871886594.19005,557664966.227774,206839785.269408,62714558.4628553,24942503.606453,11356141.9070871,7212220.74872908,2205439141.26788,2386869618.95539,2405320577.30944,2607176875.6716,2742616770.41236
"955",952,80.073021,33.319699,11.526652,0.01648877,3.0204535,9.8748696e-05,0.01079194,4433952.2,17683673332.7027,1265.11335620742,135569344.09349,38008814.7212455,673240582.674852,71576723.9127549,303541481.697154,22744111.105834,1425404349.05142,2149593435.44895,521226115.161731,135621040.430349,37734627.8577247,12759022.7866649,3097747459.30463,900451733.584135,260152275.557543,81934248.7033252,24745506.0707383,8713640.47269122,4848957797.089,1898998246.9939,712325150.187373,233401348.461723,66477287.3427923,17675731.5276685,5073258.46499468,846818741.489587,1823266665.76716,2856934241.68542,4373744863.69306,7782908820.06746
"956",963,3.4048828,30.105374,20.951439,0.010962177,3.8998925,5.1663152e-05,0.010251178,958287.77,8803345957.11086,3762.989477329,11390577.2963128,18001060.141529,18512262.8980534,26435083.7529666,26655742.6446995,40418853.6155976,39789640.1795204,104633820.527771,81779185.598815,78189378.2432101,82641582.7407071,101400953.811697,288827125.527551,278210248.356717,274769787.966671,272864675.387952,270807552.446924,277726210.657545,924185226.367666,963685219.488184,964455243.913667,940069728.309409,953763599.40943,930884073.386237,833249124.442026,47903900.3358952,133299320.192784,448644920.9222,1663205600.34336,6510292215.31662
"957",962,176.76584,32.937592,14.103228,0.016994643,7.103326,9.8146705e-05,0.010106221,9581225.8,76525906930.0536,3543.90204374475,10716838655.9848,12050973560.4639,13096414782.0778,3648994739.52423,3806753667.40211,5844310303.51024,7013309882.08986,4027262653.69615,1774795020.85369,1216649529.9849,1542462205.36144,3023103615.1095,2006652416.48393,935475463.249485,516479238.069261,464286331.088962,700657682.854116,1317601641.79624,792401429.808025,536079619.064257,287681374.179348,202015117.353758,220887376.04295,344491590.031612,439329033.972979,35864226998.5266,20313368592.5264,11584273025.0057,5941152773.54199,2822885540.45293
"958",956,23.584151,13.174281,48.913517,0.0097918518,0.70674838,9.648127e-05,0.049213709,1335627.1,119962354335.973,17434.7418834244,90291939.37495,160363081.991677,145885610.33618,188301748.106121,205676221.980537,352173136.969483,399605970.393104,1510904490.11941,802664405.114505,671473665.753302,638675551.498861,864238818.493678,5687038536.07717,3666537376.05817,2995218521.66694,2687441400.45768,2489489174.34156,2551759676.25129,22028929660.5575,16259845220.2152,14195200612.3872,12413395367.5107,11069178216.2352,9788870698.15332,8099195235.92892,396540631.702807,1145757077.44924,4487956930.97976,20077484684.8528,93854615010.9881
"959",967,94.153042,30.509351,49.651968,0.0070041052,1.8029267,1.0774256e-05,0.032777825,1113938.5,16773816893.8005,4090.92364820728,341981821.777906,78765342.6508517,1431188088.40347,137033594.80608,565381312.466029,37853116.1636466,2100542590.90338,2497744150.41583,700636684.161358,188462963.47789,50989535.5237813,17438590.2548877,2785830564.83179,777833811.813348,238593916.808024,66388519.7349145,19765599.0174937,8290299.17979176,3328971932.15112,972525052.592521,287287250.986752,98697436.5900611,28004235.7218748,9277408.37349472,4333074.9942204,1851935252.83223,2840810614.33914,3455271923.83375,3896702711.38536,4729096391.41004
"960",960,104.63132,26.863423,32.738738,0.0021007395,7.8969556,1.7516656e-05,0.04125428,6108160.1,140993736591.093,6446.12701142822,5063118884.25499,1171776312.3859,18138429014.3747,1492321060.1145,4911125827.32359,421663317.755956,19574963172.3029,19053308012.3728,5731867771.19997,1491061688.87419,459431686.872241,185840410.429719,21828863193.117,5786738152.18248,1775415064.94216,525959987.662128,158798220.3595,93844570.2436193,22228323449.7016,7389264367.8523,2331506522.65173,707274224.036517,277128342.346806,119322694.585135,76390643.1507013,24373324211.0156,26400073377.497,26921509569.7489,30169619188.5069,33129210244.3248
"961",964,165.86512,8.0257579,17.83926,0.0073024056,9.8936544,2.59901e-06,0.016547531,745487.07,45745576711.5946,8805.69473052144,5528894786.60357,6100805197.32278,8219964998.37537,1373963123.54143,1734285912.27425,2699117081.90527,4839644072.90827,3596081958.80809,929808905.344248,388653451.021349,488381274.2646,1379329455.41022,2715847840.57925,680003729.338589,193748739.956953,117414295.329327,240879670.826432,720358992.927219,2147357191.05475,676473215.340352,236040406.196575,105779050.262003,85015115.8667702,154452533.52857,393275712.608403,19849664982.3017,10647010190.6292,6782255044.84851,4668253268.95777,3798393224.85743
"962",957,18.824285,39.132733,17.484385,0.0026527694,0.72009628,6.070515e-05,0.01980614,3321358.7,29041801956.2421,4297.46202843983,43754188.1911115,58487095.0489355,53546121.49738,98826393.116282,98456619.226386,137790687.916392,126288197.684456,366388147.382203,308739041.617266,285249258.679133,275479606.503679,313485718.826905,1164511427.04949,1058348579.98598,997855631.617898,981070620.608,840887071.292231,758245618.599829,3657061105.55836,3561812225.64514,3331824453.28355,3192653406.03187,2939026694.03181,2581217386.41135,1810796660.43649,155787404.737427,461361897.943516,1549341773.00919,5800918949.15343,21074391931.3986
"963",971,150.67473,24.904898,2.3148868,0.014201358,2.626185,9.3678861e-05,0.031105453,2740080.5,64354974394.7088,7237.16068767041,7730174543.02352,4615008327.79341,12952415890.5305,1806892307.39075,3480210454.27486,927606752.256214,8505550040.3119,6905214648.90082,2300277643.38629,864616404.633408,412842029.019579,174211464.033564,5307951882.1808,1696561689.63132,591356559.24586,231238091.62421,111109048.089995,52100925.1302024,3342440387.29571,1363528271.31064,547853353.708442,234737895.942242,116682452.665603,58514713.3093235,25878619.01963,25297598761.3474,14720259554.2337,10657162189.9737,7990318195.90239,5689635693.25159
