"angle","gap","Re","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25"
8.4438139,25.25,2.505,0.00493300973828334,0.0172509329307962,0.0141833791120716,0.0123644603674148,0.0111018504248252,0.0145944570646431,0.013156403791675,0.0142735271655896,0.0127925033541413,0.0123855033322348,0.0138767012691625,0.0145334135507611,0.0138060532563376,0.0137611957730882,0.0132049332907724,0.0133058560692413,0.0144956674208305,0.0145993318793204,0.0146808939905864,0.0137910757830909,0.0133548406806108,0.0139478751679727,0.0139747970243708,0.0143444884546574,0.0146147203980353
12.497732,10.960581,2.505,0.00687561328929027,0.0165670203859111,0.00565450581041294,0.0113663169953314,0.00788899762145076,0.0149223311253725,0.00970621092440705,0.0117475084131332,0.01056804205247,0.0108197306106839,0.0129347973021508,0.0143638965267845,0.0123431679259033,0.0124367049726149,0.0117231378214677,0.0124552879420541,0.0135567127453095,0.0142140529851014,0.0127343863095954,0.0126127178176257,0.0130322452298008,0.0126934380178183,0.0133816881701835,0.0136907753028475,0.0144180316310965
12.497732,25.25,1.0645111,0.00564251817505927,0.0151507960534065,0.0103845134676144,0.0107626467919057,0.00878492685306866,0.0124022959514137,0.0103661903584676,0.0109689403082453,0.0104166868344518,0.0102998869858779,0.011100100100382,0.0119834345081261,0.0112758410437426,0.0109499273814641,0.0112068258577537,0.0114410957666823,0.0116302509007692,0.0119578231682531,0.0115961606789113,0.0114400438511555,0.0110371698237487,0.0110529549963065,0.0115373460406461,0.0116808649349752,0.0116193864591374
12.497732,25.25,2.505,0.00686084346554351,0.0184482738802679,0.0128044815346367,0.0132356140966613,0.0108310171297421,0.0152075255768446,0.0127580766307675,0.0134217698906474,0.0127502184747602,0.0125374004518925,0.0134892659943385,0.0146162913877763,0.013803822256979,0.0133902340625676,0.0137964370297021,0.0140724000365556,0.014237111707757,0.0146563541343775,0.0142987643923102,0.0141073105588455,0.0135468008244632,0.0135109837988623,0.0141818565918596,0.0143345227602175,0.0141468819396741
12.497732,25.25,3.9454889,0.0075775756210051,0.0203994517530613,0.0142303397985091,0.0147200340856147,0.0120468771875219,0.0169024177881258,0.0141765186129536,0.0149330526077174,0.0141986756447676,0.0139233358115955,0.0149567909122936,0.0162305591052858,0.0152921827831403,0.0148195591239766,0.0153256128381114,0.0156292511234577,0.0157660753693731,0.0162391613721288,0.0159078191287909,0.0157076730789321,0.01505706566669,0.0149784767733406,0.0157752024945644,0.0159497486910766,0.0156829024321068
12.497732,39.539419,2.505,0.0068370690752593,0.0177816410405527,0.0147401556747028,0.0135616822806406,0.0123424640020399,0.0146038966564531,0.0141828918874441,0.0137742002886236,0.0131818213722282,0.0131410196060002,0.0138235830503445,0.0143424751050964,0.0141992877502626,0.0139511974352795,0.0137363554503912,0.0139167266998981,0.0143413688641672,0.0147443225314576,0.0142105774058021,0.0138714733423513,0.0136160472790544,0.0136546401569399,0.0138525487420137,0.0141229076497447,0.0144679767027184
20.2863,6.0787324,2.505,0.0107690177952095,0.0167503161523213,0.00405684447666671,0.012937424187468,0.00927416588289009,0.0158391278076793,0.00699157188285209,0.00895874739180768,0.00951460660672845,0.0109936971859288,0.0130085804868358,0.0148560905853948,0.0106643841969177,0.010630682069816,0.0112427668864884,0.0125855581601416,0.0143618776925919,0.0161090806696835,0.0116313977443442,0.0112759655314859,0.0114684556623884,0.0121737937409562,0.0133407387963322,0.0146027984324569,0.0152273762765522
20.2863,10.960581,1.0645111,0.00886224860632668,0.0150393544155496,0.00326310829907579,0.0104801896918469,0.00731285690882799,0.013138306289176,0.00722633015502689,0.00906051549770719,0.00881014913113407,0.0098682722309999,0.0116177492586352,0.0129037333884357,0.00996164076638914,0.00977359083786174,0.0101115050446939,0.0109312178279627,0.0117888205945141,0.0122995555245092,0.0102129064784067,0.0100693119107612,0.0101727350563759,0.0105620820491906,0.011145817770954,0.0117331340389634,0.0122018654271397
20.2863,10.960581,2.505,0.0106614221549745,0.0181648591217293,0.00413011377111286,0.0127583291718092,0.00898612532942549,0.0159745093816743,0.00892997706309779,0.0111328448112578,0.0108212238446848,0.012092375733688,0.0142136946996889,0.0157875679411534,0.0122718968887215,0.0120291583446683,0.0124097976092109,0.0133729151901449,0.0143803505156909,0.0149675444735299,0.0125568233668391,0.0123460616160562,0.0124322697934918,0.0128802796787145,0.0135642319376925,0.01424966629459,0.0147876927278651
20.2863,10.960581,3.9454889,0.0117499063425602,0.020073825489455,0.00463753364324183,0.0141789692281443,0.0100205884868774,0.0177458494784877,0.00996904374639512,0.0123883652008035,0.012030414693776,0.0134201107828239,0.0157596483944918,0.0174989372442658,0.0136253833199563,0.0133526480628753,0.0137653183048993,0.014817328698031,0.0159171492254453,0.0165561388609314,0.0139514673698123,0.0137092964261153,0.0137958850756358,0.0142936484233143,0.0150507727239171,0.0158118628487276,0.016404114927252
20.2863,25.25,0.57238131,0.00765838719295139,0.0139285417626296,0.00756731489791521,0.00988701337692174,0.00762777190172546,0.0112943780408768,0.00869664431890863,0.00930740313513306,0.00884548460116601,0.00938161268487372,0.010284241007059,0.0106008874432982,0.0096243379169728,0.00936180463414224,0.00963801961213367,0.0100288333590483,0.010261802702797,0.0104096861900121,0.00980661314690878,0.00965211217214221,0.00995593736977169,0.0101262301875401,0.00986190415352714,0.0101695635970511,0.0103795051530934
