"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","hair_dots","hair_dxdy","domain_area","cmax","ctotal","raw_total_conc","total_conc","norm_conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
"148",136,106.21955,34.641778,49.380162,0.0087825635,3.9878633,7.4259197e-05,0.016397731,8470617.3,88,9.37259032078271e-07,0.173310442139657,24037199.0645793,49768007229.4038,50400621837.955,611073694107480,25422000.8107327,2021025198.58157,425943326.437966,6549066487.87942,514570990.201717,1975903124.25355,153750291.840624,6693163735.9602,7334552605.69637,2151985597.67225,590212084.454527,163952055.772338,63400771.5344297,7365270924.74259,2238175357.03439,618324031.403867,196999129.604908,65394628.6024758,33317379.6327972,7591854927.45008,2400179611.16177,816771235.907829,265117615.147802,98726283.9960628,45821272.0580503,27143170.9273459,8996035012.89896,9337388142.25609,10304103115.1299,10517481451.021,11245614116.6489
"149",165,73.856346,36.02344,49.570896,0.008832826,1.9513911,2.076135e-05,0.015160504,9401297.5,77,9.99071299109944e-07,0.184740272061018,25839741.8673451,47914066865.6833,51164545932.8325,665092294310013,25739123.0037991,324574050.846406,101666823.183625,1401949532.70372,184386086.074181,798614632.250501,77408081.2679208,3212191675.32894,5231013357.427,1453659419.97365,433155105.332906,131373605.492402,64492827.0446646,8337237701.8058,2685354954.83562,1020319658.04068,395295580.826709,149109712.804821,63304656.7293679,13782133001.0586,6486332873.07194,2663665786.44964,1409258546.50024,534320549.804736,176520357.269442,47207356.7089358,1828190406.73375,4272600474.92154,7313694315.27062,12650622265.043,25099438470.8636
"150",218,83.398092,10.004937,7.8700741,0.011049875,5.8781407,3.4708849e-05,0.024582381,5507099.3,456,1.78281126715817e-07,0.0266266428372607,44363202.7468402,255169137387.549,259132572027.233,3187511739120226,71850352.1332725,3657223201.26322,1067511230.88228,16492874930.1132,862476192.057099,4196193987.76965,312800079.339015,23175334259.8777,31637066336.2867,5840990450.89777,1109031233.15357,266208954.282578,147426186.944365,44070875074.2104,9311231681.91874,2276368128.29393,665892261.723363,223485433.093774,116984499.485932,76291055850.0707,23966889986.0367,8673665517.54486,3132569043.43921,1112460180.3907,372806252.221011,153151075.936398,21217609362.2587,28546804519.0435,39000723161.565,56664837078.7262,113702597905.64
"151",145,87.932619,31.190207,42.380771,0.0037592528,1.8155281,6.9235545e-05,0.025237162,4953412.1,97,8.46367836925622e-07,0.125116864597041,18502563.1896931,49633596268.6917,50399942455.837,613902151001570,33179303.0353516,550487624.868941,131076440.309259,3001131710.29812,268486423.751124,1233947738.36713,66058423.435758,5354549352.02866,7752995402.74486,1796329811.12307,442368657.101447,103225546.996611,34162141.9191741,8764334035.44888,2475654048.94334,636936143.558227,160252271.479984,40988089.1388098,15590713.8176069,12682809445.6948,3523285126.25069,1015879722.01324,260444390.648423,65215248.6434455,17020286.3263891,6713660.92904135,3682695775.47632,6923041937.58266,10129081559.8852,12093755302.3868,17571367880.506
"152",126,159.65832,27.812323,35.014752,0.0030519331,9.6818858,5.0176213e-05,0.0064327933,433004.97,162,4.73446545324522e-07,0.12626819363805,1198665.76546053,1973926308.38324,2008395025.59554,26185638654305.3,21845654.9013433,252266123.287928,229049673.365067,379014753.346355,75896682.3544667,112453159.55284,71464668.369643,248766376.06177,179493380.068853,56629170.9568613,30837227.7972324,20886847.6555306,21120218.8145023,122987117.363884,45335729.6215987,17642070.1193007,8946327.34544427,6281958.53123746,5536310.81181285,66081768.2042643,29598108.4154075,13881848.2645362,6195341.70115737,3964470.91670849,2433338.3992184,1632354.26991567,860330549.99935,508580886.33872,308966845.29298,206729513.793278,123787230.171208
"153",173,24.319686,10.445048,12.973485,0.011333223,8.8259403,5.1797322e-05,0.047029276,3948022.5,541,1.4500080137309e-07,0.0316003146448402,24167800.4105037,429833641967.773,436118027170.722,5559508150752256,230037821.246489,333699466.005979,647526391.295889,607564439.036786,571996510.758291,660299834.129856,1270036872.56402,1633159393.41001,5729892401.59776,2663531432.47261,2033419396.80346,1941073372.00504,3058731532.12827,21668673814.8309,12434456994.5576,10023080370.5669,8782086766.11176,8058168950.74313,9111823320.03071,84920708038.8459,59411756322.6367,50237425595.7018,44720295862.1662,39516916966.6334,35009842425.004,31071860700.6854,1588790296.33865,4135492610.86218,15426648135.0071,70078290216.8409,344888805911.673
"154",144,45.382753,11.37789,37.369809,0.01115867,1.2581553,5.1821814e-05,0.040346298,3340640.6,454,1.7751524956137e-07,0.0360710987108704,19822203.4790765,254918714881.959,258693509485.649,3209918548784422,161935505.917527,351682555.853254,204528629.349909,1394892042.03804,311454891.86371,840834944.785414,331015015.598788,3799467387.94505,9824396823.03501,2481540697.73732,1173156686.57625,835952029.087697,866739112.577709,25122008366.9392,9067179039.21116,5264146151.76698,3790049232.52267,2934679113.71514,2544453677.06652,69326475335.7693,37898146319.6705,27364535611.4095,20181621845.2746,14850842906.2859,10755886085.3552,7177824984.21411,1951103227.2412,5282772240.19296,15181785349.014,48722515581.2216,187555333087.979
"155",153,117.22567,32.745766,47.715972,0.0095277609,0.15455466,5.6769376e-05,0.041626492,2950128.1,108,7.55695649463821e-07,0.162386903939384,8022819.9520134,54551698467.897,55305043622.2382,677632242035902,84463099.7690337,3203645175.25674,994987534.2196,8565220725.61545,794769622.936744,2537526924.99131,273514428.040498,7862020378.79945,7355678211.97106,2115816432.76563,682691699.628078,221488706.39662,99923653.2272347,7083351389.55895,2236554022.45523,644535207.929264,217209742.894278,78682618.0311358,46944884.2838684,6786332884.68888,2195517597.15873,783398226.321766,288356799.808571,129632131.473649,65266764.0762331,41977859.7092285,12763853435.0918,11467831354.768,10475598703.9886,10307277865.1527,10290482263.2371
"156",100,27.669596,43.718189,1.0045181,0.013066197,4.0243501,3.3767656e-06,0.02349194,9070098.5,74,1.0534823948982e-06,0.266514190190926,17744714.6338386,67873479124.6915,91582125006.639,1174766934755557,66203765.9661943,283925189.353744,294880525.034602,307155798.525996,631465494.580405,552435659.109226,652561736.811693,585422901.975995,1637871747.36047,1483259992.2091,1311670601.19176,1416181194.74597,1495490576.95278,3464764503.14748,3744314495.33339,3887405612.30658,3824166847.0551,3369847550.66875,3062988077.81961,9730690964.25499,9349751884.03287,9393152803.74548,8533217730.34076,9006882401.14769,8451318362.18934,5111302356.74524,885961512.914341,2421885792.47732,7344474112.46008,21353487086.3309,59576316502.4564
"157",226,155.85888,19.823181,5.2827468,0.0051840885,0.73758629,5.8828076e-05,0.0070500807,2649330.6,251,3.09372292120081e-07,0.0749658563373695,9985666.76825185,20262970509.3348,20487126132.5698,263831049332435,26420974.7286233,2735919913.42257,2000232481.43507,4069107311.01972,642954766.643429,1041442780.53563,574871137.323067,2665262109.63127,1902051890.3662,605540451.523767,259116188.672807,162714186.763076,138132892.639987,1424110578.99082,449031532.507201,154028372.454028,68601410.3299664,44437673.8458909,35725878.0303638,907814958.73854,338986869.565212,141197307.952988,63064829.492911,31711426.6938196,19134338.0241272,11934845.9673687,8805259705.87736,4924530794.13339,3067555609.96584,2175935446.15827,1513844576.43497
"158",152,22.808189,20.098099,8.0814968,0.0057078317,3.0075061,2.7879318e-06,0.037428847,6207492.4,254,3.10221548958899e-07,0.0765899777793646,22932106.3006029,251336746895.756,321945137108.127,4085791409557134,178169041.953626,445255940.715085,615315019.951014,637909951.559633,1021217518.0107,1054769032.69191,1569260586.99804,1499969262.66124,4506800421.59154,3422117394.55421,3068072075.58666,2967396651.41768,3614558435.65507,13136637255.6247,11104723164.0344,10791372183.3856,9816587913.4552,9424310544.17128,9061342083.28266,44534846130.1845,36689109958.5994,34916010850.2818,32754844434.151,31348199967.5732,30317623847.6203,23626886484.3703,1698480912.22573,5145216400.36189,17578944978.8052,63334973143.9538,234187521672.78
"159",123,43.183945,40.071736,42.847407,0.0048375531,4.0442127,8.5531797e-05,0.041909863,9782024.7,75,1.02097686280786e-06,0.241175154532472,20819382.874312,134769903630.672,137877164147.536,1800591429249445,86486301.7371713,202415452.831522,163314375.070807,293064407.329542,339420399.518758,592332318.309956,327352699.139886,1215204140.94836,4249993872.43268,1904879618.66737,1236522229.74741,972125968.371592,813660013.345725,12164035258.1525,5606733113.15444,4287794266.02488,2912870704.35106,2172691811.62327,1778179233.88739,30771340170.5051,20214337201.7692,15996792888.0129,12387566790.0102,8984851336.79404,5430407980.74138,2859277896.79616,658794235.231871,2474309557.91696,9177181702.56478,28922304387.1935,96644574264.629
"160",134,105.69359,37.045881,25.295365,0.014127474,0.32531929,4.6912244e-05,0.027556162,904045.48,77,1.04954937044221e-06,0.193541102107026,2430984.65737893,7971176981.43068,8164449351.76646,101026033409487,41557659.8160896,313780620.483473,64381029.925858,1027866058.26037,95970374.325134,287619615.489453,25525428.2249379,1147490436.25722,1150869816.74787,350993775.331436,98348551.0602703,30755623.0584851,11781428.3525496,1201222140.20725,372003926.578394,106460459.594825,33223520.3654785,11300517.7853035,6193242.5083641,1266432536.72024,353440963.338781,137649600.611126,41422164.9269384,17451858.2580627,7817333.21538338,4448330.13924808,1406027708.66971,1556605854.29674,1642749194.55061,1730403807.03962,1828662787.20978
"161",161,162.30123,13.284177,13.909863,0.016052307,0.64403941,2.7077578e-05,0.019773383,6900694.5,451,1.74730682272154e-07,0.0427838559384306,34250047.3812608,262082446548.094,267920817138.41,3399857734081004,99265781.9195066,36545290675.3526,35508765337.7556,51418422912.3523,8677098466.48945,12501571327.4605,12055957918.5883,31045735282.3899,21820499804.2634,6576547506.51031,3006426668.2165,2699848391.64042,4520567866.25967,15342576538.1267,4466069887.40026,1421186030.17847,773466128.623758,912879436.684574,1629772075.70144,9944660409.82506,3613722228.22533,1413883268.66973,625581997.026579,388510184.302531,417737490.228064,594039306.138019,123472478925.46,64280362994.9281,38623890236.8903,24545950096.7152,16998134884.4153
"162",108,99.825093,21.73193,34.391139,0.015190628,5.3349449,5.8741741e-05,0.0069612096,1648058.7,167,4.77454872626627e-07,0.0783427053200674,7384209.14665247,8071508224.75364,8160273435.98657,102342473795530,13859639.0978343,228244847.703122,50342511.2718025,905929844.439059,60758477.6153929,259243148.497812,17789673.4533561,1065718646.03732,1161371532.1644,290764510.10628,74027984.3261305,19183038.5815781,6775968.97414202,1300472767.72759,347111211.133136,88945807.9193721,23228582.1631039,6623647.0371695,3347029.62306245,1634653723.52696,441007616.544575,123918697.445297,32199210.0549169,11638053.0602269,4383335.13393227,2593571.44683451,1184517203.41398,1403509945.60388,1552123034.15253,1769729045.60343,2250394207.21274
"163",199,171.79468,44.388763,39.337327,0.017643011,7.8303997,9.6228309e-05,0.049254113,5678431.8,99,7.65853313992114e-07,0.255608138664752,9876208.4244601,122489004591.789,124507596630.954,1642158450246918,166274179.287249,17071764993.6549,17918972017.591,20212692948.3626,5897163964.65464,6832201346.30903,8243001082.04637,12852674821.9219,7815565655.00094,3529644095.74206,2279081999.08694,2340281504.93383,3577915585.82354,4375166245.07744,2038929770.88103,1080849378.19261,797539025.842044,985733445.518703,1368263927.36537,1733388830.03222,1249516681.95142,700414490.224578,424347393.149536,368424008.934049,423437277.396304,390626141.260888,55203429959.6085,33825041214.9319,19542488840.5873,10646481792.8772,5290154822.94899
"164",131,69.790561,16.710355,27.360338,0.015929218,9.9491423,8.0164505e-06,0.035372425,4926539.2,255,3.08633291746298e-07,0.0569132135311843,24429463.6607458,189618920995.628,211728447190.832,2690272430898362,110124089.020472,1319120063.62138,437298030.732284,5822568554.72697,629506538.693781,2461522621.49497,235017877.094644,11950637181.1802,19514591060.8737,4690395973.50536,1363255889.38275,476159018.330601,245020066.076346,31542881563.2271,9736450565.30412,3815054025.27639,1805772241.13883,825996531.101109,419724214.863311,58956024337.98,26643399213.9809,14483521791.8888,7917209738.96774,4019989000.78257,1729753428.1294,687577662.478305,7578986649.08064,15276684218.4636,26289422008.1688,48145879140.9109,114437475174.208
"165",160,5.1075326,43.324346,20.750039,0.0011930774,5.4773811,8.8863395e-05,0.034584088,3761967.4,119,6.80743050526656e-07,0.237230784191933,6646596.33630518,64100455675.7533,64811581153.1286,800059780734038,120371351.027282,108960187.364995,147370627.652962,157801718.008787,221870211.639786,224987924.434275,328729307.098111,306775654.550776,755083105.707031,643504822.591222,628755139.615071,634534498.56829,793129096.963706,2224392076.40025,2231193650.43823,2002550538.02812,2035600203.28799,1951324366.18128,2008059280.47781,6306719881.84776,7101915395.40277,7168323418.33147,7288469379.01261,7048752271.22214,6923047043.66308,5569731354.64007,414132533.026744,1082363097.72295,3455006663.44532,12453120114.8137,47406958744.1199
"166",169,29.195739,10.107992,37.598041,0.0051986205,5.2381181,9.9032106e-05,0.04415871,4244117,544,1.45841734850589e-07,0.0300054785281602,27440461.6620003,431432941345.939,433962044182.727,5469794683540877,199333187.280719,266831961.567719,532731222.231869,481693268.604629,518676462.542553,602411757.507039,1111589443.99535,1536433835.31486,5902091271.87494,2666807800.97586,1889312792.48265,1822075798.05965,2732274720.29376,23739889500.4092,12459395227.424,9802326184.40352,8464951113.17642,7401419556.06814,8080343831.35946,92997016800.2691,62036975644.3104,50187540215.4295,43603549639.3075,36732006820.3352,31363760273.8329,27029939040.9505,1281256452.40422,3769111499.3598,15012562383.6869,69948325412.8407,343950788434.435
"167",181,38.744709,33.446709,46.640593,0.0037608007,4.1881734,1.584245e-05,0.040513522,6153749.2,107,7.50674586643152e-07,0.176180322786801,15373471.9581317,111468100405.188,123673681852.062,1539720170259564,100154355.141952,144365699.630125,143352373.028865,218320059.139741,335774748.969308,428414358.077677,373278931.178588,744150228.803483,2763829787.42211,1582509992.27225,1091618584.14403,945174867.042397,875113505.819924,8957348201.22891,5441890739.68722,4203796746.70338,3375287525.74535,2665422861.39624,1959605730.72319,25603600156.4093,16134866805.9576,13980738707.3116,11657215548.1438,9668755734.05659,6600256616.84922,3778993342.32133,506038131.798731,1881618267.02906,7258246736.70072,26603351805.4843,87424426911.0494
"168",139,26.667281,16.492721,15.883602,0.0036794388,4.0100705,6.2032032e-05,0.0072527661,7645311,310,2.50212235896494e-07,0.0571985171259386,33964745.9818977,74375221281.4768,75210805732.7494,969638840780236,28548390.7725094,54395978.1347584,86690113.3474393,73623609.3824034,133608279.122764,147418727.708832,221113901.46939,238454849.617284,912019162.939887,575972103.903323,495458146.50207,447913706.935528,556858556.814037,3670057644.5512,2402229839.8221,2077762633.53278,1820827638.24635,1634877971.41902,1503637347.51486,13951334507.5228,10330366876.1414,9231390829.60703,7604790058.86588,6964514439.90287,5574890854.32507,4500597955.42029,214709700.864601,740595757.91827,2988221677.09485,13109393075.0863,58157885521.7853
"169",116,16.378261,48.770483,23.784142,0.0017991885,4.003215,7.2794048e-06,0.029031274,2984766.4,75,1.06388271084544e-06,0.318866926094596,4904688.83447853,27323093110.6757,33280747571.3566,417097953024153,85040655.4014347,92261975.1497724,112553962.401143,111367820.443116,184240832.833598,169886107.667356,220516181.21722,237716518.494479,578644324.492174,486215752.413287,419587030.303058,472902111.993905,458665362.372736,1248840041.01535,1176993063.06624,1282266541.2897,1312768233.8559,1242170436.50765,1099981894.83427,3084089234.41048,3498042813.43622,3671587699.72594,3216672208.63736,3449739773.26169,3155711723.2092,2297325928.32475,316183757.994032,812359640.212653,2416014581.57516,7363020210.56912,22373169381.0056
"170",177,81.41403,16.533594,19.700232,0.010547968,0.18721178,4.3199977e-05,0.045853917,7763155.5,236,3.27588845160346e-07,0.0519215216025341,43472952.72149,365081966050.457,372413066222.767,4817079367501743,110806353.512779,3683126226.56549,948188895.138402,18364238629.3359,1342170902.65555,6161402200.69494,380807236.400468,31074993987.03,42779797501.8215,9930325475.57139,2144991103.27039,538893469.970319,201522235.204077,63376915485.9678,16675102418.039,4348092929.55176,1238080239.107,369118003.881599,144306506.588613,111876967202.673,37254502302.1447,13036284619.0583,4554637375.29518,1438075223.25375,417777126.638713,132748926.909172,22995553751.0398,38959374326.781,55595529785.8377,86151615583.1357,168710992775.973
"171",142,25.527559,28.900536,38.471454,0.017268203,9.9435098,4.5445742e-05,0.041976492,1163416.3,146,5.36492927381456e-07,0.134088896298011,3228405.22038794,30547089581.0157,31521796330.058,402433477815315,124653954.613218,34908879.3043829,47907720.6712096,36847218.8537986,76979502.2316967,92496494.9122406,119178601.914824,116354376.143182,342575363.492028,298037236.136814,282606604.199488,268889014.464779,274154052.005578,1360875119.1399,1139199572.44232,910275316.615348,899947248.871415,864210985.991051,731585554.870163,5017037244.79445,4234549068.59295,3866924907.89316,3571230382.79238,2814978585.06892,2350550364.46903,1769496914.18692,119663818.829391,405008975.201944,1466262270.29869,5906093797.9302,23624767467.7978
"172",189,147.16107,9.8767949,33.049774,0.0045867262,8.6529479,8.2944449e-05,0.032957167,5893298.2,538,1.45799588495134e-07,0.0295524101912557,38681862.0765987,447251033295.189,449106639511.186,5725466813913458,148014250.259612,52096202568.451,36142966839.4785,91127953085.377,10040451280.9,19225781613.9069,8212632181.84187,59535074625.9271,47014880077.7458,11880216836.7448,3839140596.04916,2116641912.85649,2110776238.79905,40234502886.0894,9580177078.00789,2502497616.90794,913372257.977159,582244843.430663,663052756.172718,34666326948.0283,10049153918.9355,3398547933.21678,1444706132.48124,786357418.225438,504019972.649927,438961890.985673,179367122493.306,97013939702.5759,66961655662.1953,54475847438.5858,51288074214.5228
"173",207,157.78183,41.07936,8.8600786,0.005253329,8.8705422,4.7249331e-05,0.034464426,9101667.7,84,8.86912794566821e-07,0.240594607607731,18098361.4899874,118673560236.799,122481752016.506,1644035472672100,90838912.3281483,15187104319.148,12566560664.7434,21861463806.1955,4497852649.02295,7206117281.36102,3562180929.47834,15511387943.5314,11037431919.4236,4438531409.9684,2132870048.43607,1334954323.23932,993896083.578135,8076140589.26888,2986903886.36809,1253419421.64202,669387892.835097,422364609.938737,260415675.820685,4172178384.91772,2221098524.52881,1077323608.80427,478169398.243846,294569024.935637,153869340.56176,85560280.5146025,49615128790.0868,30777538803.3937,19937683784.6455,13668632075.8735,8482768562.50665
"174",234,56.831834,39.897767,3.2115315,0.019880596,5.2503796,5.5062112e-05,0.046970849,5063993.8,74,1.00740836864155e-06,0.230293553071457,11211865.3749164,79245606645.9875,82149074663.1809,1101958912730184,98285064.606245,223615960.731759,105483812.738922,668424234.554353,243926837.641324,617763426.295312,141231348.154711,1959214370.84601,5067095542.89117,1668499488.10227,743732709.144463,341009186.450017,229261679.232986,9450343089.36023,4665516595.7098,2342661390.8422,1341319856.93889,816757356.231385,427423738.316553,21853225344.8445,11283178022.4768,7229485985.8818,5393151016.03331,3125044975.14498,1628063903.42426,583644791.192815,997524008.025035,2962135982.93736,8049598605.8209,19044022027.3991,51095794038.9985
"175",168,16.591253,39.717743,6.4511571,0.012735777,6.6822418,3.3134946e-05,0.0079475313,9548700.1,99,7.66886375846364e-07,0.224397088663653,18930246.0520097,33199373029.3561,34561838711.1592,455229735364135,24047745.2914991,57688420.2877229,72734404.4334731,77529292.7350105,124625476.560948,124885370.056964,176340323.893421,165436475.567266,436738784.995744,382706026.292375,362703821.475778,333764203.832121,395145139.518591,1346698855.73393,1228597141.90544,1164265506.45274,1100098997.97115,1039375895.3603,947132029.089813,4086235256.64197,4023807436.43725,3869260628.16959,3992160219.99547,3527129194.54709,3239127234.3389,2287652574.86611,207952117.456207,591287646.0786,1911057976.11461,6826168426.51337,25025372544.9964
"176",215,3.4366327,14.694283,2.618384,0.018676984,8.1859714,5.3793663e-05,0.012785561,1244020,507,1.54215664163794e-07,0.0451247370596393,5499720.70169554,34602216924.7029,34822117556.9659,445367712803826,80980060.0722361,34444381.3458154,66541637.6267288,66568044.3925542,65477463.3326827,66099848.9269774,132428009.038365,132886366.264437,361127069.794828,233373028.758116,211143742.756386,225993359.019419,340052413.765623,1167345310.05584,937073826.134317,877476731.639222,871094337.727314,897736601.88344,1081094951.1854,4345504531.21667,3909802011.00368,3814542716.14531,3749615158.93233,3695669693.39176,3712959960.71829,3826066361.91038,167554063.365098,396891687.562462,1371689614.09437,5831821758.62553,27054160433.3184
"177",147,172.99713,44.032329,31.486132,0.012054226,7.8590415,8.4127753e-06,0.044519552,9697104.9,106,7.33793229740318e-07,0.249008329752998,16946451.8103459,197326127264.948,232010882522.992,2982831977570652,176015133.489456,27263835362.593,30782668190.9976,35826057681.87,11201868765.7605,12190062309.1803,16050604289.3716,21716082932.5728,14834216724.5259,6989529020.78142,4605856423.04408,5127964857.41164,8863894753.464,8969004699.78912,4357079626.83769,2492775373.06076,1882185171.85464,2530396919.55547,3776372554.63836,3905642390.58409,2751066622.61551,1571064787.66961,1026794147.45029,953152973.575603,1152343643.7714,1190362300.01708,93872561235.4606,61158618296.8852,40421461779.2271,24007814345.736,12550426865.6836
"178",223,122.76884,12.957134,47.745258,0.0019209804,4.5791582,5.3311072e-05,0.00677884,2921136.5,389,2.03954379039212e-07,0.0412363121716641,16251829.6736224,32597970529.0023,32739515756.3892,412657379438887,25391441.316214,2373700327.39709,1051908410.32247,5609017844.17067,468160042.097819,1227046489.30979,221405907.498986,4457522132.34702,4181691249.35558,1019994973.17847,266960079.007983,98449412.2136419,65575940.7018615,4144216750.88127,958148974.73735,241337278.609815,75375192.9414032,31722991.1995527,32963587.647672,4395957560.67535,1174611357.63606,375734154.679833,131188647.965478,62938438.755349,38873029.2746812,35014983.7839865,9034626581.89024,6374134571.25362,5632671654.45754,5483764776.01707,6214318172.77074
"179",185,154.95477,39.525622,24.657498,0.015050374,1.8870133,2.0035847e-05,0.013875101,8626052.1,88,8.66560665161005e-07,0.225388962765717,18098501.9979907,46345305232.8163,49335258726.0664,646957521392657,35746467.9377599,6011234721.45786,4373405587.24921,8635850506.73972,1738424079.08755,2872083296.9892,1119346232.17705,6343893151.92418,4744184959.60698,1806091662.40959,827777172.209853,477504946.086947,291881459.053674,3686204012.05354,1402802691.42611,567447160.832188,257910804.059627,144410907.628268,78369737.0132492,2013776054.46237,1000360956.53751,469371595.168539,256517271.738398,120200894.505717,66528389.5535886,29680476.0954332,19020490815.4468,12073746760.178,8147440199.36705,6137145313.01298,3956435638.06156
"180",242,179.841,5.9068781,23.399572,0.0099099038,6.1811588,2.0031848e-05,0.014260421,3520372.7,1171,6.74836670507723e-08,0.0160781186421806,28894585.2283582,249669250577.715,253512329525.49,3208067642769798,111026602.992082,34406635550.1934,43833864721.8083,43354782829.6462,8030532802.66874,7973603125.24739,20853712602.0372,20967048236.5424,13092668090.5293,3258816409.36124,1585779158.10522,3114931656.14139,12832558803.7213,8553532315.08311,1948832467.01704,561354668.998728,571575329.45941,1977477394.66674,8422186186.91772,6464639425.31308,1883791392.93473,641343681.898959,371035601.396479,623039532.853352,1847351253.20115,6341236289.7472,121595283101.648,57824896766.4957,33884754117.8584,22034958362.1427,18172437177.345
"181",155,144.55314,4.0903234,21.473053,0.0052644764,1.7256716,1.4233751e-06,0.030574685,1516647.8,1103,7.1961410645501e-08,0.0126119568297305,16387617.1869272,216431744642.044,238736285775.606,3007760505039666,183538611.546225,21728874173.8162,17746118074.8117,42678985411.1206,3203060283.47488,6631776984.62965,5311420510.56958,29577794804.6421,25750629366.4934,4431748365.22733,995459026.335548,764521434.962513,2440395707.85136,24252788518.7767,4233699972.79129,873676935.960483,331774281.886862,412898803.753047,1459280556.02401,30281587856.3211,7742821272.20899,2931007129.06403,1538537866.62628,1024852522.06888,885981543.010853,1506594373.17877,82153977659.7485,44724052583.3162,34382753900.8702,31564119069.1924,45911382562.4789
"182",197,126.3972,48.415706,26.747415,0.01810857,7.4403582,9.9603499e-05,0.027571238,9136221.6,55,1.40254644954321e-06,0.327747054329258,16770660.4741339,60277516730.4436,60819571458.9367,788430494065014,47012489.1790067,3881634214.37856,1626900305.74069,9793367576.6239,1480619723.64236,3104754434.81462,484854730.646744,7996653487.69544,8453694993.09776,2533244181.91461,950362706.612318,309716786.232141,172870632.680906,7004680105.2841,1944534038.15196,852984862.58634,324220648.339251,158625756.010634,80966556.2157491,5644513810.48412,2264194496.79636,1008659775.25899,386894331.04167,200467196.97338,99198559.5700392,60957548.1441093,15301902096.7432,13066882376.7992,12419889300.5377,10366011966.588,9664885718.26866
"183",176,62.914346,14.397426,19.729976,0.0074578775,9.0274997,5.7478622e-05,0.041691608,4946525.7,333,2.37475184534888e-07,0.0468073087725645,26161306.4028001,291579823189.085,296033796625.765,3743508535423203,143093333.252751,1144859547.61322,416498969.01517,5305848651.80621,527351453.977824,2221895200.88336,243879836.559659,11837389820.3497,22114867673.1316,4964604689.39838,1494913246.59808,634766893.0426,390297411.420244,40256033558.7685,12274910374.8297,5436470425.76289,2793481589.12091,1565487574.93615,902016845.35807,88732269543.0069,41602488171.283,22502691506.6852,14332879027.1886,8165424172.06602,4205471880.86755,1966998562.09529,6867207168.43461,14830516311.7706,29599449913.5909,63228400368.7762,181508222863.192
"184",193,113.89297,2.190327,44.133642,0.010434019,7.8018948,7.0863463e-05,0.025526466,5910266.9,1464,5.49345078657932e-08,0.00826039207876359,85190813.0931745,922858245326.539,924787605061.512,11498883800437938,134977979.231885,61933678127.462,50213160212.2874,138309837014.495,6080639998.39169,13301308934.7241,15429773440.5437,99622234913.6801,98206184150.4583,9404366816.15049,1315386230.57246,1416005584.64505,8871103843.23257,107158420321.62,11875148088.6025,2262986221.9316,1121307473.33102,1434491509.01267,7238890818.78905,182673824725.894,45141427689.8407,20408475605.7599,12287720308.6119,8568597583.45243,7439397320.02584,13073238127.9967,250456675354.245,134433957287.34,119213046625.059,131091244433.287,289592681361.581
"185",124,32.561264,30.661858,33.37712,0.012755306,9.9832736,3.2907045e-05,0.024068063,6123342,122,6.29430294137194e-07,0.148364273491666,16634000.6834507,78588260666.0806,82164600460.6074,1069983980620939,64325113.4217806,88732125.3680107,100551218.239263,100533276.09119,222395837.681801,252507094.596472,286894177.475077,334592105.398654,1236026290.48364,824618884.668964,693342841.049452,673599339.085816,624636768.152751,4157675832.59898,3269247326.13053,2481202934.2693,2166552609.63715,1821821912.19776,1594352866.2286,15097013775.4919,11427816621.0576,10176913206.7131,8897826846.05777,6869027600.01801,5313296458.95578,3453422512.95981,289816619.698464,1096389215.152,4052224123.44062,15490853481.0623,61235317021.254
"186",231,178.08525,16.716464,45.492106,0.014148656,0.11734797,4.9093364e-05,0.021309042,4207333.4,453,1.72112086535926e-07,0.0528094957359913,16790526.1153245,174746609731.853,176881333380.621,2268675765095178,135116419.194547,24967393116.1791,29956775357.744,30858206046.5941,7832905201.69172,8009085444.07284,14020597945.9054,15521874157.2506,8903103748.24442,3343167655.97897,2171514768.76198,3108851037.30541,7595881344.29533,4890290827.1323,1757430837.14764,843056286.714834,770497830.390324,1491670431.8157,3740445158.49764,2245873433.16075,1084716519.00242,489431357.789471,305078453.448535,410595065.942092,855498056.542169,1707393299.01329,85782374520.5172,45384462748.9205,25122518554.5861,13493391371.6984,7098586184.89873
"187",163,25.563786,8.7838797,24.912629,0.0021946051,6.8086064,7.2660525e-05,0.037592162,2232967.7,631,1.23492023886595e-07,0.0257836526832344,15460415.6274574,228198711141.788,229930621798.502,2950723709261386,190856687.191575,190514147.951419,370812437.838994,381944056.408109,280130745.727536,326101830.101205,695769010.456738,1020551728.24642,3356252208.09154,1329692387.42997,925744187.038926,912227060.292837,1609485937.22277,12379020055.8775,6503213575.76097,4986688663.6648,4410865502.09025,4065568420.67283,4888968246.2579,46892863973.9208,30876436904.0979,25920558199.2152,23209342462.0326,20236097228.5331,17595638992.7777,16566133836.7941,943270642.198522,2322553314.5319,8133401780.07603,37234324464.3242,181297071597.371
