"angle","gap","Re","total.conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25","row1","row2","row3","row4","row5"
8.4438139,25.25,2.505,7141.33086932165,3.18488170788387,3.25969347790285,5.31121907379957,12.0353162521834,13.9644297754027,11.928451950912,21.8811769765485,83.1948450916888,56.8315162875278,49.8211917213677,43.4091625738686,48.3912158997045,321.075355707093,239.871077914038,214.965555095699,178.820116514329,160.450325704958,175.26273261223,1179.0206683608,953.454412396449,823.866403803656,709.336210173606,640.672044584574,629.007726521475,562.315139143949,11.7557942595863,59.8093749550466,281.647931574157,1290.44516354835,5497.67260498451
12.497732,10.960581,2.505,16856.1100907803,33.144722121953,42.2983259733315,87.9550714044993,32.4417360744666,41.7087843317988,70.5950983378549,149.069417049448,339.066616970036,123.373343768621,85.7768999629807,85.802582670367,174.219468865041,896.731307714258,462.576272823984,366.480156710643,326.282629401774,351.46586669801,495.730572108927,2982.05740134116,1942.19992731323,1674.12229344546,1498.70659090657,1428.98255454805,1416.75410111248,1748.56834912538,163.398119499784,293.815035793569,808.238912237045,2899.2668054576,12691.3912177923
12.497732,25.25,1.0645111,5919.71616335126,2.59724664720635,2.30166423855129,5.51668913606368,9.18548098870968,12.0968464862359,8.22136658858277,21.740205102336,84.3969959949806,48.8725804392359,38.5887147473224,33.76588757514,31.0021093263937,305.97038179117,223.707837639381,163.958293891746,141.501835091152,120.318622306968,118.660378380951,1064.50766171876,806.749576624588,747.572100215536,585.741615122686,504.305675928336,429.963304448124,408.47309292111,10.4156000218213,51.2438991658644,236.626288083073,1074.11734910137,4547.31302697914
12.497732,25.25,2.505,5921.43834704699,2.5990670390401,2.3024422691714,5.51885174417852,9.18976423642187,12.1029845449096,8.22276075372239,21.7467965253945,84.4168703385427,48.8900963223405,38.6037836683548,33.776310059123,31.005736308663,306.048231218832,223.777867071126,164.0129910129,141.548532014158,120.350245575764,118.674213414979,1064.77628248483,807.000871076161,747.834285187331,585.947859301322,504.473904049979,430.080232237337,408.537368592417,10.42036105239,51.2623060604483,236.692796697024,1074.41208030776,4548.65080292937
12.497732,25.25,3.9454889,5921.99261768152,2.59945146640789,2.30287198830087,5.51845279164778,9.19090231857475,12.1050604998696,8.22303436789946,21.7495250753382,84.4245439190007,48.8953316011921,38.6079853710718,33.7787860759488,31.0055075016794,306.072897332824,223.799656596206,164.029786789166,141.56302382115,120.359384482745,118.677215624305,1064.87114219875,807.089052742249,747.91879077833,586.013139834638,504.525702440143,430.115305106325,408.556066957754,10.4207762463565,51.268522261682,236.712154468893,1074.5019646464,4549.08920005819
12.497732,39.539419,2.505,2113.6026809163,0.111001648665249,0.0695008402122978,0.222153604483502,0.967442294126248,1.59660178502951,0.624026195958603,2.85083798714891,21.7174451255163,9.62345679627468,9.42117630100902,5.48587441422887,4.27692855346803,117.696941936259,73.7214099137768,60.6874777306618,39.5706032531506,31.8124110173208,22.5733003933585,468.151946848173,358.372164861326,280.874728535163,218.016307571775,166.823117604117,125.509340712983,92.8264849921148,0.402656093361049,6.03890826226327,50.5248811904969,346.062144244528,1710.57409112565
20.2863,6.0787324,2.505,21843.90853048,125.80870870692,157.783656559338,309.497422402982,47.6069430332944,79.6971488924715,149.208481888206,365.757773678197,663.001444027959,148.792526562183,74.1292624230501,85.6022201488663,259.841531607344,1345.21830335934,507.240008376986,315.795684433991,307.572911717649,325.967585386886,664.586121254979,4105.73484211961,2501.74512425664,1984.02706622844,1773.35899442329,1655.99088442337,1719.95500525081,2169.98887931723,593.08978766924,642.270347492169,1231.3669847694,3466.38061452983,15910.8007960194
20.2863,10.960581,1.0645111,14543.2849565368,29.6465546195327,30.8400298174314,84.7111215280439,25.1128912925775,42.4743854128545,47.8055533704929,158.572459299739,370.9573034034,122.29107793139,69.8152186146388,66.659089807829,117.141101194894,922.439178912625,435.457910129795,315.499087808324,270.604208833507,277.171231136984,352.469797557303,2874.26019564657,1785.26584859453,1464.07041339163,1299.74708622474,1126.87519182833,1065.43435830662,1187.96366187304,145.197705965008,273.965289375664,746.863790952151,2573.64141437854,10803.6167558655
20.2863,10.960581,2.505,14549.1615648918,29.6429531230127,30.8092686041331,84.7367867625587,25.1142491687691,42.4960858722986,47.7656342448852,158.653008698491,371.119517907055,122.36813458626,69.8522180173343,66.6682999030162,117.07694185751,922.854450768672,435.74179796923,315.680605067804,270.711920459696,277.217669993864,352.38301928868,2875.77489535697,1786.42966839828,1464.89404475388,1300.34371062078,1127.22469497193,1065.63987605458,1187.96211244207,145.189008489705,274.028977984444,747.085112271176,2574.58946354795,10808.2690025985
20.2863,10.960581,3.9454889,14552.1392095883,29.646084017565,30.8025092789678,84.7283158564812,25.1165713387803,42.5006952998237,47.7562287654696,158.664629175618,371.176581374123,122.396950928713,69.8698500931991,66.6792496346477,117.064468175254,923.033875251547,435.856833008542,315.772138852321,270.784582190364,277.262074846535,352.368760779937,2876.39748285585,1786.88823471856,1465.30448889546,1300.75649718882,1127.51835594828,1065.81835805704,1187.97539305643,145.176909153014,274.038124579692,747.187100205937,2575.07826492925,10810.6588107204
20.2863,25.25,0.57238131,4455.03709020384,1.69720930524206,1.15915055444441,4.50712235628036,5.21715352272806,9.04666942435299,3.95504663994739,19.6719770928981,78.4293768902383,38.8416610753304,25.9471372240695,18.5716913868344,14.4439554483495,299.319751357775,188.192398058674,123.928062872176,92.282902153386,72.4282033250202,56.7154106448367,1024.00800964065,700.811260519442,529.918343282964,420.138109870024,310.963551546756,235.352182948733,179.490753062686,7.36348221596683,37.8908466799265,176.233822024822,832.866728411869,3400.68221087125
20.2863,25.25,1.0645111,4456.47610766328,1.69894833300405,1.15975155407087,4.51016858116345,5.2197870862621,9.05255802322881,3.95570107496307,19.6807142229215,78.4573300492106,38.8594658977494,25.9584547726063,18.5775570868561,14.4447979093381,299.417912417056,188.263397072419,123.975307562845,92.3144215298377,72.4471849195984,56.7191536081556,1024.32285819729,701.055123514895,530.104661856831,420.293251855208,311.069120181135,235.411580301474,179.506900055159,7.36886846823837,37.9087604073755,176.29760571576,833.137377109912,3401.76349596199
