"angle","gap","Re","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","hair19","hair20","hair21","hair22","hair23","hair24","hair25"
8.4438139,25.25,2.505,-0.00142739266529679,-0.00132373711653054,0.00166541453171521,-0.000857169032096863,7.84423686563968e-05,-0.000247829219093546,0.000421782189980149,-0.000278213285841048,2.06387788057322e-06,0.000104115339461714,-0.000416906765662134,-0.00038214461505413,-8.35292488336561e-05,-7.62742012739182e-06,-0.000137524427846074,0.000155436162836849,-0.000266312705352903,-0.000673525132238865,-0.000511631980538368,-0.000108214951585978,0.000297290714457631,-0.000118645196780562,-0.000171348378062248,-0.000543350413441658,-0.000508260156959295
12.497732,10.960581,2.505,-0.00173060238407925,-0.00354946831613779,0.000773569564800709,-0.00128017801139504,-0.000271052980795502,-0.001941558545921,0.000589467758312821,0.000444033220410347,-0.000163372106850147,-0.000226483993697911,-0.00134799647610635,-0.00110478046163917,0.00026413138024509,-0.00044864609837532,-0.000294184738770127,-0.000382131684571505,-0.00089294574316591,-0.000592398312874138,0.00022511257790029,0.000199512041173875,-0.000541477534919977,-0.000529312988743186,-0.000542986405082047,-0.000486232779920101,-0.000238126100040972
12.497732,25.25,1.0645111,-0.00160887263971381,-0.00151413302868605,0.00139563741162419,-0.00122505157592241,-4.86924815922976e-05,-0.000822365617379546,0.000550545656122267,0.00012855777144432,0.000144149217754603,2.70327031612392e-05,-0.000388657528907061,-0.000652123726904392,0.000172897458076477,-7.40235317498444e-05,-0.000465130731463432,-0.000387995678931475,-0.00026048740837723,-0.000522961676120758,-5.24905957281589e-05,-0.000286832928657532,0.000144386787898838,-0.000133624831214547,-0.000456972809508443,-0.000274594702292234,0.00030969602894038
12.497732,25.25,2.505,-0.00172460975474678,-0.00182822081074119,0.00160661065857857,-0.00133446459379047,-3.20691000670193e-05,-0.00087985098361969,0.000652752239257097,0.000152413956820965,0.000150593627244234,-7.16749444836762e-06,-0.000453827500343323,-0.000707163970917463,0.000190061949193478,-6.61842171102764e-05,-0.000477489117532969,-0.000405239686369896,-0.000307769165374339,-0.000559916645288467,-3.10432687401772e-05,-0.00026914444938302,0.000142412677407265,-0.00014231670461595,-0.00046762709133327,-0.000282691702246666,0.000296013880521059
12.497732,25.25,3.9454889,-0.00175958236865699,-0.00197136993519962,0.00167681485263165,-0.00135393131023739,-1.88862029463054e-05,-0.000875789039768279,0.000712684858590364,0.000166490588337183,0.00015687795355916,-2.37635201774539e-05,-0.000470681723207235,-0.000708410903811455,0.000210930766537785,-4.56636650487782e-05,-0.000463980782777071,-0.000392081093043089,-0.000320247400784865,-0.000555179798975587,-1.13000553101303e-05,-0.000250980295240879,0.000144154233857989,-0.000137418303638697,-0.000455843094736338,-0.000274298684671521,0.000281177118420601
12.497732,39.539419,2.505,-0.00171832683891989,-0.000989915974438191,0.000877141162753105,-0.00082026612944901,-0.000191911952570081,-0.000427041620016098,-9.31154713034629e-05,1.71762173995376e-05,8.03490786347537e-05,1.81001784512773e-05,8.67673642933369e-05,0.00031793067837134,-0.000102815952152014,-5.62529033049936e-06,-0.000370066215866246,-0.000311454382492229,-0.000214997196570039,-0.000389804396778345,-0.000235871341079473,-9.62800950510428e-05,3.87731250375509e-05,0.000153470424935222,-0.000129317196086049,-1.70764094218611e-05,-0.000234724629088305
20.2863,6.0787324,2.505,-0.00251676818542182,-0.003269875112921,-0.00084314241586253,-0.00262332652881742,-0.00182755859009922,-0.00283626142702997,-0.000632189135998487,7.54087476525456e-06,-0.000628961035981774,-0.00100593211501837,-0.00117173822782934,-0.00109123026486486,-0.000234538212418557,-0.000584181640297174,-0.00092626965418458,-0.00115085976943374,-0.00176439514383674,-0.00212129951268435,-2.69670368579682e-05,-0.000252171965315938,-0.000439449770376086,-0.000119528957642615,-0.000650745574384928,-0.000943449314683676,-0.00088446294516325
20.2863,10.960581,1.0645111,-0.0021570351482369,-0.00246227431297302,-0.000122183778323233,-0.00126953430101275,-0.000663326505571604,-0.00130765262153,0.000156465051695704,-8.31545405089863e-05,-0.000564339205622673,-0.00112350395927206,-0.00146585978850635,-0.00148632067535073,-7.68175339326263e-05,-0.000332429507747293,-0.00064634599047713,-0.000911786686629057,-0.00104258861392736,-0.000671769138425589,0.000252201442606747,8.94865910522639e-05,-9.28065944463013e-05,0.00016074902843684,8.10400666669011e-05,4.82569024898114e-05,4.41568573005495e-05
20.2863,10.960581,2.505,-0.00247603166848421,-0.00300052581354976,-8.75479094684124e-05,-0.0014178406894207,-0.000733015965903178,-0.001453533670865,0.0001778420265764,-7.15636648237706e-05,-0.000606695782393217,-0.00123090988583863,-0.00160674390662462,-0.00161525021540001,-6.4632677473128e-05,-0.000355045756325126,-0.000714477324858308,-0.00101734678447247,-0.0011607043966651,-0.000774678908288479,0.000272264907136559,8.52030836977065e-05,-0.000130095361266285,0.000105350150726736,3.12906224280618e-06,-3.64828156307342e-05,-3.38626764714717e-05
20.2863,10.960581,3.9454889,-0.00267144163325429,-0.00325913701951504,-6.5472109708935e-05,-0.0014453865159303,-0.000748672314919531,-0.00147000157134607,0.00018175401724875,-5.68829588592054e-05,-0.000607399076223373,-0.00124684804072604,-0.00162682954128832,-0.00162784593785182,-4.47222189977766e-05,-0.000349418750032783,-0.000727282303851098,-0.00104523825645447,-0.00119253166764975,-0.000812149621546269,0.000288726802915335,8.73427735641598e-05,-0.000147662896080874,6.51084780693055e-05,-4.90112844854593e-05,-9.0575583279133e-05,-8.17706733942031e-05
