"","simulation_number","angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","hair_dots","hair_dxdy","domain_area","cmax","ctotal","raw_total_conc","total_conc","norm_conc","hair1","hair2","hair3","row1"
"551",553,81.913031,3.3121235,39.49894,0.01800535,0.49207721,1.6367168e-05,0.026920294,2362196.4,232,3.97480304171748e-08,0.00419993588600036,56963263.3632032,538368150236.624,546306944385.212,5037793.00986863,0.00222801597043889,0.255489697649999,0.196382992947477,0.548127309402525,0.00222801597043889
"552",544,156.93916,49.214295,36.241272,0.0089238195,1.6172099,5.2957969e-05,0.042512954,9329622.8,96,1.02196894959627e-07,0.036289299825004,41751113.1786327,1301622368469.17,1305043948383.2,12803658.1738191,0.000271063148657479,0.368337044812137,0.235302560324318,0.396360394863546,0.000271063148657479
"553",594,144.37518,30.367147,16.818716,0.017575625,8.8816147,7.7599485e-06,0.039366221,3309210,97,9.5329377170666e-08,0.0220344322392278,23555891.9514015,458655525458.569,477923163642.193,4419331.39996812,0.000437288519480243,0.337746938671075,0.210607611372647,0.451645449956278,0.000437288519480243
"554",573,143.16347,27.386063,39.326061,0.011336803,9.5801143,5.0595396e-05,0.010868609,7985577.7,102,8.93842280047798e-08,0.0196613123288434,61686197.0156008,325932524572.31,325008641842.756,2963165.94769166,0.00046239781306918,0.33096621270598,0.201104667208248,0.467929120085773,0.00046239781306918
"555",591,150.18092,33.83124,33.099305,0.0060089104,7.2997008,8.2067227e-05,0.01145381,5189206.4,100,9.07999744514755e-08,0.0244008587342939,32553853.8840567,219634937830.42,219466203433.428,1992752.56647176,0.00037183206713589,0.34356855349337,0.219354496052634,0.437076950453997,0.00037183206713589
"556",552,97.110841,2.2246274,5.0722615,0.0037254718,1.3417202,9.6127588e-05,0.010514186,4324501.8,256,3.64864475408974e-08,0.00394797956971526,106289579.360357,419305402917.401,418030621792.759,3904627.80224773,0.00235870858197185,0.251151740576943,0.220582883549726,0.528265375873331,0.00235870858197185
"557",500,117.54209,45.519833,45.135834,0.012969335,1.9287117,3.2423782e-05,0.020504235,8978174,35,2.38401832485117e-07,0.0307614652492197,72393488.7861814,259625002099.045,262259618184.388,2188311.07467019,0.000274003131953772,0.289368020502898,0.115032430253566,0.595599549243535,0.000274003131953772
"558",526,36.961436,30.099666,17.515271,0.0081253368,2.2555826,4.9944876e-05,0.0060217983,127883.86,99,9.74099443998094e-08,0.0218720392757556,927025.79609455,2653834701.29079,2662626918.29428,25677.2676667797,0.000442369995620675,0.33788087251816,0.197804706207744,0.464314421274097,0.000442369995620675
"559",561,38.949507,18.959451,23.031767,0.014661937,2.8606817,8.8254272e-05,0.039626875,3586518.4,137,6.97175131602028e-08,0.0135291017338163,35558117.169665,684498391756.755,686277158816.618,6554838.54863415,0.000707816373171343,0.315019759014822,0.20218220372018,0.482798037264998,0.000707816373171343
"560",555,43.279286,45.210363,4.517037,0.012162835,5.8224195,6.5734791e-05,0.0078212406,897490.37,54,1.70993586339229e-07,0.0363094620976172,5192345.76527011,13781313060.4148,13841382549.1322,127806.532666344,0.000255412788899681,0.337788482929627,0.174650899541845,0.487560617528528,0.000255412788899681
"561",599,138.0717,18.781248,20.312883,0.012869593,7.9391355,1.9083226e-05,0.019983795,9274248.4,130,7.25116851532138e-08,0.0133714447889932,94878563.2836694,858335373122.411,863489722754.993,8139702.33822797,0.000709207267326679,0.311086272536406,0.191746376743391,0.497167350720204,0.000709207267326679
"562",508,87.152483,31.536631,11.238107,0.017641592,4.6483821,1.5500723e-05,0.046365801,9632109.8,51,1.76311137985031e-07,0.00949400215821795,216409182.810362,856306875392.838,883955892002.075,7948414.73162041,0.000977691326634013,0.154689802290843,0.0352226693196808,0.810087528389476,0.000977691326634013
"563",534,94.740811,22.272087,34.687492,0.004208845,0.77255417,5.0716855e-05,0.037152981,2769901.3,83,1.20552548106552e-07,0.00814501236027107,59982485.2540056,288039084751.984,288392465030.284,2885615.06067282,0.00122997200304529,0.181818895649942,0.0504550558952168,0.767726048454841,0.00122997200304529
"564",560,18.894446,15.283867,9.3744887,0.018612582,4.7205962,8.8676638e-05,0.0062765292,2043015.4,222,4.293680889514e-08,0.0106005828745033,20287124.2454522,100221703419.942,100180100045.787,954913.865989155,0.000898819889263797,0.323231105522722,0.272325054580058,0.40444383989722,0.000898819889263797
"565",563,94.939037,48.062523,38.348662,0.0082573287,7.2652575,6.6714823e-05,0.048565812,5344392.1,30,3.00187110919738e-07,0.0150970101823755,98529685.8772968,292498075262.611,292449082287.515,2633683.35309054,0.000596416428982973,0.147544103900423,0.0285510029900786,0.823904893109498,0.000596416428982973
"566",569,68.907871,26.330917,18.115574,0.0092994579,6.3929437,4.867793e-05,0.043065679,8386414.3,71,1.33395161533465e-07,0.0144338900585671,107801963.52539,911001146993.172,918434685364.079,8698546.76805759,0.000661522143336858,0.251904696820404,0.0995991796738875,0.648496123505709,0.000661522143336858
"567",602,167.24696,40.884153,15.892448,0.0013598557,8.8356242,6.246706e-05,0.016839121,3622337.9,165,5.67626627447683e-08,0.0244812823405166,17908115.6166355,360311801052.492,359883407099.446,3370610.17666296,0.000382116576897897,0.361269062111151,0.27403190721012,0.364699030678729,0.000382116576897897
"568",607,127.16303,24.556827,41.290909,0.0034468765,5.1947793,6.945789e-05,0.030477964,2091013.4,88,1.05710041258582e-07,0.0165398158954828,20880840.6099757,202560158727.167,202599041737.187,1884674.26936688,0.000562537659076174,0.298884439842348,0.151829807703539,0.549285752454113,0.000562537659076174
"569",581,24.127046,32.443466,28.443892,0.0088931062,1.7556068,7.6389936e-05,0.044471291,4390247.6,125,7.4428343917631e-08,0.0223076632389924,27275192.515807,879999030706.406,883000231661.698,8215030.6151831,0.000418478271131194,0.350175882904218,0.238166880512877,0.411657236582905,0.000418478271131194
"570",516,79.493869,38.857215,40.622395,0.0069861718,4.1691188,5.9238822e-05,0.021691908,3209360,44,2.22953840240947e-07,0.0160829982196209,47865501.3880697,105309627818.579,105372630556.659,1033702.23611149,0.000610323881607271,0.198535380079498,0.0524019912223687,0.749062628698134,0.000610323881607271
"571",542,128.43838,13.288461,47.872443,0.0084327443,8.7096801,2.1058341e-05,0.014595406,8007628,143,6.4237796470069e-08,0.00959404337839775,107463564.44912,611404979930.239,614614907277.583,5645855.54692698,0.00096249639760884,0.287772934549877,0.175293343863356,0.536933721586767,0.00096249639760884
"572",571,82.757299,19.223579,2.6152606,0.016682335,6.0886745,8.6430038e-05,0.0056862601,3164454,91,1.04168648927673e-07,0.00799056872194396,64931184.2682472,58237136397.4987,58095462598.4895,550707.052141867,0.00118343098248165,0.202236809471139,0.0667454480648232,0.731017742464037,0.00118343098248165
"573",577,119.64399,5.921163,10.920205,0.0020003534,5.1359874,1.6210357e-05,0.03826414,8218303.3,206,4.53732921234294e-08,0.00571630883487813,155571607.266932,2330453436231.88,2362446499343.1,22081546.8789775,0.00165757573096609,0.267627254738725,0.193966847967464,0.53840589729381,0.00165757573096609
"574",589,91.738481,37.447968,11.102168,0.0055314526,6.3886886,6.2484122e-05,0.031479092,4664761.5,42,2.17391035280241e-07,0.010049552778935,109942912.154196,228698902591.304,228171116309.127,2083298.91821056,0.000906443569406917,0.13312031309938,0.0238086318474786,0.843071055053141,0.000906443569406917
"575",615,84.509729,4.4589423,1.0764208,0.01740495,0.79202318,7.5282038e-05,0.0065116364,7547566.5,220,4.34588913170839e-08,0.00434919200744849,183781334.439938,380680152322.9,379920083985.559,3632399.24060327,0.00219394007199199,0.250500774604756,0.166892455185161,0.582606770210082,0.00219394007199199
"576",524,80.267376,18.97328,22.568069,0.0045672733,9.8038309,8.7983678e-05,0.00885846,9323616.8,94,1.02279095773294e-07,0.00846911824641187,178855941.353833,272080646203.541,271355293240.875,2608873.55844154,0.00113218444580768,0.214587044074822,0.0750857654527339,0.710327190472445,0.00113218444580768
"577",610,128.08283,6.7866279,49.86142,0.017580652,6.7705661,8.5087214e-05,0.044628003,6215950.8,210,4.57525741176185e-08,0.00632190768127605,106839266.482797,2038035807005.77,2040234630883.61,19602657.0950352,0.00152144053717852,0.277161055278445,0.207076759281567,0.515762185439988,0.00152144053717852
"578",579,33.628454,29.433484,26.510487,0.014504399,1.0301077,2.4238009e-06,0.0068599918,7194587.3,109,8.86188679346312e-08,0.0211586409080725,51421522.347237,186915259834.724,180355502484.895,1742136.14970323,0.000440503705179944,0.340678749032632,0.24379284766499,0.415528403302378,0.000440503705179944
"579",585,109.08023,32.077329,43.764038,0.001124454,0.60627142,2.6962394e-05,0.0095935616,7757082.7,58,1.68293004306533e-07,0.0169275835451683,95499302.50098,148833432990.281,149957592754.132,1463735.20058377,0.000580987852173683,0.247898520124057,0.0880593136772947,0.664042166198648,0.000580987852173683
"580",597,7.455679,3.9958575,38.704277,0.017226674,4.8182065,2.0426797e-05,0.024655776,9171163.4,324,2.92684160954887e-08,0.00512958260489534,155383795.597559,2594875688023.6,2593436300085.96,24593470.3703716,0.00184765648694655,0.288200942938024,0.336628193211287,0.375170863850689,0.00184765648694655
"581",605,16.018679,28.64154,24.497019,0.0097869716,7.1130263,4.4390038e-07,0.01693854,6553618.9,179,5.28626472945569e-08,0.0178580595090472,42863248.6573297,704314154453.649,303098580758.502,2868044.21325102,0.000228026415217379,0.322777949988519,0.329341123546555,0.347880926464927,0.000228026415217379
"582",623,106.48588,16.42575,22.236909,0.018501699,6.2208928,4.0731677e-05,0.027985244,3762754.4,109,8.79464071797207e-08,0.00880132464491773,64406632.8469576,403032599294.306,405952967092.221,3891529.4384282,0.00109706435373757,0.239071553199312,0.10217864111545,0.658749805685239,0.00109706435373757
"583",568,47.459327,47.47381,1.2284236,0.0034253763,8.0695004,1.4836002e-05,0.0080197576,8858826.9,48,1.98062445430411e-07,0.0382339744658865,52383142.763001,120447324814.326,123533151313.343,1174429.34596059,0.000255023551934121,0.338632469965709,0.166651336356147,0.494716193678144,0.000255023551934121
"584",618,80.013457,6.1602696,26.69883,0.014047171,6.8236301,3.8330119e-05,0.0071889282,9192350.4,196,4.88885985880356e-08,0.00494224620846169,208915037.020556,454982416148.559,455568086899.337,4365328.72466843,0.00194132373174028,0.250000817575407,0.148670357192388,0.601328825232205,0.00194132373174028
"585",587,62.5485,9.2284968,16.088908,0.012663298,0.95894969,4.053746e-05,0.014852794,97151.321,172,5.6134870372467e-08,0.00695802945240803,1680515.49751922,8643778483.34259,8670076044.5381,83711.2983192874,0.00139185561683678,0.270533621719432,0.162685772599004,0.566780605681564,0.00139185561683678
"586",550,109.00846,49.993888,30.806864,0.0051709179,9.7657094,9.9061636e-05,0.024155531,219756.14,33,2.94503078643673e-07,0.0287246522785892,2109088.82148936,6068099526.50852,6070787078.21805,58999.5609827396,0.000338486462926013,0.246532588192973,0.078282677209118,0.675184734597909,0.000338486462926013
"587",613,41.86937,1.0997035,3.8276025,0.015695472,6.1245685,5.4011402e-05,0.036335779,1364669.2,300,3.13163199850049e-08,0.0040885334719623,30006055.3128397,532351017408.229,533424491762.114,5011467.62155829,0.00230249811218701,0.250212669831838,0.302065733948786,0.447721596219375,0.00230249811218701
"588",631,174.04374,10.913644,42.058291,0.018808559,8.8359694,6.3495035e-05,0.0070939168,3482404.8,310,3.08613471419213e-08,0.00772903922361135,40209150.1094088,268617865945.937,268227403849.974,2566136.29718901,0.00123600239958815,0.314471024739937,0.32205157593425,0.363477399325812,0.00123600239958815
"589",532,12.660338,38.797068,14.920513,0.019667433,7.0749769,1.6596975e-05,0.041228491,6877596,169,5.48304571157252e-08,0.0231187139382744,35387316.9179957,1734008786255.19,1747927310586.36,16196901.4321222,0.000404033126612068,0.364698625119541,0.27526724563663,0.360034129243828,0.000404033126612068
"590",558,85.02839,47.021301,33.300965,0.017461656,9.0173144,6.1284077e-06,0.03657737,1570940.9,33,2.91352272005818e-07,0.0148006954178956,29103863.3292381,66710714896.7303,71629253817.3598,688688.412778384,0.000697501361808005,0.165387871481812,0.0376506050463901,0.796961523471798,0.000697501361808005
"591",593,59.298172,37.246645,14.648172,0.011100707,1.7975475,5.5602294e-05,0.041075407,6572206.2,54,1.78875082006753e-07,0.0249888489563433,56507170.8531872,507264996972.36,512196713927.196,4947438.37719508,0.000390300624370991,0.290553130453631,0.124533506439312,0.584913363107057,0.000390300624370991
"592",639,167.74465,11.467259,34.423402,0.0080629897,5.3599248,4.0024681e-05,0.042384272,9509846.3,274,3.48534233210197e-08,0.00833930889117373,108150833.329165,3881237787521.33,3874030686334.97,36996365.4226301,0.00114303294728074,0.311842319947902,0.301246335596245,0.386911344455852,0.00114303294728074
"593",595,113.71739,46.644939,41.157984,0.0095376607,3.4982754,2.1453615e-05,0.023075003,6647099.3,37,2.56849992627561e-07,0.029488433953585,58034192.8718633,200869518299.056,204486347801.719,1943325.72623641,0.000328080072978788,0.269211189526079,0.100257661817541,0.63053114865638,0.000328080072978788
"594",626,41.774057,31.00941,22.06978,0.01177698,4.3924922,5.3888224e-05,0.031985299,3904427.9,84,1.10631617350186e-07,0.0226489472303994,29128138.475827,378982776231.523,381498012997.964,3545282.34428314,0.00041303165266092,0.331464740043723,0.181920677641809,0.486614582314469,0.00041303165266092
"595",540,76.300286,31.154958,21.745143,0.015913554,2.9264891,1.7514164e-05,0.01376423,5684797.8,55,1.68165088431056e-07,0.0142664534421371,83010041.4893178,156754726794.981,159821515582.757,1478201.96156379,0.000660993373020119,0.223206890418485,0.0744711144205398,0.702321995160975,0.000660993373020119
"596",601,93.474579,9.614618,32.726834,0.018820929,9.8703419,3.3567113e-05,0.041114229,496197.79,155,6.1896409921128e-08,0.00525104383206882,11942785.2883333,111044253367.682,112218949146.149,1076622.26197658,0.00184638228161468,0.227347574705561,0.100473512619899,0.672178912674539,0.00184638228161468
"597",621,5.6949825,30.212583,6.5636561,0.011474702,7.1736567,6.7660378e-05,0.045419612,3837882.8,264,3.61811104648114e-08,0.0157884235357507,23488625.2189448,1615366709911.2,1618525987684.2,15459857.8333505,0.000606171619572927,0.351709971213667,0.30342131384046,0.344868714945872,0.000606171619572927
"598",576,47.901448,40.385132,29.956858,0.010029214,2.5530634,7.5160124e-05,0.037096642,2798853,55,1.64769202698511e-07,0.0307189110742997,18787803.3105885,211614132279.009,212636981696.341,1926981.42660782,0.000296433337720005,0.317293324868131,0.161549103412797,0.521157571719072,0.000296433337720005
"599",566,43.875057,22.89383,26.179909,0.019882995,0.94616503,3.4036041e-05,0.045973915,5470606.3,110,8.72580617931116e-08,0.0161350627222879,50878148.2689312,967931311471.649,980880099286.823,9414866.59467234,0.000602835714185118,0.313517611898596,0.181610256718447,0.504872131382957,0.000602835714185118
"600",647,27.974498,11.811303,4.1777402,0.0042732527,4.6177028,3.2278994e-05,0.012597454,8318628.7,205,4.53540482086788e-08,0.0091237831700435,98638969.2824982,775761112061.494,779462656012.678,7247116.30992109,0.00102391114614882,0.309476435771752,0.250982605224137,0.439540959004111,0.00102391114614882
"601",548,70.030841,1.1145065,34.26232,0.0071295612,6.1845636,6.6840282e-05,0.018149527,6861153.2,290,3.29574953550368e-08,0.00388423857256321,162904106.420117,1270846972483.64,1267832451637.13,12117528.8193807,0.00245479316801277,0.242134697539426,0.267538702785541,0.490326599675033,0.00245479316801277
"602",603,39.692796,13.96765,6.3658521,0.0070950079,2.7358743,8.387878e-05,0.040111951,9912500.9,160,5.79357569507597e-08,0.010389271679438,116663551.071194,2304931233442.84,2312359236813.57,21434925.2363,0.000895115127709756,0.302370128857449,0.209643003195925,0.487986867946626,0.000895115127709756
"603",584,30.807942,3.9610327,39.90925,0.0013956759,9.6784141,9.4619481e-06,0.012997834,2727433.9,275,3.4546181723545e-08,0.00529993701529938,48590040.8966912,344809365750.15,342921391087.064,3257821.79068075,0.00178269711532003,0.280709360643257,0.280210551624254,0.43908008773249,0.00178269711532003
"604",574,88.441755,21.562812,42.104187,0.014648109,1.7804332,5.6827432e-05,0.043709286,218657.03,78,1.17116176532903e-07,0.00713940212144577,5324437.77527571,27557139356.8343,27581269645.0146,251956.601890277,0.00128064797174872,0.170114668217104,0.0455578465996444,0.784327485183252,0.00128064797174872
"605",629,72.644596,14.068425,1.9254194,0.015417921,4.5101968,8.0805397e-05,0.023045593,3607012.2,122,7.74943881141757e-08,0.00803089842904826,63515879.6397872,360988925026.545,361329296923.208,3416121.1182803,0.00117835255769114,0.245624266781913,0.112903971779428,0.641471761438659,0.00117835255769114
"606",556,14.955428,8.5671575,17.841631,0.0087731774,8.205128,4.6322473e-06,0.036591604,8820583.1,274,3.43377486227134e-08,0.00716930985943908,115816267.777607,3155600468377.93,3270084336186.96,30766729.4916305,0.00135994695877764,0.302169673539406,0.305072588257095,0.392757738203499,0.00135994695877764
"607",634,56.088934,49.319495,48.373647,0.0031205773,7.491053,7.7061068e-06,0.04726118,1093070.7,40,2.42328351022804e-07,0.0375463547074732,7280250.12076713,71628651390.6761,75710932585.4217,733876.217912956,0.00027287783516218,0.323787866447228,0.145380260389768,0.530831873163004,0.00027287783516218
"608",592,130.75976,6.6464715,4.0212202,0.015757904,7.6710357,3.8885942e-06,0.024191472,6905561.6,210,4.46326649892044e-08,0.00632587687424991,117157040.072839,1257979539435.38,1328278173234.69,12449764.8908758,0.00156446855277544,0.280523604129465,0.21954050268557,0.499935893184965,0.00156446855277544
"609",637,115.11419,22.028254,8.1032639,0.01042303,3.6720571,1.0653319e-05,0.017973744,8369192.1,88,1.08185736969533e-07,0.0129701716338034,107816822.76389,467641347326.647,483527401142.102,4603347.60490188,0.000758953457992902,0.266310149975488,0.122742111603885,0.610947738420627,0.000758953457992902
"610",642,97.476236,2.0622555,37.995084,0.0037674414,4.6800129,8.4438776e-06,0.031006525,9657294.6,258,3.59997941654487e-08,0.0039318975187503,236737475.015892,2798577730897.52,2840369219195.43,26381198.4691872,0.00239747980360683,0.25263427059598,0.224472319447899,0.522893409956121,0.00239747980360683
"611",655,154.2377,13.715449,48.374755,0.006728521,7.5558062,7.6971328e-05,0.046760494,9353702.1,203,4.66489202906906e-08,0.0100951995422678,101660709.648025,3147447762771.96,3145224911558.77,29784433.2777067,0.000937380473124869,0.317422610688884,0.251948526204799,0.430628863106317,0.000937380473124869
"612",582,143.25402,6.3259948,13.495959,0.0024350931,6.8833768,8.5653136e-05,0.0089816269,7462948.1,234,4.01029131428694e-08,0.00635615132149223,119444970.233026,561565108371.656,560292462786.951,5257830.23292138,0.00147303211474902,0.285486035106097,0.248263880550751,0.466250084343152,0.00147303211474902
"613",609,47.120133,35.274397,48.399409,0.018116474,9.8018903,6.0878508e-05,0.034628406,9664233.9,72,1.39637834250608e-07,0.0260335192663464,70469277.0456032,804821235531.314,809542155526.874,8139075.35992861,0.000388456830030231,0.322030910557338,0.163063071204285,0.514906018238377,0.000388456830030231
"614",611,68.105915,40.855651,23.893749,0.018022292,4.7040171,6.0799955e-05,0.03284798,5125221.5,41,2.20362778542007e-07,0.0239560783808586,51018742.0422178,257053713396.99,258725167184.067,2337549.26549647,0.000379595596084297,0.257698042661558,0.0949036348774294,0.647398322461012,0.000379595596084297
"615",564,120.38766,22.821165,29.956894,0.013924031,2.9832604,7.603247e-05,0.020604137,5372839,88,1.06636311433778e-07,0.0144095514914235,61854262.499692,348977868627.358,349391873892.755,3278691.7395636,0.000652006968450032,0.275695545638828,0.132553715079824,0.591750739281348,0.000652006968450032
"616",663,62.256913,4.0008069,21.85699,0.019136365,5.2476148,3.1095139e-05,0.013846652,9213622.1,234,4.02376431371716e-08,0.00492621417399764,190588672.749319,1066244714552.42,1069382180619.74,10068883.9432804,0.00191695162868611,0.264460852446442,0.214233776006469,0.52130537154709,0.00191695162868611
"617",617,175.9029,1.000307,28.893657,0.00829012,8.5142514,2.1701573e-05,0.016087475,563756.37,340,2.79331572680293e-08,0.00401578242148096,11919142.5349529,109123094238.306,108131265897.405,1026952.20300713,0.00234349150969447,0.249520465786094,0.369397332552142,0.381082201661764,0.00234349150969447
"618",645,170.14505,7.544278,48.873632,0.0089352929,9.7188188,5.6236213e-05,0.046503276,9704687.7,300,3.14851518241263e-08,0.00657372187905569,133072049.721749,4812058523917.55,4804838082930.2,45384316.9594204,0.0014347081886577,0.303337885471165,0.317228483379301,0.379433631149534,0.0014347081886577
"619",653,4.0329069,36.267593,11.029518,0.014780889,3.9884499,2.8085182e-06,0.0064860213,1115660.1,269,3.47793573869244e-08,0.0177915889474255,5940755.16416676,69750105577.4326,61302932401.2,573528.604014058,0.000462163323000689,0.356682223719542,0.313344961873832,0.329972814406626,0.000462163323000689
"620",650,19.803497,28.806655,1.121206,0.013211695,1.0505135,2.9933029e-05,0.020052004,6312098.6,156,5.99804335055012e-08,0.0188000271562303,41771859.6468827,707854436480.611,711663488428.641,6658997.98917399,0.00050038749608562,0.347682882260584,0.255581643721124,0.396735474018293,0.00050038749608562
"621",671,4.7411437,8.175713,12.949235,0.017350735,0.50606707,6.1721606e-05,0.015835969,1056432.4,318,2.95636078189199e-08,0.00662307593245698,13932350.9796957,189950390190.101,189864436994.35,1784958.7257914,0.00141882311104661,0.304757436500598,0.333099865344879,0.362142698154523,0.00141882311104661
"622",600,11.111648,48.434915,16.631625,0.012256133,3.2501797,3.1780423e-05,0.01765045,1073094.6,161,5.78145823478981e-08,0.0284593437899175,4605698.83347869,109828363280.599,109289502748.372,1017282.83998146,0.000325463525954346,0.370116291069376,0.277375054364239,0.352508654566385,0.000325463525954346
"623",661,34.557076,8.6496616,44.370875,0.0046516504,7.2001127,1.9131426e-05,0.030444102,3592416.7,217,4.35881353086461e-08,0.00750639995777257,50757808.5384418,842788898026.227,847027535411.043,8011716.1287311,0.00126641208445904,0.296479741398526,0.242906637676209,0.460613620925264,0.00126641208445904
"624",625,59.324197,40.377879,18.505627,0.0044633056,2.8840598,1.9548634e-05,0.028911286,1248207,50,1.97176111957175e-07,0.0276456683052916,10184750.2189875,61515643219.2381,63219819262.906,623271.908044757,0.000366492330311837,0.296231573827367,0.129127261802092,0.574641164370542,0.000366492330311837
"625",590,148.65057,32.996123,3.1331052,0.009123937,1.688481,7.0636168e-05,0.034101651,1679608.2,100,9.25333122458345e-08,0.0239265236140299,10847787.0191691,207708035122.792,208671191750.626,1930903.65429711,0.000388532814713168,0.346177557740657,0.214842197320626,0.438980244938717,0.000388532814713168
"626",619,6.1637579,48.651385,35.23347,0.005808185,5.5503282,1.4315981e-05,0.02931607,4475682,218,4.31246663482117e-08,0.0249524494450715,18922243.3736596,1019867300901.69,1006623720383.01,9463448.03337738,0.000371871203803219,0.37272105179244,0.295195023692421,0.332083924515139,0.000371871203803219
"627",658,132.69148,8.6069873,17.631108,0.008323779,7.9022707,4.906371e-05,0.049093181,7931158.3,194,4.89214353365262e-08,0.00730651421038086,121966255.992747,2674545604139.54,2680726902110.12,25442131.5125144,0.00130194684161146,0.28525085529928,0.204354526787448,0.510394617913272,0.00130194684161146
"628",572,41.916057,34.698363,2.6844961,0.0059984731,8.3530184,2.9645421e-05,0.018973991,3489553.7,80,1.24134966877414e-07,0.0259178914644015,24097999.873158,179064770971.168,181400503417.225,1801451.63865947,0.000388161796514393,0.330021503306032,0.181002108610319,0.488976388083649,0.000388161796514393
"629",679,77.480281,43.143512,17.444123,0.0040575648,7.0060183,5.6337377e-05,0.028934655,5662171.2,41,2.52693494965546e-07,0.0193836126118171,74594879.7344264,218574523192.215,219492760406.669,2274040.10261865,0.000536739871439993,0.207708532177413,0.0577243886926421,0.734567079129944,0.000536739871439993
"630",608,89.033565,49.596791,39.300196,0.0096525922,2.9550665,7.8762473e-05,0.038148666,369837.05,32,3.1499799754417e-07,0.011681385740928,9026796.6632583,15205752817.1482,15096146764.2839,152168.192044235,0.000856685840656015,0.107315132779371,0.0146438739040639,0.878040993316565,0.000856685840656015
"631",687,29.055495,19.010247,9.5604436,0.011683932,6.8206592,1.1593117e-06,0.0082555037,6310933.8,165,5.85341583694587e-08,0.0133809086032583,57966412.3182219,298746335834.086,256225990264.16,2474665.49426147,0.000619053682125321,0.332492553110487,0.271662178028419,0.395845268861094,0.000619053682125321
"632",669,105.48284,18.572865,39.541589,0.0051318731,9.8998628,4.89821e-05,0.023512901,6537766.3,94,9.82067036149304e-08,0.00947891103291308,109800729.189732,526975639048.81,528273053729.669,4876715.79024607,0.000976289143361855,0.235632326280146,0.0934059117815641,0.67096176193829,0.000976289143361855
"633",627,96.575088,12.152781,46.798041,0.0027028362,2.7164886,9.9384635e-05,0.036918126,1473924.2,132,7.18753919202263e-08,0.00609762074894432,32920662.4243803,255062452547.607,254477713114.026,2414370.46818442,0.00155237617834345,0.220925166758277,0.0900716289961504,0.689003204245573,0.00155237617834345
"634",598,27.59672,29.377151,28.791237,0.015707138,9.8962063,1.3180168e-05,0.0146317,8350214,126,7.61504397583723e-08,0.0205414288239414,56985829.8267357,538336387586.064,544849635942.85,5227807.96178388,0.000472754031295297,0.346173595990791,0.232515058462487,0.421311345546722,0.000472754031295297
"635",695,98.772531,46.574157,36.012222,0.013104493,9.6557661,6.7823046e-05,0.022299083,3816967.1,32,2.84452356457413e-07,0.0180627246350457,57253710.2303652,101013444046.17,101054405688.626,919845.242513057,0.000504141357777454,0.181592237405051,0.045102620550529,0.77330514204442,0.000504141357777454
"636",633,156.15256,32.644274,1.5684164,0.0019938193,8.6050033,4.4487874e-05,0.029048745,8480017.1,125,7.41390864658184e-08,0.0223716176192336,52430822.1553276,1114621878060.86,1120871858159.62,10387551.9511498,0.000416570256729332,0.351016628411407,0.239588476640042,0.409394894948551,0.000416570256729332
"637",616,155.01374,21.443149,11.403992,0.0099888909,8.3335166,6.5206265e-05,0.031073724,7827346.6,163,5.76375306740436e-08,0.0146692126567895,65076495.3170761,1416058047472.39,1420743121673.7,13347764.4166309,0.000642570334969393,0.331449662220699,0.243419536540634,0.425130801238667,0.000642570334969393
"638",666,165.80115,29.680326,42.056894,0.017627736,2.7654001,6.7747632e-05,0.036608209,1659698.3,189,5.05389515577601e-08,0.0180486725361135,10501726.655794,403196213082.737,403336066073.349,3852610.38000314,0.000529411511702008,0.34730644841011,0.273700975071312,0.378992576518578,0.000529411511702008
"639",580,173.4256,34.564553,5.750904,0.014430588,0.32039957,3.6822538e-05,0.035881446,4713707.1,240,3.91356668604353e-08,0.0181313979137722,26126509.1038524,1448937855909.75,1451020889290.51,13628800.8313935,0.000518772082380163,0.358746346642101,0.296974661748176,0.344278991609723,0.000518772082380163
"640",606,125.94438,3.3658331,24.393068,0.015631966,8.5335928,6.0633632e-05,0.046046914,881026.83,249,3.74922217868294e-08,0.00485674241026588,17843430.9700963,363798343377.068,364755596231.806,3405198.9302656,0.00192724399446469,0.264666135691699,0.238767785500817,0.496566078807484,0.00192724399446469
"641",635,26.710274,29.752889,8.8815895,0.016543362,6.2271886,1.6537496e-05,0.008653098,6267993,128,7.50793545125887e-08,0.0207101894661705,42127763.9287586,242387692298.817,244532213945.669,2349993.05991361,0.000468135896276309,0.344694844089846,0.236220334667689,0.419084821242464,0.000468135896276309
"642",703,90.409451,7.6753267,4.8405568,0.0053034586,5.2606704,3.7457781e-05,0.0054723566,1824990.1,171,5.46577099636511e-08,0.00466470759913784,46464954.4002363,61553793129.42,61574578121.4745,575504.848888712,0.00200433237147248,0.233042394967987,0.110047865533114,0.656909739498899,0.00200433237147248
"643",624,148.12039,2.5854333,13.735735,0.01305679,3.0459561,7.7296338e-05,0.037993033,129579.24,283,3.26920216985751e-08,0.00471654335449683,2523458.68747148,50610425641.5978,50516950203.5695,467374.848712864,0.00195794963877159,0.270129593185981,0.293614172292076,0.436256234521944,0.00195794963877159
"644",643,103.10517,18.327929,16.382968,0.0013880987,3.8762758,1.6250328e-05,0.011665849,9574929.3,96,9.80205685488932e-08,0.00891320633928796,170853522.177141,383763394536.617,387540800887.069,3646749.08532901,0.00106612560834571,0.228722062665782,0.088402727743273,0.682875209590945,0.00106612560834571
