"angle","gap","Re","hair1","hair2","hair3"
141.96152,10.960581,2.505,0.00433997434284538,0.00223431207239628,0.00274111790023744
141.96152,10.960581,3.9454889,0.00454159188084304,0.00230114786326885,0.00291915142908692
141.96152,10.960581,4.4376187,0.00457599265500903,0.00231185875274241,0.00295749097410589
141.96152,16.835469,2.505,0.00438520832266659,0.000823567433748394,0.00120308169163764
141.96152,25.25,0.3564649,0.00233972506411374,-0.00013031726423651,0.000120088679715991
141.96152,25.25,0.57238131,0.00296517999470234,-0.000151050246320665,0.00015341723896563
141.96152,25.25,1.0645111,0.0037015359736979,-0.000180840602144599,0.00020348129235208
141.96152,25.25,1.6567473,0.0041173346657306,-0.000200470356270671,0.000247427973896265
141.96152,25.25,2.505,0.00440386304724961,-0.000213891157880426,0.000293493719771504
141.96152,25.25,3.3532527,0.00454319037683308,-0.000218914985656738,0.000328658643178642
141.96152,25.25,3.9454889,0.00460122707020491,-0.000220102688297629,0.000348962392192334
141.96152,25.25,4.4376187,0.00463456848077476,-0.000220135767012835,0.000363487716531381
141.96152,25.25,4.6535351,0.00464578322321177,-0.000219960065558553,0.000369656800059602
141.96152,33.664531,2.505,0.0044096804484725,-0.000484829385764897,-0.000321362146176398
141.96152,39.539419,0.57238131,0.00297382992319763,-0.000643243768718093,-0.000573897745460272
141.96152,39.539419,1.0645111,0.00370989813096821,-0.000719457442988641,-0.000636131547391415
141.96152,39.539419,2.505,0.00441154684964567,-0.000788883517030627,-0.000677058916538954
141.96152,39.539419,3.9454889,0.00460844799969345,-0.000794792171567678,-0.000668192448094487
141.96152,39.539419,4.4376187,0.00464164676517248,-0.000792813505977392,-0.000662969751283526
141.96152,44.421268,1.0645111,0.0037110358029604,-0.00032046845369041,-0.000601499530486763
141.96152,44.421268,2.505,0.00441256561223418,-0.000420411107130348,-0.000611132672056556
141.96152,44.421268,3.9454889,0.00460941098444164,-0.00047582282172516,-0.000589381096884608
141.96152,46.563124,2.505,0.00441286339983344,-0.00120944067835808,-0.000413018979132176
159.7137,6.0787324,2.505,0.00384216586640105,0.0011859044842422,0.00406751466495916
159.7137,10.960581,1.0645111,0.00337219030945562,-0.00035124553181231,0.00358212977275252
159.7137,10.960581,2.505,0.00395694439858198,-0.000383088831789792,0.00408681911230087
159.7137,10.960581,3.9454889,0.00412895637704059,-0.000388661915436387,0.00425085109844804
159.7137,25.25,0.57238131,0.00280186520027928,-0.00156524088047445,0.00107135573774576
159.7137,25.25,1.0645111,0.00343575035501271,-0.00172197715193033,0.00122891966626048
159.7137,25.25,2.505,0.00401231484254822,-0.00186809641867876,0.00144671428576112
159.7137,25.25,3.9454889,0.0041809151484631,-0.00188826688844711,0.00156140467897058
159.7137,25.25,4.4376187,0.00420985813811421,-0.00188621408957988,0.00158970514312387
159.7137,39.539419,1.0645111,0.00344273558503482,-0.00107087096199393,0.000390538927167654
159.7137,39.539419,2.505,0.00401876541902311,-0.00127740729041398,0.000424913287162781
159.7137,39.539419,3.9454889,0.00418633286142722,-0.00137806126847863,0.000433882970362902
159.7137,44.421268,2.505,0.00401933540962636,-0.000848519049584866,0.000414019895717502
167.50227,10.960581,2.505,0.00248652451531962,-0.00136751931183971,0.00344096156582236
167.50227,25.25,1.0645111,0.00221599532151595,-0.00156558580021374,0.00134935477096587
167.50227,25.25,2.505,0.00252278433227912,-0.00188224694505334,0.00158462926931679
167.50227,25.25,3.9454889,0.00258646751334891,-0.00204621262103319,0.00167077303677797
167.50227,39.539419,2.505,0.0025259644286707,-0.00152258216962218,0.00049041074514389
171.55619,25.25,2.505,0.00182439339021221,-0.00217594998516142,0.00213469914952293
