"angle","gap","Re","total.conc","hair1","hair2","hair3","row1"
90,39.539419,1.6567473,8294.63901744092,1377.15563061382,233.388560543552,6684.09482628355,8294.63901744092
90,39.539419,2.505,8296.54085030733,1377.83441527401,233.506166521922,6685.20026851141,8296.54085030733
90,39.539419,3.3532527,8297.6706050246,1378.33058043169,233.552531377849,6685.78749321506,8297.6706050246
90,39.539419,3.9454889,8298.18142074014,1378.50843574348,233.573640126266,6686.09934487039,8298.18142074014
90,39.539419,4.4376187,8298.53959428135,1378.64322767055,233.590924520333,6686.30544209046,8298.53959428135
90,39.539419,4.6535351,8298.67059394891,1378.69305094995,233.597114805113,6686.38042819385,8298.67059394891
90,44.421268,0.57238131,7475.99179834976,1035.29553088269,134.963212903142,6305.73305456392,7475.99179834976
90,44.421268,1.0645111,7480.23046806464,1036.77008479326,135.125519760575,6308.33486351081,7480.23046806464
90,44.421268,2.505,7484.0882832542,1038.11619808686,135.276834614165,6310.69525055318,7484.0882832542
90,44.421268,3.9454889,7485.42850581215,1038.60916939744,135.318739202426,6311.50059721228,7485.42850581215
90,44.421268,4.4376187,7485.72007899448,1038.71178824248,135.329227090663,6311.67906366133,7485.72007899448
90,46.563124,1.0645111,6900.03264831421,885.7924801102,104.105607531896,5910.13456067212,6900.03264831421
90,46.563124,2.505,6903.48941081848,886.942568088467,104.23088166818,5912.31596106183,6903.48941081848
90,46.563124,3.9454889,6904.69742475304,887.372654953895,104.266073870231,5913.05869592891,6904.69742475304
90,47.677951,2.505,6446.53828933214,946.468828550476,101.348206845013,5398.72125393665,6446.53828933214
120.59829,10.960581,2.505,20336.5546211884,5576.68351778723,3839.37511041023,10920.495992991,20336.5546211884
120.59829,25.25,1.0645111,10716.7901981399,2640.52812926169,1097.90050576757,6978.36156311063,10716.7901981399
120.59829,25.25,2.505,10724.6369824273,2643.49681573722,1098.92981985093,6982.21034683919,10724.6369824273
120.59829,25.25,3.9454889,10727.3586224177,2644.81368151635,1099.159740152,6983.38520074937,10727.3586224177
120.59829,39.539419,2.505,5878.2536201153,1200.91134544361,298.673707142378,4378.66856752931,5878.2536201153
138.46224,25.25,2.505,11900.873654209,3300.1308589479,1745.26528781873,6855.47750744232,11900.873654209
141.96152,3.9368763,2.505,27228.5698117134,7428.37234161365,7650.8374652217,12149.360004878,27228.5698117134
141.96152,6.0787324,1.0645111,25763.1667366016,7185.19528295767,6745.73535726882,11832.2360963751,25763.1667366016
141.96152,6.0787324,2.505,25782.1937089229,7189.69406111382,6746.74976763428,11845.7498801748,25782.1937089229
141.96152,6.0787324,3.9454889,25790.1429385613,7191.65048709472,6747.40209572012,11851.0903557464,25790.1429385613
141.96152,10.960581,0.57238131,21678.4643704583,6215.86402331546,5020.52527096659,10442.0750761763,21678.4643704583
141.96152,10.960581,1.0645111,21698.0663472872,6221.28697930464,5023.02017057973,10453.7591974029,21698.0663472872
141.96152,10.960581,2.505,21713.583535802,6225.49279874227,5025.62968752431,10462.4610495354,21713.583535802
141.96152,10.960581,3.9454889,21720.176530102,6227.45006552829,5025.81817473621,10466.9082898375,21720.176530102
141.96152,10.960581,4.4376187,21720.2994144044,6227.50537380252,5026.36451859277,10466.4295220091,21720.2994144044
141.96152,16.835469,2.505,17385.3655861248,4950.77468710999,3449.78102698045,8984.80987203438,17385.3655861248
141.96152,25.25,0.3564649,12616.1800350057,3452.04729432065,2026.92091819187,7137.21182249321,12616.1800350057
141.96152,25.25,0.57238131,12626.7375761071,3456.06003644996,2030.37222128225,7140.30531837487,12626.7375761071
141.96152,25.25,1.0645111,12638.6994016691,3460.44936332519,2034.05133860623,7144.19869973773,12638.6994016691
141.96152,25.25,1.6567473,12644.9276899069,3462.66529181832,2036.33851045492,7145.92388763367,12644.9276899069
141.96152,25.25,2.505,12652.3623534282,3465.05102028761,2037.36768072463,7149.94365241594,12652.3623534282
141.96152,25.25,3.3532527,12651.7449706857,3465.31346201266,2038.2177697877,7148.21373888537,12651.7449706857
141.96152,25.25,3.9454889,12652.9002353514,3465.71022947416,2038.5891643899,7148.60084148733,12652.9002353514
141.96152,25.25,4.4376187,12653.6302014696,3466.00009766813,2038.84728488345,7148.78281891805,12653.6302014696
141.96152,25.25,4.6535351,12653.9408973055,3466.11629868481,2038.945325127,7148.87927349364,12653.9408973055
141.96152,33.664531,2.505,9111.67400441808,2492.98993218558,1237.55461855251,5381.12945367999,9111.67400441808
141.96152,39.539419,0.57238131,7243.48662499399,1900.2715461532,836.772411542268,4506.44266729852,7243.48662499399
141.96152,39.539419,1.0645111,7242.15473601422,1900.71199385121,835.738922789389,4505.70381937362,7242.15473601422
141.96152,39.539419,2.505,7246.06578652438,1902.64107905975,836.889807667741,4506.53489979689,7246.06578652438
141.96152,39.539419,3.9454889,7247.48864299163,1903.36176457022,837.276978998846,4506.84989942256,7247.48864299163
141.96152,39.539419,4.4376187,7247.85103818105,1903.57273836988,837.357283423766,4506.92101638741,7247.85103818105
141.96152,44.421268,1.0645111,6040.30271022113,1518.05543861525,593.208800870149,3929.03847073573,6040.30271022113
141.96152,44.421268,2.505,6043.65225877695,1519.78862836913,593.943758954912,3929.9198714529,6043.65225877695
141.96152,44.421268,3.9454889,6044.06284966203,1520.28508130446,594.183521809859,3929.59424654771,6044.06284966203
141.96152,46.563124,2.505,5609.16652174373,1363.6409274878,529.291480693934,3716.23411356199,5609.16652174373
159.7137,6.0787324,2.505,27691.5040503656,8038.15446958237,8282.31751812042,11371.0320626628,27691.5040503656
159.7137,10.960581,1.0645111,25135.3903234605,7488.02692430342,7113.63952293184,10533.7238762252,25135.3903234605
159.7137,10.960581,2.505,25159.3073411685,7494.50965924085,7121.38410109251,10543.4135808351,25159.3073411685
159.7137,10.960581,3.9454889,25168.8046768021,7497.08309577089,7124.42041212064,10547.3011689106,25168.8046768021
159.7137,25.25,0.57238131,17328.6789366359,5114.96082541339,4244.37643125044,7969.34167997205,17328.6789366359
159.7137,25.25,1.0645111,17328.4098245296,5115.04612706478,4241.5883109687,7971.77538649616,17328.4098245296
159.7137,25.25,2.505,17342.5887085736,5119.69328749879,4245.88451093023,7977.01091014459,17342.5887085736
159.7137,25.25,3.9454889,17343.5373362511,5120.39614848198,4246.87049896847,7976.2706888007,17343.5373362511
159.7137,25.25,4.4376187,17343.610147155,5120.84220842293,4247.41432227182,7975.35361646027,17343.610147155
159.7137,39.539419,1.0645111,11589.98049233,3424.47036156637,2477.74245217911,5687.76767858449,11589.98049233
159.7137,39.539419,2.505,11599.7737505833,3427.47078780592,2479.43828107182,5692.8646817056,11599.7737505833
159.7137,39.539419,3.9454889,11601.7769749581,3428.61244412505,2479.94943396604,5693.21509686696,11601.7769749581
159.7137,44.421268,2.505,9753.04024936295,2902.18888276884,2010.3333475524,4840.51801904171,9753.04024936295
167.50227,10.960581,2.505,27675.5755072601,8070.07473605811,8630.24744664594,10975.253324556,27675.5755072601
167.50227,25.25,1.0645111,21064.9224322173,6361.43956502917,6004.94347529651,8698.53939189164,21064.9224322173
167.50227,25.25,2.505,21079.8238906393,6366.35060156054,6009.78620281164,8703.68708626713,21079.8238906393
167.50227,25.25,3.9454889,21082.3448785854,6367.64000241481,6011.08460374768,8703.62027242294,21082.3448785854
167.50227,39.539419,2.505,15172.7978158995,4702.84242983568,4049.14625658533,6420.80912947846,15172.7978158995
171.55619,25.25,2.505,23562.391904945,7355.0569984695,7195.64570942045,9011.68919705506,23562.391904945
