"angle","gap","Re","hair1","hair2","hair3"
90,25.25,4.7659187,0.0314894894721885,0.017384286583079,0.018641948400664
90,33.664531,1.0645111,0.0230280560084072,0.0113071594093065,0.0118573775871805
90,33.664531,2.505,0.0275589973845243,0.0138516753970865,0.0144767592368896
90,33.664531,3.9454889,0.0303253690749853,0.0154089903956118,0.0160936450944657
90,38.577115,2.505,0.0275694132120595,0.0130527122905092,0.013908276588447
90,39.539419,0.3564649,0.017815070388961,0.00842793960696983,0.00891747610056795
90,39.539419,0.57238131,0.0201094029949248,0.00931424374510973,0.00984490955064853
90,39.539419,1.0645111,0.0230407969515496,0.0106986344135615,0.0112852797194672
90,39.539419,1.6567473,0.0252706322929653,0.0118675299179472,0.0125020333541051
90,39.539419,2.505,0.0275709708920344,0.0130978263273878,0.0137855539612294
90,39.539419,3.3532527,0.0293331082129153,0.0140320467060812,0.0147630757295683
90,39.539419,3.9454889,0.0303372278260575,0.0145711452029216,0.0153246069278097
90,39.539419,4.4376187,0.0310823971657981,0.0149650490904631,0.0157366425479885
90,39.539419,4.6535351,0.0313851403282124,0.0151248047858168,0.0159038374299484
90,44.421268,0.57238131,0.0201149190613761,0.00916206813015826,0.00959035306396439
90,44.421268,1.0645111,0.0230475274399923,0.010525742960578,0.0109999603777145
90,44.421268,2.505,0.0275773156774464,0.012885660586055,0.0134437676684151
90,44.421268,3.9454889,0.030343507456114,0.014335584917668,0.0149482876844209
90,44.421268,4.4376187,0.0310886041104236,0.014723785512179,0.0153513728534855
90,46.563124,1.0645111,0.0230497167554931,0.0105964375549308,0.0107496378472074
90,46.563124,2.505,0.0275793407401635,0.0129794977632365,0.0130962927014259
90,46.563124,3.9454889,0.0303454364773551,0.0144358496325499,0.0145426614157475
90,47.677951,2.505,0.0275802831584797,0.0124353778923434,0.0132102946735618
120.59829,10.960581,2.505,0.0231893436207341,0.0144286072478846,0.0238349512322159
120.59829,25.25,1.0645111,0.0194206561319631,0.00786403105479901,0.0168816330078479
120.59829,25.25,2.505,0.0235382082029092,0.00980331468261052,0.0205299191812681
120.59829,25.25,3.9454889,0.025934446107144,0.0109456289269951,0.0227941431920487
120.59829,39.539419,2.505,0.0235807122969876,0.010256295467876,0.0171213028665887
138.46224,25.25,2.505,0.0175680839971439,0.00820372679943557,0.0213285328698286
141.96152,3.9368763,2.505,0.015972140244931,0.0112494755583581,0.0194106728829384
141.96152,6.0787324,1.0645111,0.0135420227869458,0.00803771902325861,0.0177413547489305
141.96152,6.0787324,2.505,0.016670904618394,0.00988325545091736,0.0218241045272852
141.96152,6.0787324,3.9454889,0.0184141127577754,0.0109661130429915,0.0242100091114276
141.96152,10.960581,0.57238131,0.0119940735851215,0.00487915442094243,0.015438580866296
141.96152,10.960581,1.0645111,0.0141268893705601,0.00571702360690611,0.0177285531467785
141.96152,10.960581,2.505,0.0171943549545951,0.00714708529842988,0.021702359246849
141.96152,10.960581,3.9454889,0.0189228042133956,0.00800356482323906,0.0240548765358208
141.96152,10.960581,4.4376187,0.0193719764862914,0.00822955049059906,0.0246675343424313
141.96152,16.835469,2.505,0.0173793256778318,0.00588351814528999,0.0220679910909691
141.96152,25.25,0.3564649,0.0106840708579323,0.00514246813222172,0.0132205797425996
141.96152,25.25,0.57238131,0.0123105288844574,0.00572738240491593,0.0146104889947491
