"angle","gap","ant","dist","re","diff_coef","stink_width","init_conc","shear_hair_1","shear_hair_2","shear_hair_3","flux_hair_1","flux_hair_2","flux_hair_3","Umean_hair_1","Umean_hair_2","Umean_hair_3","leakiness_row_1"
39.412654,15.840683,7.1866183,0.018975754,6.0273508,3.496961e-05,0.02232773,641618.37,51.0161670632793,32.4961233139038,22.5685157775879,-0.000440967062488198,-0.000357157658785582,0.000168756790459156,0.0176409195688049,0.0179892832869509,0.0164027366293211,0.929887755560533
8.4680309,18.367251,1.493913,0.019499157,7.2849846,3.4242964e-05,0.0371515,7949873.8,31.0174326855105,25.401668548584,24.4332885742187,2.07163784652947e-05,-0.00011005262658,-0.000582925871014595,0.0171627769027777,0.0179911948503218,0.0188518989601034,1.0100941635156
122.19565,48.3954,21.196413,0.019328281,7.8356224,2.1488788e-05,0.015253836,83597.137,25.5949222558644,22.225564956665,55.160402619656,0.00135202698409557,-0.000432164108380675,0.000204819985665381,0.0204566200230076,0.017923331327473,0.0185436647682629,0.982348252679221
122.27335,31.49183,19.111236,0.016411284,5.9060519,6.206599e-05,0.036216377,8349078.7,27.3437505550682,21.8234195709229,28.1027050018311,0.00077584819495678,-0.000315862966701388,-0.00051023049838841,0.0207888094515307,0.016216869244763,0.0180094649351894,0.96683103577098
168.24472,35.19343,8.5455107,0.010450953,8.0149925,4.3101288e-05,0.048646078,191024.91,19.9091133963005,26.5171356201172,29.8921237249079,0.000868645781651139,-0.000226839404553175,-0.000463153149932623,0.0147582061058142,0.0184042643518086,0.0187618588789728,0.996126506310344
69.030374,17.982958,6.3977674,0.0031645426,1.0789461,3.3447187e-06,0.01963701,4068675.1,31.9245662689209,17.247444152832,17.3681240081787,-0.00148792556300759,-0.000128869071602821,-0.000374033655971289,0.0182319561264874,0.0116237488587528,0.0114102317339713,0.820539162023924
93.494947,8.5671021,22.276396,0.014466964,9.3472651,1.4687879e-05,0.039232776,2254168.7,34.0181188540176,35.9400205469181,39.5824499130249,-0.00095587957277894,0.000925532300025225,-0.00132181788980961,0.0266437729053768,0.0219701177064539,0.0232166233086039,0.8937151216312
149.57376,26.284447,40.385677,0.012259489,8.6852211,5.9184219e-05,0.030259764,2794733.2,32.801616573141,23.5394802093506,28.3803405761719,0.00307975702732801,-0.00091114280000329,0.000777486301958561,0.0166571047540869,0.0144570216919197,0.0230652243740872,0.878737060317459
6.2229799,28.70757,15.077804,0.018231998,9.311087,9.1635444e-06,0.015856545,8970199.8,38.5354924840833,31.7751652002334,184.805916624611,-0.000148895144462586,-0.000112050888128578,0.000275303967297077,0.0149117397471557,0.0189575185439188,0.0192612132895473,0.967485470122968
9.6230943,35.124458,34.647722,0.0021915276,4.5383802,1.1690359e-05,0.040949777,418110.62,12.4372901916504,39.4944000244141,22.3639081933444,-0.0022821814159397,-0.000225010986963753,0.000809939426369965,0.00660326010002614,0.0185262385602682,0.017944344731188,0.918925491795138
95.346035,34.760372,9.2591084,0.0010040371,9.3565624,7.9856825e-05,0.042899685,1080204.3,52.7262649536133,65.4300878168388,30.6271955966949,-0.00670768209724338,-0.000150135613977909,8.09238515794278e-05,0.0212197627532505,0.0189112447228036,0.0179800945024846,0.913610397219503
120.80689,40.575682,43.83535,0.011850935,6.5450626,5.3663341e-05,0.010003338,9999914.5,48.9855346679687,21.5255080400686,29.6391372680664,0.00271135526709259,-4.61246615741403e-05,-0.000766743173822761,0.0234569702308272,0.0142814645135956,0.0199090632990119,1.07191832658292
1.3856735,23.483196,26.726522,0.010668903,6.3678164,1.9768736e-05,0.036100119,8562518,20.0220994949341,29.2291393280029,86.2704623938119,-0.000322303838096559,-0.00165013946406543,0.00091742530092597,0.00840620194156083,0.0200581484063245,0.0184968918303239,0.852905850360791
69.014817,37.070443,10.662101,0.018253324,7.2899022,5.315392e-05,0.029703811,7823913.6,34.1900229094709,23.3769297599792,25.1556377410889,-0.000741433346644044,-5.72473593056204e-05,-0.000179449216462672,0.0208470777225444,0.0185832893849576,0.0175169495752815,0.946281162835463
12.031603,8.9280695,5.9251116,0.018619564,1.3861366,5.7939122e-05,0.031953973,2859080.2,18.8297207761476,23.8002166748047,18.498161315918,-0.000230558082461357,1.19971791282296e-05,-0.000128271639812738,0.011874114582344,0.0123789874226849,0.0121731659396875,0.942679754160539
75.147475,17.064176,16.350421,0.018014995,4.4985718,8.2829586e-05,0.0054241392,558211.25,28.1765251159668,42.3521592089452,491.496164044884,-0.000750739637762308,0.000409054088406265,-0.000421893019229174,0.0195255591662032,0.0174080048703703,0.0159271171805937,0.919301647456402
123.61909,1.6106141,10.531155,0.0030156878,3.5964895,1.6846245e-05,0.023506822,5986561.1,35.323013305664,31.2599104952706,42.5479284639188,-0.00177110352739692,0.0021341809744481,-0.0018010869352147,0.0180736683340464,0.0115538230572873,0.0221794346594478,0.248606962589159
106.0158,22.59127,10.11384,0.0016645654,9.0986911,3.4844013e-05,0.0091539265,9387124.7,49.0987930297852,36.8354988238598,35.0100078582763,-0.00456629648868693,0.000189783193171024,4.3015604838729e-05,0.031159133228429,0.01772524706846,0.0177845150187266,0.899855394086335
167.47857,40.469193,3.3046039,0.017349967,8.7010434,2.3323256e-05,0.025043041,8374610.1,29.1342918872833,46.9644539285661,26.1740131378174,0.000309571830555797,0.00037949700653553,-0.000106934070587158,0.0173488218860481,0.0184137217776031,0.018111869133657,1.00921360288126
152.31004,46.721759,24.477269,0.016889996,7.9356002,9.3962381e-05,0.043388337,9340224.4,22.9348373413086,24.21879286318,66.2810800922615,0.00160637024231255,-0.000809634044766426,-0.000221997335553169,0.0161517060472447,0.0189871640518949,0.0196084538174401,0.969272082768536
94.84718,28.610983,35.466855,0.019167453,3.2321276,2.57294e-05,0.032773713,44207.552,34.0622754245461,22.8995524764594,33.6272983551025,-0.000377717833966017,0.00080458420701325,-0.00112593524251133,0.0216048781811218,0.0148017317813617,0.0161135948378138,1.08890663025338
16.55368,28.785935,7.4319927,0.011382359,3.4683195,3.403404e-05,0.012800464,6262318.4,39.6875303491209,26.514368057251,26.6096248626709,-0.000203923685243353,-0.000491431329399347,0.000157024207524955,0.0132815359268744,0.0157712576634753,0.014938442722465,0.989559217309579
117.70541,29.206961,9.5007777,0.0013007179,3.2456649,1.011387e-05,0.022406634,4503935.5,46.7942528381732,28.3211307525635,22.5940917505999,-0.00311063045391347,-0.000188527612015605,-0.000472721049562097,0.016515934010611,0.0148862161381113,0.0152942222877109,0.911924412443768
74.879884,49.401541,38.570768,0.0011661162,3.2905872,8.3806572e-05,0.013302457,8406774.2,69.2895774841309,22.7730760574341,171.846081059206,-0.00843357809825102,0.000455695187207311,-0.000105935161933303,0.0214922743208795,0.0147708774210452,0.0132905448445594,1.07699959003444
126.21431,36.694202,38.904982,0.018914809,5.8985356,3.7047925e-05,0.044387815,9975575.1,31.2720146179199,19.2401051521301,29.7893714904785,0.00207068847119808,-0.000100555393844843,-0.000859757252037525,0.0213227151173963,0.0146069286366301,0.0203549625035155,1.01846181136711
163.85775,6.4475534,21.037163,0.0021954059,0.48856216,6.448101e-05,0.045999751,9449072.3,15.7506099086355,18.2999163685132,49.2514049053637,0.000882727032527328,-0.0010342616434209,0.00153668083652155,0.00415942737274769,0.00618536983634229,0.0124195719674203,0.40659000648302
137.19565,26.03045,37.604099,0.0091874248,6.564229,3.2334154e-05,0.047811546,9632295.4,36.623779296875,30.2914555206372,43.676571768897,0.00341820425447077,-0.000366818947251886,-0.000278426640667021,0.0207353616742094,0.013251361405101,0.0224520409037881,0.968502011330178
47.241539,22.77981,11.100215,0.0090485898,1.7975523,4.0125851e-05,0.033658844,9371549.1,30.4784507751465,19.9645881652832,22.5638551712036,-0.000836246127262712,0.000241396130993962,3.74388378113508e-05,0.0146452190980823,0.0135176649445597,0.0124577546475889,0.925673704994454
8.5436125,24.26398,19.313852,0.012648605,8.9610328,9.5175061e-05,0.03918851,6569981.9,18.8707790374756,27.4551235544387,33.3303375244141,-0.000727931093424559,-0.000772719416767359,0.000292021483182907,0.0122501813656819,0.0207035051107329,0.0191089464522163,0.919068695811244
132.49474,27.70433,32.90775,0.0031032734,1.7779806,7.252577e-06,0.0062915983,5920582.9,69.2324230331951,17.7828750610352,28.4858818054199,0.00294882437214255,-0.000821346982032992,-0.00103779839538038,0.0184994375396268,0.0103577828673349,0.0164966806595797,0.996855237553828
59.082161,29.673902,18.551021,0.010716592,6.7193949,9.4062374e-05,0.02289202,380074.92,38.3910064697266,264.953953149024,26.8221805095673,-0.00156628426723182,0.000393918767571449,0.000118661542423069,0.0232564964828018,0.0183947275898966,0.0157512448948726,0.967508615390398
113.87494,8.276168,1.0119611,0.0027626552,5.9704202,6.316977e-06,0.026174334,1750215.3,66.2116039619926,29.0992860794067,27.1366653442383,-0.00253702445328236,-0.000339762687683106,-9.05657466500998e-05,0.0191279267711971,0.0168873408262527,0.0167971989284638,0.722704131784073
136.15389,36.555468,6.030007,0.004946218,0.85174793,6.9433175e-05,0.022038651,2002151.7,20.8027982711792,17.2856407165527,17.3499813079834,0.0015728754196316,4.73842211067675e-05,6.31024232134222e-05,0.0125280342343994,0.0108369577902721,0.0109667829311643,0.948978349362733
178.38673,26.747362,15.326852,0.01508557,2.3274788,6.3370098e-05,0.038611744,6720794.5,18.6533778492663,23.2745399475098,23.5065317153931,0.000542003999464214,-0.000733980510383845,0.000272940043359995,0.00992515388559944,0.0148718640491245,0.0145452888493035,0.952527335604342
65.760961,17.91425,6.4067843,0.016173701,5.4354227,6.1235022e-05,0.032583896,881385.58,26.4768466949463,33.5629253387451,22.7409114837647,-0.000121377300471067,-1.8067441880703e-05,-0.000387849172577262,0.0178556379934852,0.0172311983270617,0.016891953075965,0.8777757777652
44.466999,29.801845,26.823268,0.0073961039,8.2500563,7.700639e-05,0.017533494,8120471.4,42.7436866760254,34.4191232726868,23.7990579605103,-0.00267044048197567,-0.000169827178120613,0.000453723680227995,0.0223893479444243,0.0210268171514995,0.015828222944843,0.974354665121064
176.85905,2.6148949,19.657073,0.017318218,1.6959024,4.6397986e-05,0.010426186,7604122.1,14.4600882530212,16.7533760070801,16.7742835014205,8.12415592372437e-06,-7.003166154027e-05,0.000567921390756965,0.011349056699882,0.0106643191332743,0.0110236216753853,0.628271007618362
130.07887,45.538652,19.429187,0.015287404,3.3320359,1.0952355e-05,0.032901328,8452999.9,24.7207192515469,64.9884602012643,29.8802547454834,0.00142138981260359,-0.000381646534428001,7.62082100845873e-05,0.016690315324123,0.0154571446678832,0.0152513168806363,0.975038575899477
135.60405,38.121014,11.349838,0.0074072998,9.5270655,7.6237852e-05,0.04261379,6969519.8,226.515255564011,102.566982970562,39.1744363723842,0.00172069779783487,6.78606890141953e-06,-0.000267955702729523,0.0210048313783544,0.0188490129915542,0.0193152243889557,0.968239496719519
117.27334,25.890406,49.723876,0.015488201,1.1906619,2.958598e-05,0.019974465,1626652.7,55.4946877542131,41.3564519074912,26.9970798492432,0.00153053779900074,0.00141862036916427,-0.000590081453323364,0.0166530372418641,0.0095106036557942,0.0158405852082897,1.11772419686235
13.083459,21.047998,15.190753,0.019193065,5.9544425,5.1569535e-05,0.04082985,5078632.2,24.3803253173828,28.5730533599854,60.0704115765049,-0.000580052718520164,-0.000890748921781778,0.000216693639755249,0.0141954477073484,0.0187553295512719,0.0171683750692856,0.936580300289206
113.69425,23.697267,21.986124,0.0048392342,9.5152708,2.9170081e-05,0.0072881324,8299876.5,36.4900877767854,23.5605080127716,43.3408012390137,0.000374313175678252,0.000217396087944508,-0.000374845582991839,0.0308183369239218,0.0155572507135551,0.0196660409524922,1.01601733492784
159.24728,8.9641204,12.786405,0.0030087963,0.95700807,6.1556617e-05,0.031641825,3167330.7,30.6827547005783,20.4238471984863,22.9899139404297,0.00255129436310381,-0.00194047938345466,-0.000263008244335651,0.00837033620627988,0.0105256967265416,0.014492199765759,0.747427296057188
49.087794,34.970947,37.112283,0.018839708,9.2346022,8.2065268e-05,0.024146289,1842906,33.5270309448242,191.487996363082,26.2720737457275,-0.00267893291823566,0.000185028173029423,0.000191778141073883,0.0232160403422847,0.0219502956732291,0.0151840266419926,0.997469137490261
78.554053,2.6988127,26.142891,0.012978059,6.058941,7.0952102e-05,0.046679354,10592.869,37.7189965918072,36.2360334396362,42.0106544494629,-0.00104429582320154,0.000151200537569821,-0.00228234430681914,0.0223921742407682,0.0230008745527468,0.022615247542693,0.372666741354236
137.96906,34.945107,1.562887,0.011244787,3.6213617,9.1974673e-05,0.039906063,1244352.7,24.6625757777563,25.7123513221741,24.2632255554199,8.57309214770797e-05,-0.000184455407783389,-0.000246088882908225,0.0154718441664762,0.0152334269359893,0.0153995647088495,0.970775312391343
85.991718,9.4147251,4.4420077,0.0071422271,1.4254124,1.8322023e-05,0.0061960775,9118708.7,27.674430847168,20.662914276123,21.5405249595642,-0.000223161121830344,0.000128935527056455,-0.000269875699654221,0.0144621611447808,0.0119260465309332,0.01182123208208,0.67314270763658
42.799398,13.28556,30.823754,0.0064108195,1.3061737,3.8238429e-05,0.037473981,6655336.7,32.4322395324707,30.2661724090576,12.5133209228516,-0.00288699689880013,-0.00115740111097693,-0.000890899017453194,0.0159897389913546,0.0177284563894272,0.00720920938108529,0.865451298510889
49.483231,47.4045,27.82641,0.0066438599,6.9611482,7.327022e-05,0.035192089,622402.59,39.4014320373535,23.0561586484531,25.4419975280762,-0.00355471612047404,0.00029396662209183,2.03082151710987e-05,0.0257978687362937,0.0187133886423403,0.0168069177730334,0.995278949266164
64.667696,37.428047,23.466282,0.0093539716,0.21812185,5.2587054e-05,0.023440244,4958339.8,24.5910320281982,13.7891152156454,12.6931607291605,-0.000778316307812929,9.08569116145368e-05,2.835189178586e-05,0.0126697363020002,0.00840427398401573,0.00754723818079028,0.952996814608147
29.971296,41.184515,46.808462,0.015200677,5.374,3.0617291e-05,0.015172873,6343017,54.8831778137354,27.7294769287109,24.973686939791,-0.00200846366444603,-0.000841508593410254,0.00050709456205368,0.015258535749014,0.0209630474510929,0.0147930667118357,0.922804265163529
87.573129,15.146742,15.821881,0.012782841,5.5185817,8.4808757e-05,0.025472242,940480.45,36.291365146637,24.2155160647016,34.4142112731934,-0.00053877155855298,0.000613991477526724,-0.00036594230029732,0.0216805392340881,0.016982694384179,0.0163979537357336,0.92495822654358
161.57813,17.299287,45.354043,0.017200292,0.10215149,8.07861e-05,0.011965483,1427961.3,12.5307690734875,8.10027313232422,15.4456720682578,0.00105784641765058,-0.000256830506958067,0.00075927865318954,0.00464525519685681,0.00457986763324832,0.00829563435624023,0.634787178036204
163.65746,33.121968,22.401915,0.0093016754,6.5600988,7.1983836e-05,0.028881109,5338391.5,27.0919920096407,35.7021456474911,106.435159378057,0.00224813204444945,-0.0006071472838521,2.32110768556594e-05,0.0110228029078301,0.0179226878917478,0.0194956804440052,0.946224348465912
10.901579,41.916689,42.991791,0.010258712,1.6797951,3.2324152e-05,0.019792195,4511530.4,12.364315032959,29.6651802062988,22.7526407241821,-0.00162231523916125,-0.000210320797516033,0.000553367469459772,0.00659014726577582,0.0149546537457934,0.0135253925709833,0.887461794027865
162.83756,21.791374,10.038774,0.0021778646,9.8163266,7.201857e-05,0.03742719,6067065.1,16.9168891906738,37.3274329304695,27.2822284698486,0.00441807132214308,-0.000115335643757134,-0.000233761995099485,0.0138741984401629,0.0188105710985057,0.019785845480246,0.973639317622098
90.814121,22.62808,15.675824,0.018370114,1.9014846,1.6100861e-05,0.013780505,2553748.2,31.3389892578125,19.2897037613039,21.7736854553223,-0.000224259626120329,-4.39405553042886e-05,-0.000488984471186995,0.0163363611068205,0.013288065098195,0.0132805950122958,0.921129261397679
