1	0.1372	-0.9934	0.0125	1.0027
2	0.1546	-0.9908	-0.0051	1.0028
3	0.1546	-0.9908	-0.0051	1.0028
4	0.1546	-0.9908	-0.0051	1.0028
5	0.1546	-0.9908	-0.0051	1.0028
6	0.1546	-0.9908	-0.0051	1.0028
7	0.1805	-0.9864	-0.0313	1.0023
8	0.1805	-0.9864	-0.0313	1.0023
9	0.1805	-0.9864	-0.0313	1.0023
10	0.1805	-0.9864	-0.0313	1.0023
11	0.1805	-0.9864	-0.0313	1.0023
12	0.1805	-0.9864	-0.0313	1.0023
13	0.1805	-0.9864	-0.0313	1.0023
14	0.1805	-0.9864	-0.0313	1.0023
15	0.1805	-0.9864	-0.0313	1.0023
16	0.1805	-0.9864	-0.0313	1.0023
17	0.1805	-0.9864	-0.0313	1.0023
18	0.1805	-0.9864	-0.0313	1.0023
19	0.1805	-0.9864	-0.0313	1.0023
20	0.2210	-0.9781	-0.0727	1.0002
21	0.2210	-0.9781	-0.0727	1.0002
22	0.2210	-0.9781	-0.0727	1.0002
23	0.2210	-0.9781	-0.0727	1.0002
24	0.2210	-0.9781	-0.0727	1.0002
25	0.2210	-0.9781	-0.0727	1.0002
26	0.2210	-0.9781	-0.0727	1.0002
27	0.2210	-0.9781	-0.0727	1.0002
28	0.2210	-0.9781	-0.0727	1.0002
29	0.2210	-0.9781	-0.0727	1.0002
30	0.2210	-0.9781	-0.0727	1.0002
31	0.2210	-0.9781	-0.0727	1.0002
32	0.2210	-0.9781	-0.0727	1.0002
33	0.2210	-0.9781	-0.0727	1.0002
34	0.2210	-0.9781	-0.0727	1.0002
35	0.2210	-0.9781	-0.0727	1.0002
36	0.2210	-0.9781	-0.0727	1.0002
37	0.2210	-0.9781	-0.0727	1.0002
38	0.2210	-0.9781	-0.0727	1.0002
39	0.2210	-0.9781	-0.0727	1.0002
40	0.2210	-0.9781	-0.0727	1.0002
41	0.2210	-0.9781	-0.0727	1.0002
42	0.2210	-0.9781	-0.0727	1.0002
43	0.2210	-0.9781	-0.0727	1.0002
44	0.2210	-0.9781	-0.0727	1.0002
45	0.2210	-0.9781	-0.0727	1.0002
46	0.2210	-0.9781	-0.0727	1.0002
47	0.2210	-0.9781	-0.0727	1.0002
48	0.2210	-0.9781	-0.0727	1.0002
49	0.2896	-0.9601	-0.1432	0.9925
50	0.2896	-0.9601	-0.1432	0.9925
51	0.2896	-0.9601	-0.1432	0.9925
52	0.2896	-0.9601	-0.1432	0.9925
53	0.2896	-0.9601	-0.1432	0.9925
54	0.2896	-0.9601	-0.1432	0.9925
55	0.2896	-0.9601	-0.1432	0.9925
56	0.2896	-0.9601	-0.1432	0.9925
57	0.2896	-0.9601	-0.1432	0.9925
