a,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h
40088,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
0,-0.00543235397627558,-0.0314963090425324,0.0206316010899813,-0.0208257827955225,0.00523817227073439,-0.0468897378617793,0.0313021273369913,0.0419726535840012,0.0159086985177444,-0.0101552565485125,-0.0362192116147694,-0.0622831666810262,0.0526431798310112,0.0265792247647543,0.000515269698497451,-0.0255486853677594,-0.0516126404340163,-0.0776765955002731,0.0633137060780212,0.0372497510117643,0.0111857959455074,-0.0148781591207494,-0.0409421141870063,-0.0670060692532632,-0.0930700243195201
0,0.0519254202436044,0.0491986511721671,0.0546521893150418,0.0731340829183603,0.0758608519897977,0.0704073138469229,0.0785876210612351,0.102523052807428,0.0997962837359909,0.0970695146645536,0.0943427455931162,0.0916159765216788,0.126458484553622,0.123731715482184,0.121004946410747,0.118278177339309,0.115551408267872,0.112824639196435,0.150393916299815,0.147667147228377,0.14494037815694,0.142213609085503,0.139486840014065,0.136760070942628,0.134033301871191
