a,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h
15103,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
0,0.00475629672340049,-0.034615327302257,0.044127920749058,-0.0090812541750539,0.0302903698506036,-0.0484528782007114,0.069661993876261,0.0951960670034641,0.0558244429778067,0.0164528189521492,-0.0229188050735083,-0.0622904290991658,0.120730140130667,0.0813585161050097,0.0419868920793523,0.00261526805369479,-0.0367563559719627,-0.0761279799976202,0.14626421325787,0.106892589232213,0.0675209652065554,0.0281493411808979,-0.0112222828447596,-0.0505939068704171,-0.0899655308960746
0,0.0277304007871711,0.0344833910445216,0.0209774105298206,0.0652037225103155,0.058450732252965,0.071956712767666,0.0516977419956145,0.0824180734614084,0.0891710637187589,0.0959240539761093,0.10267704423346,0.10943003449081,0.113138404927202,0.119891395184553,0.126644385441903,0.133397375699254,0.140150365956604,0.146903356213955,0.143858736392996,0.150611726650347,0.157364716907697,0.164117707165048,0.170870697422398,0.177623687679749,0.184376677937099
