a,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h,h
55971,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
0,-0.0269249652900889,-0.0941890958135128,0.0403391652333349,-0.0902675822994506,-0.0230034517760267,-0.157531712822874,0.0442606787473971,0.0481821922614593,-0.0190819382619645,-0.0863460687853884,-0.153610199308812,-0.220874329832236,0.0521037057755215,-0.0151604247479023,-0.0824245552713262,-0.14968868579475,-0.216952816318174,-0.284216946841598,0.0560252192895837,-0.0112389112338401,-0.078503041757264,-0.145767172280688,-0.213031302804112,-0.280295433327535,-0.347559563850959
0,0.0527908432822878,0.018484053183732,0.0870976333808435,0.0938898940297672,0.128196684128323,0.0595831039312115,0.162503474226879,0.237909315072914,0.203602524974358,0.169295734875802,0.134988944777247,0.100682154678691,0.313315155918949,0.279008365820393,0.244701575721838,0.210394785623282,0.176087995524726,0.14178120542617,0.388720996764984,0.354414206666429,0.320107416567873,0.285800626469317,0.251493836370761,0.217187046272206,0.18288025617365
