"angle","gap","Re","total.conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","row1","row2","row3","row4"
38.038476,6.0787324,3.9454889,21432.0338264846,286.420403727008,256.097313135047,773.822601671268,116.423467232489,218.044754978583,240.536599944129,1039.45687508975,1931.41180669771,604.234048313007,338.967531203348,310.302754182296,524.037279503814,5176.31166290524,2698.48493192669,1984.92852117603,1653.92860894584,1522.78022136447,1755.84444448787,1316.34031853332,1614.46169724495,3708.95341990018,14792.2783908061
38.038476,10.960581,0.57238131,14156.648983223,97.5313682922393,66.7947770125303,318.897520205642,86.5685628817829,168.154694103236,94.8575507572849,609.963058283915,1359.55590548663,504.320223227424,304.803735736228,236.933028743952,269.678294180471,3743.02232089135,2041.62573627008,1417.24823188708,1101.51690187858,896.635296819432,838.541776565097,483.223665510411,959.543866026218,2675.2911873747,10038.5902643116
38.038476,10.960581,1.0645111,14163.4000995862,97.5255666858186,66.7297997425832,318.762102794113,86.5870759148799,168.193367488962,94.7981345521592,609.812422677566,1360.07619533996,504.69676325689,305.019954253349,237.006983010456,269.580988764949,3745.57400342635,2043.41296432137,1418.39096714661,1102.09307988693,896.801067645006,838.338662678253,483.017469222515,959.391000633567,2676.38088462561,10044.6107451045
38.038476,10.960581,2.505,14169.748954164,97.5996847977615,66.7183057055642,318.945051288876,86.6137467165865,168.297029401016,94.7541485462473,610.156117161762,1360.84607998255,505.032585041072,305.162961189332,237.047570492318,269.472536787591,3747.70086510229,2044.70654142369,1419.08529540099,1102.46451243317,896.932167328486,838.21375536472,483.263041792202,959.821041825611,2677.56173349286,10049.1031370533
38.038476,10.960581,3.9454889,14178.2951868763,97.8279777801722,66.7852614559875,319.839224188418,86.6789883122857,168.553174203497,94.7583139250244,611.342461602627,1362.32491281875,505.42438078089,305.298543677329,237.095700364658,269.452295710829,3749.77999095444,2045.60674544092,1419.59365834671,1102.77872114821,897.027095952267,838.127740213316,484.452463424578,961.332938043434,2679.59583335245,10052.9139520559
38.038476,10.960581,4.4376187,14173.4362268912,97.648623370779,66.7176528395629,319.103593410787,86.6300676584106,168.364623247099,94.7355372222614,610.393913586993,1361.32243387593,505.21514971673,305.243074323489,237.072964809841,269.429791868367,3748.85563009155,2045.37607174839,1419.48471657012,1102.6914936079,897.005035946143,838.145852996818,483.469869621129,960.124141714764,2678.28341459436,10051.5588009609
38.038476,16.835469,2.505,8574.81743908107,38.2371061638861,19.2148426667676,123.881188452519,49.8972758320858,102.927142793545,36.6281692480638,333.254402730695,893.606460156926,342.834599331934,173.991866533997,134.261261473733,109.59026000382,2450.54054228552,1387.11078013377,913.002643263082,669.743608670179,462.315418330797,333.779871009745,181.333137283173,522.70699060439,1654.28444750041,6216.49286369309
38.038476,25.25,0.3564649,4202.59190139118,9.95742384924587,3.72535166740372,33.8684329762777,18.9820982291931,45.1996878855717,8.89422836492494,137.341737618403,468.933629020464,179.476868197319,90.4855786562435,53.5927959498045,27.8225709262777,1417.21682841678,794.274415255489,428.525068573598,253.948019307443,154.047314562999,76.2998519337483,47.5512084929273,210.417752098092,820.311442750108,3124.31149805005
38.038476,25.25,0.57238131,4204.37714724704,9.97705530829556,3.72749332123697,33.9095482153389,18.9898773646269,45.2343639657211,8.89441231220668,137.432488301073,469.166050164684,179.581581992777,90.5299220796851,53.6065500182034,27.8216296932217,1417.73069615269,794.670034619667,428.708384896019,254.027398940403,154.07196673927,76.2976931619276,47.6140968448715,210.551141943628,820.705733948571,3125.50617450997
38.038476,25.25,1.0645111,4205.97754649328,9.98956037719343,3.72919867928373,33.9378236320685,18.9978049387592,45.264804460289,8.89473185964964,137.503345544276,469.363908120728,179.672215054022,90.5682023517081,53.6172577120647,27.8204442174491,1418.25421351624,794.996634509038,428.878255958626,254.100352263444,154.092748292808,76.2960450056304,47.6565826885457,210.660686802973,821.042027455972,3126.61824954579
38.038476,25.25,1.6567473,4206.71713428651,9.98952005405325,3.72995726159895,33.9434274655813,19.0027517568246,45.2802522999146,8.89486770850455,137.539616840291,469.465342446631,179.71373368167,90.5871301054635,53.6230555716082,27.8194302808077,1418.47219237881,795.156946759901,428.963427489499,254.138144526704,154.103349674187,76.293987984459,47.6629047812335,210.717488605535,821.20869208618,3127.12804881356
38.038476,25.25,2.505,4207.3263541965,9.99913605874267,3.73098908815494,33.9645037943594,19.0045934778659,45.2901265301379,8.89462933515047,137.573318566816,469.540619212811,179.746244330447,90.6003015659994,53.6266677057003,27.8189815626159,1418.66242750552,795.273795077255,429.027007215923,254.166431760837,154.112023875015,76.2945575331511,47.6946289412571,210.76266790997,821.332814377574,3127.5362429677
38.038476,25.25,3.3532527,4207.65561235279,10.0033503825904,3.73086543247227,33.9708578637185,19.0054092359986,45.2958605647955,8.89444286314829,137.588774785969,469.582236972148,179.763155465166,90.6078515914023,53.628632533059,27.8185456061766,1418.76753446503,795.341873490778,429.062824216247,254.182102484839,154.116859868214,76.2944345310366,47.7050736787811,210.784487449912,821.400422167952,3127.76562905615
38.038476,25.25,3.9454889,4207.8149204888,10.0044159995696,3.73102385236971,33.9739016135728,19.0061060480474,45.2986392508365,8.89440101801623,137.596408949951,469.602559409802,179.77154801158,90.6114287723728,53.6295984881173,27.8183315423391,1418.81799360377,795.375809030159,429.079631838121,254.189563202867,154.119181210189,76.2943786471214,47.7093414655121,210.795555266851,821.433466224212,3127.87655753223
38.038476,25.25,4.4376187,4207.91869971231,10.005278353325,3.73107753401359,33.9759136327023,19.0065484513024,45.3004593458498,8.89435860865699,137.601432004092,469.615529916408,179.777036983499,90.6137765791788,53.6302258893978,27.8181856740471,1418.85148683889,795.397036161864,429.090818288153,254.194493537675,154.120695271398,76.2943466418611,47.7122695200409,210.802798409901,821.45475504253,3127.94887673984
38.038476,25.25,4.6535351,4207.95849332553,10.0055705070101,3.73111962249127,33.9766787355908,19.0067191270178,45.301147020866,8.89434400810153,137.603347826853,469.620481641788,179.779117124469,90.6146524937415,53.6304593513273,27.8181234447851,1418.86421090788,795.405141148588,429.095375799221,254.1963708409,154.121265589071,76.2943681358358,47.7133688650922,210.805557982839,821.46283405611,3127.97673242149
38.038476,33.664531,2.505,2186.54839685183,2.08378779710144,0.572649866223016,8.85393751315121,5.05241126440131,14.5461108279603,1.64377704669124,54.385877460676,236.808220467008,89.8619702699684,36.88046042208,14.6041404924084,5.146525109314,898.688170090299,431.112176746494,221.838243939338,104.594185881155,43.9603507037323,15.9154009538228,11.5103751764757,75.6281765997289,383.301316760779,1716.10852831484
38.038476,39.539419,0.57238131,1377.3561883778,0.60151414770744,0.124055300694145,3.15886274548055,1.51746178750249,7.0913710487738,0.366741111634637,20.6245415787414,145.564825313063,52.8423341036953,18.2128157424628,5.42953148056827,1.49593480599904,628.778815520438,277.85005192338,139.646310152958,51.6098678374483,17.2777217311931,5.16343204606108,3.88443219388214,29.6001155266523,223.545441445788,1120.32619921148
38.038476,39.539419,1.0645111,1377.75732287789,0.602116323555361,0.124036046319414,3.16081322751009,1.51802975994061,7.09464763100083,0.366782700445287,20.6342878615836,145.61107598837,52.8667338027903,18.2203521163035,5.43074993425323,1.49608981766976,628.91765098818,277.948883675386,139.695693307827,51.6242799952429,17.2812684124551,5.16383128905704,3.88696559738487,29.6137479529703,223.625001659386,1120.63160766815
38.038476,39.539419,2.505,1378.1005809263,0.603365688423816,0.12409852383927,3.16346338884251,1.51834255919896,7.09912017995705,0.366783687053971,20.6419891299301,145.651980284098,52.8813928116567,18.2247266195158,5.43156802144006,1.49611969424473,629.062174838102,278.022133943398,139.73073294307,51.6344886499289,17.2837752480335,5.16432471556996,3.8909276011056,29.62623555614,223.685787430955,1120.8976303381
38.038476,39.539419,3.9454889,1378.22012678304,0.603282879727558,0.124122317265573,3.16408440580711,1.5185317919907,7.09992505497209,0.366798196611815,20.6452772506825,145.666464905273,52.887419281114,18.2263931548815,5.43187670871053,1.49613351574462,629.110998358437,278.048085986656,139.743316798478,51.6382858336047,17.2846668046574,5.16446353842751,3.89148960280024,29.6305322942571,223.708287565724,1120.98981732026
38.038476,39.539419,4.4376187,1378.2458837237,0.603323524546958,0.124123544317446,3.164256852084,1.51856089486699,7.1001809851563,0.366798236350803,20.6459257448613,145.669431471779,52.8885157865838,18.2267327895766,5.43193563801171,1.49613680907763,629.121685460677,278.053679588102,139.746150385953,51.6390587974012,17.2849007014681,5.16448651288349,3.89170392094841,29.6314658612354,223.712752495029,1121.00996144648
38.038476,44.421268,1.0645111,1039.88977232869,0.18629786716789,0.0260931641663058,1.17105500051623,0.593364316029258,2.83078194515878,0.0871676158778981,13.676826300944,112.013620226725,28.9862566337172,8.35507684966224,1.66005041185312,0.417661600628878,511.866872008998,231.120374731856,88.4802943305884,29.4254910765837,7.22499949565674,1.76748875255776,1.38344603185043,17.18814017801,151.432665722586,869.885520396241
38.038476,44.421268,2.505,1040.1390785386,0.186503263625885,0.0261015016232029,1.17171192907305,0.593508235016494,2.83223793942673,0.0871775061977335,13.68178071136,112.042679197178,28.9959804696937,8.35722459101784,1.66037771149755,0.41769893205796,511.973673525268,231.184861134901,88.5021736915808,29.4316299791745,7.22613737985325,1.76762084005275,1.38431669432214,17.1947043920009,151.473960901445,870.08609655083
38.038476,44.421268,3.9454889,1040.19843236435,0.186592259986008,0.0261025610053599,1.17201872215214,0.593571862919973,2.83271052868481,0.0871756601151142,13.6837813070317,112.051639475128,28.9981760373402,8.35756465765423,1.66035042892448,0.417682762601434,512.007659586471,231.194828980093,88.5037328189471,29.4311419435621,7.2260460887261,1.76765668300585,1.3847135431435,17.1972393587516,151.485413361648,870.131066100805
38.038476,46.563124,2.505,895.994625593972,0.112428645356189,0.0155051781678821,0.779526215777918,0.379846922634282,1.64639286634561,0.0580259862552843,10.7405755256134,97.3785135440217,24.2707220277321,6.46002513466369,1.42626954207931,0.249072273760079,470.409064206509,186.915162581028,68.1754248528227,20.8300260879095,5.14481709234306,1.00322691095267,0.907460039301989,12.8248413008486,129.784602522257,752.477721731564
41.537762,25.25,2.505,3987.36397281099,9.96275103202566,3.52145678748344,39.1472783648476,17.9133464353369,40.6559640919853,7.56554065624464,156.429125038249,455.918998054485,181.359586900246,80.4483591969728,44.0439944652299,20.7209607165921,1409.88264829522,747.731233718681,385.824603042362,214.89533209462,114.563288590274,56.7795053301344,52.6314861843567,222.563976221816,782.491899333525,2929.6766110713
59.401706,10.960581,2.505,13488.5646701609,191.788728092748,91.3087401457374,650.874495631106,81.6357674186198,225.989668752844,61.5513414481915,984.821804151584,1724.86349379364,506.974226119438,242.032601078193,140.830235116845,123.524202777982,4024.94621468913,1819.99799672724,1069.49589787553,692.917420378038,490.794617528059,364.217218436008,933.971963869591,1353.99858177124,2738.22475888609,8462.36936563401
59.401706,25.25,1.0645111,3795.87277869707,18.1952837180658,4.31184572666071,95.830763318668,13.6531543984117,53.3382737792004,3.99333803620529,237.51373966889,585.380168888627,169.843634210243,56.5060301725476,19.5734008736846,6.83092681166358,1501.259196338,600.603501672555,257.014603850558,113.83961139395,43.2031511631171,14.9821546760234,118.337892763395,308.498505882707,838.134160956765,2530.9022190942
59.401706,25.25,2.505,3797.13933355001,18.2229409889237,4.3150239673501,95.9111604783081,13.6556167531993,53.3624828180222,3.99303811125781,237.631138790142,585.599370583635,169.907851566919,56.5207429449895,19.574030500695,6.82941952193274,1501.7050877635,600.795427392672,257.082154897757,113.853098622179,43.2017301147222,14.9790177338029,118.449125434582,308.642276472621,838.43141511817,2531.61651652463
59.401706,25.25,3.9454889,3797.58918387865,18.2304159638114,4.31607898935349,95.9343802945741,13.6574477275932,53.3724937967951,3.9929949908206,237.673028198846,585.679309006031,169.932073502896,56.5260211805528,19.5743074744365,6.82889767086428,1501.86606557548,600.863192068794,257.104953439944,113.857998869892,43.2015607526379,14.9779643753201,118.480875247739,308.695964714055,838.540608834781,2531.87173508207
59.401706,39.539419,2.505,1320.61136534926,1.02113600706961,0.0798908545782007,9.28438190553097,0.806471236103347,7.25984759434967,0.0957948011041347,53.736934912088,211.323452370696,44.4489937912309,7.72855605764,1.18666648483177,0.121896833441149,717.45707913756,194.709413565327,58.0559635785629,11.0259441619063,2.04973364874028,0.219208408500269,10.3854087671788,61.8990485436452,264.80956553784,983.517342500597
90,2.8220488,2.505,27929.6095242192,1413.50665363012,1246.28104000915,3224.41075428445,204.363286035603,429.332888776295,529.655236665816,2688.31590933973,3370.76436549182,570.70163929492,192.300253275544,175.095889492036,503.468428058329,6612.25940880577,2267.962825274,1377.50564435027,1009.48074530618,879.254360419904,1234.95019570923,5884.19844792372,3851.66732081744,4812.33057561265,13381.4131798654
90,3.9368763,1.0645111,25803.4602394076,1270.31751020382,931.558399821166,2978.34844435387,213.463160620163,494.316948627971,393.187344171041,2651.84705930862,3365.36333008133,620.09713458501,214.609112188172,170.39147516877,359.643785227319,6293.30863852229,2231.16134509277,1265.27999182211,844.863950684699,653.798074250342,851.904534678159,5180.22435437886,3752.8145127278,4730.1048372506,12140.3165350504
90,3.9368763,2.505,25851.5985595537,1273.97571511999,932.965494193979,2989.04809294157,213.908096870899,496.021760095818,393.140051642976,2660.97152870378,3374.90796214668,621.792108705578,214.848304947115,170.245992655706,358.987027006713,6304.64871747342,2233.92952435138,1265.53525127132,844.18018964383,652.669101147316,849.823640635563,5195.98930225554,3764.04143731348,4740.7813954618,12150.7864245228
90,3.9368763,3.9454889,25868.5582351134,1275.29755661139,933.467007950531,2992.76467132916,214.061378403843,496.596969138518,393.12142839794,2664.07793382798,3378.18399566946,622.352014063685,214.928112912706,170.19957218812,358.773476575331,6308.74314883558,2234.92052875348,1265.64917234042,843.966750514351,652.30559012606,849.148927474818,5201.52923589108,3767.85770976828,4744.4371714093,12154.7341180447
90,6.0787324,0.57238131,21923.3860776908,971.842238487092,624.107120294806,2474.67857286805,184.128291979583,514.385574680366,212.999588406692,2450.04401005966,3109.40899166839,678.413953059299,220.426488750306,129.394003885559,179.630209361417,5792.3701799146,2024.76289707439,974.737139955944,570.088790396011,413.376204367873,398.591822480763,4070.62793164995,3361.5574651263,4317.27364672497,10173.9270341896
90,6.0787324,1.0645111,21958.7519260291,974.72688318707,625.297693933782,2482.41220794718,184.560916049981,515.74809498,213.207902561168,2455.87267927555,3115.47411257584,679.71769407973,220.66972141851,129.383616878306,179.485888334582,5799.99964472788,2026.76323344721,974.970512139604,569.768176903436,412.830074334774,397.862873254538,4082.43678506803,3369.38959286669,4324.73103328697,10182.1945148074
90,6.0787324,2.505,21988.0573062732,977.275406298598,626.379828058133,2489.15948146148,184.933244017657,516.876731914912,213.382664082036,2460.75852285879,3120.3487225935,680.709384499219,220.843110286883,129.364651111007,179.354464989553,5806.29538449667,2028.28494842451,975.086572948507,569.452303818957,412.337566595453,397.214317817322,4092.81471581822,3375.95116287339,4330.62033348016,10188.6710941014
90,6.0787324,3.9454889,21999.0219886305,978.081212149509,626.726790029566,2491.34336919642,185.046837025634,517.206492239415,213.454816516523,2462.47769895693,3122.36927127625,681.074385041071,220.901169323021,129.361110522225,179.316965358026,5808.96151244781,2028.94672742245,975.182882140718,569.373099219071,412.189030049487,397.00861971633,4096.1513713755,3378.18584473851,4333.0229015206,10191.6618709959
90,6.0787324,4.4376187,22001.1813097668,978.259141537967,626.802513864365,2491.82244218605,185.071766550441,517.281240566879,213.467882620372,2462.83212725408,3122.74423614555,681.14271711565,220.911516141424,129.35931503495,179.307487395861,5809.45945645472,2029.06015865721,975.191967793744,569.351362596333,412.154002488653,396.961975362529,4096.88409758838,3378.65301699177,4333.46527183344,10192.1789233532
90,10.960581,0.3564649,14773.487599452,541.023335288176,240.257415493523,1619.6496363575,131.640225878126,447.903222708159,73.0474955506493,1777.20018743445,2443.1395338492,600.632571952538,183.943376036443,70.8871132107118,48.6584922484847,4114.99979644865,1417.61737399172,582.235562924264,266.537689591789,131.27226332362,82.8423071640478,2400.9303871392,2429.79113157138,3347.26108729738,6595.50499344409
90,10.960581,0.57238131,14788.3996081746,542.519021241271,240.806139996387,1623.19924564244,131.890652203357,448.587376967288,73.181833676027,1779.31557103113,2445.25440044106,601.167148403115,184.083755380974,70.9196779670126,48.6719675089939,4117.62799528028,1418.38784128839,582.364761959093,266.475885620087,131.18211590593,82.7642176618194,2406.52440688009,2432.9754338778,3350.09694970115,6598.8028177156
90,10.960581,1.0645111,14803.6764004218,543.990371233873,241.355487062344,1626.62914586427,132.131085359672,449.238926700354,73.3154933595289,1781.46985744805,2447.61393892276,601.720920582016,184.218816032924,70.9487252916874,48.6873782679761,4120.46775172092,1419.1793081865,582.498303003431,266.420007312259,131.099282988928,82.6916010843058,2411.97500416049,2436.1553628676,3353.18977909736,6602.35625429634
90,10.960581,1.6567473,14810.3003451292,544.693422197107,241.616316491762,1628.29991764422,132.238905888906,449.522715718643,73.3755555353375,1782.40803061141,2448.45105090003,601.916711674198,184.263920217002,70.9575843343893,48.6932611554725,4121.73046989362,1419.5022937998,582.539252983081,266.382533803863,131.053913272661,82.6544890076606,2414.60965633309,2437.5452077543,3354.28252828109,6603.86295276069
90,10.960581,2.505,14815.3648984,545.150035976997,241.788789692221,1629.3497125132,132.309045258123,449.711237665044,73.4202807752495,1783.1630023447,2449.3494911439,602.097935074699,184.299706011791,70.9639942063506,48.6957484922811,4122.70085728986,1419.76970092459,582.582642136394,266.362260988455,131.023883261689,82.6265746444842,2416.28853818242,2438.60356604312,3355.40687492903,6605.06591924547
90,10.960581,3.3532527,14818.0714611508,545.48177302264,241.919511586811,1630.11711690145,132.35909626157,449.832837408722,73.4489666584132,1783.5055946236,2449.61398933582,602.155885191572,184.314980971361,70.9678180868674,48.7005764726464,4123.21733630499,1419.88156452121,582.591475223136,266.345071058534,131.005312526388,82.6125549950612,2417.5184015109,2439.1464949523,3355.75325005827,6605.65331462932
90,10.960581,3.9454889,14819.4883517534,545.586127866359,241.95630325875,1630.37097581959,132.373801108541,449.875005794556,73.4582830604268,1783.7312189752,2449.94154432062,602.216681902489,184.323995578627,70.9683947948272,48.6987611465126,4123.49060483091,1419.95748345329,582.601978061224,266.337825226733,130.995969563255,82.6033969914975,2417.91340694469,2439.43830893872,3356.14937774307,6605.98725812691
90,10.960581,4.4376187,14820.335323583,545.666142977484,241.987731480557,1630.58404005164,132.384834904439,449.907185722542,73.4656358852199,1783.85535657568,2450.07275351682,602.240460867638,184.327097600899,70.9680310921752,48.6987378782941,4123.67291189692,1419.99320893214,582.599146038194,266.327148656643,130.987497771366,82.5974017343994,2418.23791450968,2439.61301308788,3356.30708095582,6606.17731502966
90,10.960581,4.6535351,14820.0127452685,545.465286217938,241.896811184093,1630.07365176998,132.35441220104,449.849902650433,73.4528374761873,1783.87571617234,2450.34758528782,602.26831891638,184.322497261437,70.9634586794623,48.695560966781,4123.87521419337,1420.0528107653,582.611310630547,266.327968839684,130.985540916044,82.5938611396403,2417.43574917201,2439.5328685,3356.59742111188,6606.44670648459
