"angle","gap","Re","row1","row2","row3","row4"
90,39.539419,0.3564649,1.2018502412426,0.97531757343609,0.929432118441521,0.913369509617138
90,39.539419,0.57238131,1.21435016802124,0.983594302149334,0.938008008928058,0.922223173472642
90,39.539419,1.0645111,1.22505479005553,0.99242114799233,0.947066866288854,0.931642479219784
90,39.539419,1.6567473,1.23065202319451,0.997615405786007,0.952531183466975,0.937102371797276
90,39.539419,2.505,1.23521361412403,1.0017636109516,0.956747274846227,0.941418264737198
90,39.539419,3.3532527,1.23785465653132,1.00430901445099,0.959305284699852,0.944034944618664
90,39.539419,3.9454889,1.23930429886406,1.00560792680597,0.960597998183027,0.945357400177357
90,39.539419,4.4376187,1.24028066490466,1.00648117852281,0.961474100762668,0.946254572255227
90,39.539419,4.6535351,1.24066415983563,1.00682705877582,0.961814784186232,0.946602845782958
90,44.421268,0.57238131,1.18111096779195,0.98092238836068,0.942151681459121,0.928226034007191
90,44.421268,1.0645111,1.19087035398465,0.988773219428646,0.950411624610424,0.936675191643299
90,44.421268,2.505,1.20010884730844,0.99701529573494,0.959050755754579,0.945442493035031
90,44.421268,3.9454889,1.20383086369994,1.00045447423821,0.962592231498566,0.948996604740387
90,44.421268,4.4376187,1.2047007102302,1.00125609566302,0.963412705071581,0.949813631068294
90,46.563124,1.0645111,1.17833623339344,0.987579247663768,0.951805196413479,0.938906299395991
90,46.563124,2.505,1.18721647304017,0.995372723421897,0.959959110851633,0.947129762344606
90,46.563124,3.9454889,1.19080008992227,0.99850443237985,0.963229400775163,0.950471432112584
90,47.677951,2.505,1.18086814880449,0.995253738577012,0.961165763128471,0.947825049471382
120.59829,10.960581,2.505,1.13732764620567,0.935347378383158,0.870146803121315,0.842855772643622
120.59829,25.25,1.0645111,1.17293174180202,0.972988931802684,0.93546250021706,0.922420727002706
120.59829,25.25,2.505,1.18758930317864,0.985439558576909,0.947409022066859,0.934154639757471
120.59829,25.25,3.9454889,1.1935241773387,0.990569402524658,0.952296065373812,0.938951604478061
120.59829,39.539419,2.505,1.12479709518258,0.987063581755501,0.965290921298632,0.957308118269333
138.46224,25.25,2.505,0.983276788751294,0.93417909975086,0.941966781833132,0.947091920392413
141.96152,3.9368763,2.505,0.491558355294207,0.505814928361215,0.53941503873483,0.575915551946188
141.96152,6.0787324,1.0645111,0.618499367017842,0.615888984384365,0.649741731546043,0.684705376793669
141.96152,6.0787324,2.505,0.659432873081144,0.650115854236453,0.681479247259364,0.714152650314888
141.96152,6.0787324,3.9454889,0.676728470042581,0.664673176481932,0.694750873699474,0.726444120007412
141.96152,10.960581,0.57238131,0.770580101620872,0.758195771236399,0.791494449287226,0.816945027724141
141.96152,10.960581,1.0645111,0.799404048636401,0.778588097345394,0.80940320350773,0.833220772621765
141.96152,10.960581,2.505,0.827260796678408,0.800231780158744,0.828030856024513,0.850284117395058
141.96152,10.960581,3.9454889,0.838509077350997,0.809208787155803,0.83562595209262,0.857288440246484
141.96152,10.960581,4.4376187,0.841077159016277,0.811274681442107,0.837367071147504,0.858896723539801
141.96152,16.835469,2.505,0.899742579253701,0.87362384721986,0.898302727156163,0.912771230457972
141.96152,25.25,0.3564649,0.902369239085044,0.899254039461375,0.919480522317802,0.929999470565235
141.96152,25.25,0.57238131,0.916852765741448,0.90705424929872,0.926334758581797,0.93637633669908
141.96152,25.25,1.0645111,0.929360747809405,0.915251828214969,0.933595692110587,0.943140101380996
141.96152,25.25,1.6567473,0.936244735374542,0.919946290658554,0.937834038925066,0.94709656851793
141.96152,25.25,2.505,0.941405522389687,0.923638610757965,0.941219216558093,0.950252752896243
141.96152,25.25,3.3532527,0.944619657346047,0.925885286771615,0.943319630017892,0.952203649117922
141.96152,25.25,3.9454889,0.946234997945527,0.927022314068163,0.944394444049006,0.953203736084591
141.96152,25.25,4.4376187,0.947290483637868,0.927790118843938,0.945127695114255,0.953885937105709
141.96152,25.25,4.6535351,0.947703323431003,0.928092293871256,0.945418363365655,0.954156420897537
141.96152,33.664531,2.505,0.96697837698642,0.949614601643989,0.961852100956021,0.968184664367776
141.96152,39.539419,0.57238131,0.962268311156465,0.949014246963197,0.959852940567653,0.964775053181996
141.96152,39.539419,1.0645111,0.969894373567174,0.953728106446409,0.964175124395212,0.968906227022138
141.96152,39.539419,2.505,0.976982135250195,0.958626443475174,0.968686937496144,0.973228523926809
141.96152,39.539419,3.9454889,0.979868950046754,0.96062011479012,0.97055175211203,0.97500486550775
141.96152,39.539419,4.4376187,0.980501896873078,0.961084632273026,0.970982559390832,0.975415217337043
141.96152,44.421268,1.0645111,0.978313317808012,0.961590006337113,0.970709080452798,0.974247342952294
141.96152,44.421268,2.505,0.984616646065842,0.965948020512393,0.974812618440095,0.97814754673435
141.96152,44.421268,3.9454889,0.987217107495914,0.967754436202037,0.976534323123827,0.979763052505053
141.96152,46.563124,2.505,0.987476525233748,0.967542351200633,0.976059316073855,0.979651459249435
159.7137,6.0787324,2.505,0.398763886634648,0.534710653619065,0.64321324329183,0.71807305417043
159.7137,10.960581,1.0645111,0.503753068598744,0.68378617648889,0.784115768757959,0.841296680388587
159.7137,10.960581,2.505,0.524090758748498,0.699727466986515,0.796630449835987,0.851471906719429
159.7137,10.960581,3.9454889,0.532240236184298,0.70680074028826,0.801942510455847,0.855584668874314
159.7137,25.25,0.57238131,0.743135121377806,0.868067791859697,0.925805047880082,0.951945307259642
159.7137,25.25,1.0645111,0.752202611567336,0.87345411125881,0.930145654515169,0.955690538424921
159.7137,25.25,2.505,0.760766634645212,0.879334359550848,0.935059205237582,0.959934476523971
159.7137,25.25,3.9454889,0.76411534785293,0.881949623378459,0.937305507491886,0.961866762730448
159.7137,25.25,4.4376187,0.764948990972092,0.882579345483488,0.937855001816642,0.962333044279367
159.7137,39.539419,1.0645111,0.879860288958686,0.936880255518093,0.969966350060228,0.983196290316992
159.7137,39.539419,2.505,0.884350391687282,0.940162167661668,0.972748048547849,0.985662978102531
159.7137,39.539419,3.9454889,0.886437198126611,0.94164432979965,0.974034998626448,0.986825702151982
159.7137,44.421268,2.505,0.90775779054733,0.949455590470461,0.976816746630163,0.988336825141062
167.50227,10.960581,2.505,0.422068928089381,0.664967239490167,0.789357116698908,0.857220322069867
167.50227,25.25,1.0645111,0.710686768093923,0.860279058100617,0.9302208026809,0.958114589146426
167.50227,25.25,2.505,0.717245008139483,0.864683721787296,0.934796283075896,0.961024271069813
167.50227,25.25,3.9454889,0.719954941842783,0.866499922536314,0.937081384868361,0.962298874068656
167.50227,39.539419,2.505,0.864265397182122,0.934697856847973,0.973540160904328,0.988604818019085
171.55619,25.25,2.505,0.707732748226263,0.862379882700819,0.933926526084542,0.964174155585158
