"angle","gap","Re","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18"
8.4438139,25.25,2.505,0.00493598132293549,0.0172760878842,0.0142052173425997,0.0123833209124771,0.0111189329451137,0.0146186170717881,0.0131753701113799,0.014294250716399,0.0128124678090482,0.0124056322931769,0.0139010199905524,0.0145615788212351,0.0138270243384431,0.0137813164566653,0.0132232438258324,0.0133252599198904,0.0145213865507706,0.0146322465280704
12.497732,10.960581,2.505,0.00686402379098514,0.0165851878344055,0.00567983409607398,0.0113794483852402,0.00790076245423296,0.0149514516966187,0.00973019010262642,0.0117761397592031,0.0105916270404579,0.010838778634289,0.0129617679890235,0.0144105106572525,0.0123796015751264,0.0124570977237464,0.0117303372106887,0.0124637702223249,0.0135830874993257,0.0142847600494204
12.497732,25.25,1.0645111,0.00564008244656495,0.0151574698122538,0.0103919215121095,0.0107681574544294,0.00879022564471802,0.0124102651395758,0.0103721044502134,0.0109755554933638,0.0104239716245344,0.0103070371485616,0.0111089729393103,0.0119953026704381,0.0112828923599534,0.0109561035549639,0.0112119980691272,0.0114469361402053,0.0116393097558787,0.0119745945747929
12.497732,25.25,2.505,0.00685864595896265,0.0184546532483029,0.0128115470318288,0.0132409432625065,0.0108362031492599,0.0152152890601169,0.0127638189112465,0.0134280953893205,0.0127571891647467,0.0125441502691442,0.0134977317067901,0.0146276057173885,0.0138104583871538,0.01339613897318,0.0138014668917476,0.0140780728528272,0.0142458307327349,0.0146723938844458
12.497732,25.25,3.9454889,0.00757544131074409,0.0204058491611717,0.0142373787665699,0.0147253234010365,0.0120520675540061,0.0169100388277637,0.0141822602091654,0.0149393339775232,0.0142056069043102,0.0139300072370314,0.0149651624251557,0.0162417779215616,0.0152986848220405,0.0148254084639286,0.0153306162940968,0.0156348784738944,0.0157747315735938,0.0162551659566864
12.497732,39.539419,2.505,0.00685860110722071,0.0178392363281586,0.0147861070142818,0.0136063806563146,0.0123821860671548,0.0146543662563436,0.0142271896141979,0.0138174652347453,0.0132242616270561,0.0131843811901252,0.0138709013222914,0.0143938642653281,0.014242958614522,0.013994704196581,0.0137798704521384,0.0139622560259513,0.0143909379284059,0.0147998603650526
20.2863,6.0787324,2.505,0.0107019689059265,0.016743442429968,0.00398964203248196,0.0129176363440519,0.00923034199965325,0.0158682612173253,0.00697597756502286,0.00896452143058526,0.00950428215367196,0.0109840731523172,0.0130253939779235,0.0149339722891804,0.010676175479232,0.0106190138915251,0.0112182062830131,0.0125620795992363,0.0143722385357764,0.0162560835032045
20.2863,10.960581,1.0645111,0.00883843555541784,0.0150498704291729,0.00328015736321754,0.0104849981504813,0.00731122824453152,0.0131625627822708,0.00723575435447603,0.00907431039577926,0.008818583611278,0.00987505422009646,0.0116364292411003,0.0129480388046735,0.00997334921002,0.00978061192605924,0.0101108481771147,0.0109334938205762,0.0118099895609906,0.0123699212244772
20.2863,10.960581,2.505,0.0106393300209974,0.0181746612019783,0.0041459506854693,0.0127630663638865,0.00898477050847378,0.0159976287699608,0.00893890080971969,0.0111455678640063,0.0108289183292859,0.0120987331987865,0.0142314771464155,0.0158300843137734,0.0122823727896196,0.01203573174149,0.0124092119560241,0.0133753308427551,0.0144009911197876,0.0150350009295942
20.2863,10.960581,3.9454889,0.0117279372911062,0.0200833860875898,0.00465341406467716,0.0141837197648542,0.0100192472614089,0.0177689169819457,0.0099777255093089,0.0124007909216251,0.0120378911150273,0.0134264034524215,0.0157774312964771,0.0175414364543939,0.0136356963900301,0.0133590430531423,0.0137646531922692,0.0148197274109958,0.0159379176443624,0.0166238729885771
20.2863,25.25,0.57238131,0.00765363185700394,0.0139350633265389,0.00757437004410576,0.00989141100055293,0.0076310317699753,0.0113025203735735,0.00870043398472359,0.00931124827306434,0.00885059971280485,0.00938725370019161,0.0102923877148856,0.0106132639255951,0.00962789891498159,0.00936631424768396,0.00964175139387998,0.0100335893893442,0.0102702523528825,0.0104277194439442
20.2863,25.25,1.0645111,0.00882896890424801,0.0159681249598776,0.00882611288357936,0.0113287864331967,0.00878333172078403,0.0129389513372388,0.0100853492394488,0.0107248074668607,0.01012824189998,0.0107664214634844,0.0118404770979535,0.0122176161117266,0.0110315837968753,0.0107076037622344,0.0111105835326244,0.0115944083024186,0.0118385333607256,0.0120108579766934
