"angle","gap","Re","total.conc","hair1","hair2","hair3","hair4","hair5","hair6","hair7","hair8","hair9","hair10","hair11","hair12","hair13","hair14","hair15","hair16","hair17","hair18","row1","row2","row3","row4"
8.4438139,25.25,2.505,63.5908475866004,1.94050746958631,3.76380314833564,2.74519845527813,3.45155376776625,2.68051253565499,4.2109059677866,3.58726137773623,4.23045497163852,3.46999475356099,3.14547020935761,4.63468022106838,3.2590750131834,4.1670315066199,3.94776921659845,3.95191535043865,3.46181691601503,3.60018437747821,3.34271232849705,8.44950907320008,13.9302336489441,18.7396751688089,22.4714296956473
12.497732,10.960581,2.505,168.038360509377,7.67566024789433,11.5286326904953,6.98222638494535,7.97638204647708,7.81401858891611,8.98011894021069,9.49903862560721,9.18376155078071,7.9727173509623,9.67935994711941,9.68563350463493,11.2783528768552,9.43662525030954,9.98192147964621,10.6622063841139,8.77332918496416,10.9278031252311,10.0005723302134,26.186519323335,34.2695582012111,47.7998252303526,59.7824577544783
12.497732,25.25,1.0645111,52.0077939832533,2.33979129158574,2.25807359599329,2.66163695481907,1.86831702073847,2.94270487317997,3.31844778715207,3.04406302143564,2.69018120021323,2.43982217126342,3.77597109387938,2.10640133488796,3.77910658670211,2.79900322477082,3.45887989439853,3.47823939534002,3.05400906454767,3.27541144092443,2.71773403142152,7.2595018423981,11.1735327025062,14.7914823869461,18.783277051403
12.497732,25.25,2.505,57.5014191168895,2.54122165051708,2.44217825138925,2.93504540469275,1.99385964435913,3.26851840046489,3.66594255656436,3.43830155304316,2.91075441335294,2.62617587018193,4.22823587595972,2.2804204438421,4.25282197813859,3.04761970310949,3.98746202979959,3.8564382101165,3.43392616509193,3.60738340048261,2.98511356578346,7.91844530659908,12.3666221544315,16.2984085814753,20.9179430743836
12.497732,25.25,3.9454889,60.7675805565872,2.65922681016949,2.55484156395935,3.09958842718246,2.08604606677516,3.46087459202106,3.86737974693113,3.69016906567605,3.03199612574108,2.74487802586124,4.49967349648202,2.37682234403605,4.49962681026748,3.18434483264536,4.30585224968766,4.08011405003448,3.67656705273489,3.80014755059113,3.14943174579113,8.3136568013113,13.1044694714034,17.1529968023879,22.1964574814846
12.497732,39.539419,2.505,26.1004756910139,1.27347321550497,1.68805615529456,1.18454296235787,1.08938495795257,0.970464235993009,1.76783904460259,1.97092475852454,1.39932514524097,2.05671782724359,1.55661494778502,1.8689640988217,1.17099880859643,1.33098763579224,1.74007279455873,1.22153109227782,0.917471144516952,1.25076336730091,1.64234349864946,4.1460723331574,5.79861299707271,8.05262082768771,8.10316953309611
20.2863,6.0787324,2.505,285.748206473088,12.2179854309628,14.5000403237086,7.49708294482105,18.8815232064448,13.8434420028017,20.2094179227899,10.5543996420442,15.3820374714559,13.0445459174479,15.6493184455014,19.0065420133468,20.2388633607462,17.8081286508623,17.5060086841445,17.3216758962653,16.7133860587865,17.6310178458806,17.7427906550776,34.2151086994924,63.4887827740807,83.3213072084981,104.723007791017
20.2863,10.960581,1.0645111,145.747335131204,6.50487003476109,13.2437506658317,5.88502154099923,7.67635964729654,6.00669621966861,12.494439264211,8.25277259300419,7.24252432811584,7.01150205293405,6.14177429537873,6.42100208825194,7.88317801963112,9.09126408775527,7.66975016319063,7.66230557663205,7.87878916928069,9.75735875566413,8.92397662859751,25.633642241592,34.4302677241803,34.6999807843117,50.9834443811203
20.2863,10.960581,2.505,160.292564126497,6.60438359891166,14.9341425326445,6.29292918057394,8.07456755876364,6.36702976229709,13.7983866891147,8.93532887074788,7.9679053638253,7.45855693906532,6.55793925830208,7.47800371480424,8.49589315313856,10.0546568516289,8.28559350237839,8.47811151431107,9.12627938777189,11.4152831436922,9.96757310452527,27.8314553121301,37.1753128809233,37.9582984291355,57.3274975043078
20.2863,10.960581,3.9454889,165.55926994065,6.60190351000116,16.1140801619402,6.53806189916591,8.45574916962665,6.61152078455629,13.2171796650907,9.31670505010968,8.32205399607967,7.2236987662972,6.76737991715121,7.77440901888229,8.86760768909601,10.6150443865936,8.67392595455187,8.83394586193767,9.59091655109453,11.4845360903079,10.5505514681672,29.2540455711073,37.6011546693833,38.9551493875064,59.7489203126528
20.2863,25.25,0.57238131,45.7644724303024,2.67034622491681,2.21019579292725,2.4008618266397,2.47664469179633,2.1522282682601,2.50353525686962,2.19791629830082,2.24663990362158,3.03321198453693,1.88804718595736,3.19827400439803,3.42807613361405,2.96782297853459,2.87000974409966,2.3966645869161,2.61128001175593,1.7659700828201,2.7467474543374,7.28140384448376,9.33032451522687,13.794249212128,15.3584948584638
